60	8	-7
63	5	0
65	-30	25
65	-15	8
30	-2	-7
30	8	10
8	-52	23
68	0	20
33	35	-10
8	28	-10
60	-5	-17
48	-55	5
38	5	8
68	-47	-10
50	-47	-15
53	40	10
3	-17	40
13	-35	35
10	-12	45
25	-2	-15
-60	-35	38
-57	-27	10
-12	-87	33
-12	33	55
-17	23	60
-30	-12	10
-2	-55	20
-60	8	38
-47	-17	40
-30	-22	-20
-30	30	-10
-47	-62	23
-47	-5	-22
-52	60	0
-60	-7	-7
-35	0	10
-40	-40	-15
-45	30	18
-42	33	5
-30	-10	-17
-10	48	48
-5	-35	45
-2	-37	38
-2	33	13
-45	-70	35
-22	0	-12
-23	0	-13
25	-3	-15
-45	-70	35
