-34	-44	66
38	-50	20
6	44	10
-4	-10	56
6	20	30
2	6	48
4	-26	38
-40	-30	66
-8	12	-2
-40	26	0
-30	28	-6
8	-64	26
-40	8	14
-6	-44	18
38	12	-6
-24	44	34
-40	-14	52
8	40	-14
10	-16	10
-28	46	26
-38	2	58
-34	50	14
-18	16	8
-2	-36	60
-30	-44	70
8	-76	48
-4	54	-8
-8	-18	28
14	-10	24
18	-70	38
56	8	-10
14	-38	52
-4	4	66
-2	8	36
-58	12	6
28	-58	6
22	-52	8
24	-4	8
10	-66	24
-24	-16	54
44	-50	-4
-26	-20	-2
10	6	10
14	2	-2
30	34	18
-10	-10	38
14	14	-12
-40	-10	60
-34	-38	66
-32	38	40
52	-8	54
-14	-84	32
-4	14	-14
42	2	52
-28	2	48
14	-48	-4
-44	-50	20
4	-84	32
-4	-8	16
58	-28	30
-16	-54	-2
34	22	2
26	-72	24
30	36	-6
-16	-68	28
36	-4	-22
-10	-38	6
-38	-16	52
34	4	60
50	-36	0
-30	-76	28
12	-20	0
-16	-14	22
-34	2	-8
-2	36	-18
34	-8	-26
24	-20	62
