7.38	58.28	4.34
7.92	-48.21	31.11
4.27	38.42	9.39
13.76	51.46	-1.85
-1.54	-49.9	51.43
1.55	-47.73	37.83
61.29	-55.09	19.92
4.75	-17.08	48.61
64.31	-6.43	15.81
1.58	-26.61	49.45
4.21	48.74	5.18
47.52	-71.49	29.26
-41.22	-75.79	22.84
61.41	-37.34	42.97
-5.47	51.34	-1.62
-58.53	-26.46	15.55
-5.47	51.34	-1.62
-21.02	25.41	49.8
43.91	-14.18	-0.04
-55.41	-10.83	10.86
-38.38	-14.67	.95
-1.45	-45.61	65.57
-8.49	66.41	28.38
24.17	-73.26	49.75
-35.28	.69	-7.07
-2.07	55.62	25.86
67.45	-20.3	1.32
-17.47	-39.1	68.55
-44.63	-22.94	18.44
-55.42	-1.06	13.39
64.47	-11.4	34.06
