"";"Label";"Membership";"Modularity";"x";"y";"z";"Hemisphere";"TimeBin";"EigenVal";"FiedlerVec";"FiedlerBinary";"Strength";"Betweenness"
"485";"R_A5_ROI";2;0,0382013447902636;64,1252;-19,5546;-3,71639;"R";"Second";1,01239106752903;-0,0369228793749134;0;401,798761595447;47
"486";"R_PHA1_ROI";2;0,0383652560668943;25,1167;-41,5795;-25,8321;"R";"Second";1,01224878527894;-0,000917022774350183;0;340,976092826961;0
"487";"R_PHA3_ROI";3;0,0385240928697757;32,2005;-42,9438;-30,5382;"R";"Second";1,01209584291424;0,0236571884023734;1;343,389491331677;5
"488";"R_STSda_ROI";3;0,038674994014928;60,7947;-3,53603;-18,2347;"R";"Second";1,01200961017197;0,045764772998758;1;371,593511182099;21
"489";"R_STSdp_ROI";2;0,0388416331531427;62,8694;-28,5061;-5,24259;"R";"Second";1,01180108488585;0,00246853592156384;1;368,371900209931;53
"490";"R_STSvp_ROI";3;0,0390161990011951;63,7555;-34,3727;-8,91097;"R";"Second";1,01163477071478;0,0813844526739066;1;338,983730521697;98
"491";"R_TGd_ROI";3;0,0391716645014182;43,8856;13,0851;-40,2025;"R";"Second";1,01155865719139;0,022246836860235;1;334,137884004631;17
"492";"R_TE1a_ROI";3;0,0393166100518692;59,7991;-7,59065;-28,0971;"R";"Second";1,01141926569773;0,0968381921106056;1;373,47644325454;581
"493";"R_TE1p_ROI";3;0,0394572524665148;62,8978;-44,6111;-13,7474;"R";"Second";1,01134962758902;0,090670384940286;1;358,620603591403;88
"494";"R_TE2a_ROI";3;0,0395966270796611;57,2602;-16,9342;-32,5268;"R";"Second";1,01114780436356;0,0575627431514742;1;341,658087022868;12
"495";"R_TF_ROI";3;0,0397532420258741;44,4776;-23,1756;-38,6039;"R";"Second";1,01107308117316;0,0386512455375442;1;333,116332845873;31
"496";"R_TE2p_ROI";2;0,0399084403497103;53,6296;-44,9692;-27,0755;"R";"Second";1,01092724737235;-0,0459539096723396;0;356,426885991173;40
"497";"R_PHT_ROI";3;0,0400449570521069;61,1717;-55,3933;-5,67552;"R";"Second";1,01085723784457;0,0272133705792886;1;336,369557811395;9
"498";"R_PH_ROI";2;0,0401774728261592;52,6766;-66,4423;-16,4321;"R";"Second";1,0107919853724;-0,0455475889927633;0;371,798588367779;51
"499";"R_TPOJ1_ROI";2;0,0402980751752784;62,2442;-46,1787;8,32584;"R";"Second";1,01062615242418;-0,0668174204804975;0;400,304373224013;15
"500";"R_TPOJ2_ROI";2;0,0404198251640272;58,5092;-62,6632;7,11005;"R";"Second";1,01056880465813;-0,0313329956259764;0;358,999853044845;1
"501";"R_TPOJ3_ROI";3;0,0405445548672131;53,987;-74,1801;14,6672;"R";"Second";1,01042804643501;0,0515669490669868;1;365,546022425502;121
"502";"R_DVT_ROI";2;0,0406693673979285;12,1251;-78,5032;33,5764;"R";"Second";1,01031336127586;-0,0607881808322036;0;360,684945194034;3
"503";"R_PGp_ROI";3;0,0407544523587083;46,5474;-86,4579;23,4039;"R";"Second";1,01022307900995;0,0811619000861938;1;355,80718072896;8
"504";"R_IP2_ROI";3;0,0408589203974522;49,9954;-52,2667;52,7652;"R";"Second";1,01021217207044;0,0338266457804996;1;317,505879292961;4
"505";"R_IP1_ROI";3;0,0409576992335526;40,6846;-74,0717;49,3513;"R";"Second";1,00993599985432;0,0804120299741595;1;345,518522519666;365
"506";"R_IP0_ROI";3;0,0410688219598601;37,2852;-86,9869;35,2219;"R";"Second";1,00981905318178;0,104714191098813;1;366,256090984839;231
"507";"R_PFop_ROI";2;0,0411776241754637;66,1984;-15,7688;28,0183;"R";"Second";1,0096819605991;-0,076840884140265;0;398,716893147359;0
"508";"R_PF_ROI";2;0,0412974224032942;65,3278;-32,2026;35,4308;"R";"Second";1,00944442902254;-0,0423057880817267;0;359,699451407671;122
"509";"R_PFm_ROI";3;0,0413641413010846;58,5605;-52,0063;43,9648;"R";"Second";1,00929377506543;0,0290561091439526;1;317,209247423779;141
"510";"R_PGi_ROI";3;0,0414367362084418;57,3444;-64,9284;27,2283;"R";"Second";1,00919211860618;0,106388634764937;1;367,04315974846;17
"511";"R_PGs_ROI";3;0,0414900103604688;50,4273;-73,1759;40,7051;"R";"Second";1,00909460751966;0,105073232349838;1;364,393376470999;358
"512";"R_V6A_ROI";2;0,041539948306323;19,2425;-86,6335;41,8879;"R";"Second";1,00899896869941;-0,064568297991139;0;414,306693690121;2
"513";"R_VMV1_ROI";2;0,0415908279636396;19,1921;-58,7211;-17,1867;"R";"Second";1,00886021820965;-0,0236756148036158;0;372,258679477109;2
"514";"R_VMV3_ROI";2;0,0416641672990652;29,9803;-63,5782;-23,772;"R";"Second";1,00874495427636;-0,0161711214705434;0;350,22787278661;13
"515";"R_PHA2_ROI";3;0,0417660967948016;28,903;-41,0034;-29,0972;"R";"Second";1,00855556140748;0,0411770800733192;1;341,793246114227;5
"516";"R_V4t_ROI";2;0,0418954028834828;48,5485;-82,0295;-5,90969;"R";"Second";1,00852021102339;-0,0540311453071255;0;412,257554812133;78
"517";"R_FST_ROI";2;0,0420332352017307;54,9344;-69,2892;-7,45739;"R";"Second";1,00824856897868;-0,0654803903277644;0;401,114886538351;99
"518";"R_V3CD_ROI";2;0,0421926757417761;37,595;-94,7827;17,8555;"R";"Second";1,00813027580487;-0,0463865852214983;0;366,5585895557;2
"519";"R_LO3_ROI";2;0,0423784844028145;47,8433;-86,0632;8,87829;"R";"Second";1,00801189066671;-0,0370402080114407;0;352,857068728909;6
"520";"R_VMV2_ROI";2;0,0425600651990881;24,1382;-59,9713;-20,6539;"R";"Second";1,00799262557539;-0,0172145280962624;0;333,416461503536;7
"521";"R_31pd_ROI";3;0,0427629342001422;6,20401;-56,6167;39,9484;"R";"Second";1,0078640495339;0,103535110150354;1;364,810651500917;662
"522";"R_31a_ROI";3;0,0429855532811099;5,60152;-44,61;43,739;"R";"Second";1,00776458364368;0,094924186868801;1;364,259507672907;18
"523";"R_VVC_ROI";2;0,0432206610924406;36,542;-54,9856;-28,7131;"R";"Second";1,00766567943372;-0,0120154468298899;0;323,102882461721;5
"524";"R_25_ROI";3;0,0434695730503498;4,84085;22,2933;-15,4668;"R";"Second";1,00756091748498;0,0309773327226298;1;275,025024975138;0
"525";"R_s32_ROI";3;0,0437269517362158;5,7648;34,5642;-12,0906;"R";"Second";1,00731394685271;0,0797305069001547;1;340,942697940584;0
"526";"R_pOFC_ROI";3;0,0440056661137402;16,3331;19,9268;-26,862;"R";"Second";1,00726704531152;0,0123770359144152;1;274,32108780015;55
"527";"R_PoI1_ROI";2;0,0443001135623054;49,162;8,34246;-14,7761;"R";"Second";1,00718903581416;-0,0198245302578531;0;327,254611071069;2
"528";"R_Ig_ROI";2;0,0446216936982854;48,2554;-2,98118;4,36077;"R";"Second";1,00706850521777;-0,0189610901224981;0;330,602453543516;0
"529";"R_FOP5_ROI";1;0,0449752415772581;46,6341;37,6873;-4,21261;"R";"Second";1,00692447766604;-0,00095293814777528;0;317,846678515413;447
"530";"R_p10p_ROI";3;0,045304132392497;26,4125;67,3486;4,33257;"R";"Second";1,00670635144815;0,0735955179013811;1;338,049165412609;10
"531";"R_p47r_ROI";3;0,045639977002757;45,0075;56,3789;-3,8272;"R";"Second";1,0065813452306;0,0150781871074998;1;329,689369928629;26
"532";"R_TGv_ROI";3;0,0459772073626998;42,3516;-0,325963;-44,6803;"R";"Second";1,00657676208009;0,0294978080540778;1;302,922980354592;0
"533";"R_MBelt_ROI";2;0,0463386389491359;55,8767;-10,7522;-3,26385;"R";"Second";1,006506950711;-0,0293448621898867;0;344,818104061871;33
"534";"R_LBelt_ROI";2;0,0467071834209019;59,1382;-23,1168;6,61575;"R";"Second";1,00643601439652;-0,0161042913572815;0;305,395812887016;65
"535";"R_A4_ROI";2;0,047076669473017;64,0252;-20,8485;1,27518;"R";"Second";1,00628596151585;-0,0520750777141089;0;412,279914443923;18
"536";"R_STSva_ROI";3;0,0474597789817836;61,8291;-11,4739;-19,5872;"R";"Second";1,00614028293397;0,101424512613061;1;367,48087457022;402
"537";"R_TE1m_ROI";3;0,0478427306457283;63,3764;-29,3732;-19,5795;"R";"Second";1,00608202495439;0,0731700959035733;1;338,554845111446;88
"538";"R_PI_ROI";2;0,0482235795265119;50,7205;10,2304;-20,6694;"R";"Second";1,00583620031092;-0,00675273293289016;0;323,591339915882;2
"539";"R_a32pr_ROI";2;0,0486062050455652;6,08628;34,8872;32,1108;"R";"Second";1,00568116709878;-0,0165358303324465;0;334,186445154742;29
"540";"R_p24_ROI";3;0,049009148129712;4,9989;37,9177;15,6267;"R";"Second";1,0055802172837;0,0159245457751843;1;306,749462319092;66
"541";"L_V1_ROI";2;0,0494143948862891;-9,66141;-84,5161;-0,484587;"L";"Second";1,00545121906278;-0,00899432119502183;0;312,485090048966;46
"542";"L_MST_ROI";2;0,0498208978696619;-51,6683;-78,4569;2,95631;"L";"Second";1,00534298110199;-0,0571737528997641;0;392,366666814338;7
"543";"L_V6_ROI";2;0,050243099441557;-9,92671;-83,667;30,0225;"L";"Second";1,00515946283124;-0,051021183612463;0;380,717288739707;22
"544";"L_V2_ROI";2;0,0506870211779915;-11,4511;-83,621;-8,18927;"L";"Second";1,00506790421993;-0,0486354080539952;0;384,015216299356;10
"545";"L_V3_ROI";2;0,0511269591462506;-24,9707;-102,401;4,30728;"L";"Second";1,00490862300579;-0,056659757642197;0;365,585821512017;3
"546";"L_V4_ROI";2;0,0515676555171315;-32,6537;-93,0531;-15,3647;"L";"Second";1,00489792937491;-0,0319346917765105;0;334,548322716058;86
"547";"L_V8_ROI";2;0,0520063914607797;-32,9345;-77,2125;-22,8581;"L";"Second";1,0048498993122;-0,0223526215772757;0;326,756455977939;4
"548";"L_4_ROI";2;0,0524504055084505;-33,3431;-17,1152;72,0779;"L";"Second";1,00469390223471;-0,0819063567558496;0;418,523871667208;10
"549";"L_3b_ROI";2;0,0529039898299756;-46,5182;-22,1065;62,6829;"L";"Second";1,0045524869532;-0,058944646003988;0;395,897024277696;36
"550";"L_FEF_ROI";2;0,0533664614163121;-42,9503;4,93378;61,2976;"L";"Second";1,00445248481608;-0,0460781828750843;0;357,980474295529;0
"551";"L_PEF_ROI";2;0,0538396150387746;-53,2305;10,2373;44,246;"L";"Second";1,00431196656282;-0,0275228816704135;0;340,293411340315;117
"552";"L_55b_ROI";2;0,0543124370064675;-49,9196;7,25686;52,551;"L";"Second";1,0040817116078;-0,0148768771424654;0;333,069899897943;11
"553";"L_V3A_ROI";2;0,0547984898729863;-18,4823;-96,7561;25,023;"L";"Second";1,00400100850542;-0,0558585625302483;0;387,44222827496;0
"554";"L_RSC_ROI";3;0,0552871907545727;-1,96554;-41,1872;24,8333;"L";"Second";1,00388481735399;0,0627745329798419;1;322,871557242078;136
"555";"L_POS2_ROI";3;0,0557677427796564;-8,52795;-74,3509;38,3825;"L";"Second";1,0037556769455;0,0383934268139704;1;307,601544829741;265
"556";"L_V7_ROI";2;0,0562466847549983;-20,6651;-92,6455;33,2797;"L";"Second";1,00372246979311;-0,0423017933424548;0;365,606314247364;0
"557";"L_IPS1_ROI";2;0,0567311210181965;-21,9632;-86,6667;42,0993;"L";"Second";1,00365423904958;-0,0331379091052983;0;356,024995903668;0
"558";"L_FFC_ROI";2;0,0571996676375228;-42,7627;-63,2247;-26,3203;"L";"Second";1,00357892107733;-0,0321540487978745;0;374,738448510981;3
"559";"L_V3B_ROI";2;0,0576711966714244;-27,0953;-96,5715;25,1962;"L";"Second";1,00353692492325;-0,0261657389777416;0;343,461515892176;8
"560";"L_LO1_ROI";2;0,0581544934309422;-40,5777;-95,2405;3,36919;"L";"Second";1,00318005072558;-0,0391166521678142;0;386,273347126004;0
"561";"L_LO2_ROI";2;0,0586411182722663;-42,1582;-90,8955;-7,66365;"L";"Second";1,00312376310028;-0,0449024320264488;0;377,111430047063;4
"562";"L_PIT_ROI";2;0,0591300938783284;-39,4378;-86,7034;-16,546;"L";"Second";1,00298796392049;-0,0263493498601184;0;329,442407159412;0
"563";"L_MT_ROI";2;0,0596048573739346;-48,7503;-84,4672;5,48379;"L";"Second";1,00288635364941;-0,0510862829557249;0;383,318633698401;33
"564";"L_A1_ROI";2;0,0600790173695682;-52,7981;-20,8586;2,44464;"L";"Second";1,00270238623246;-0,0326916049047202;0;340,672513770607;1
"565";"L_PSL_ROI";2;0,0605562579512658;-62,4148;-44,0833;21,9645;"L";"Second";1,00262776881631;-0,0573826144866348;0;375,060126371545;32
"566";"L_SFL_ROI";3;0,0610082179566826;-9,90886;19,8578;62,3111;"L";"Second";1,00246930821547;0,00830704917123988;1;344,440114261814;18
"567";"L_PCV_ROI";3;0,0614510419618867;-7,21695;-54,6776;53,0745;"L";"Second";1,00232594611313;0,0616861784020275;1;357,329328268408;21
"568";"L_STV_ROI";2;0,0619017296997693;-62,4066;-48,5189;16,5869;"L";"Second";1,00220842425339;-0,0477484752471587;0;385,682315963177;79
"569";"L_7Pm_ROI";3;0,0623517738518761;-9,31391;-67,9611;53,3334;"L";"Second";1,00214588093107;0,0595897772062342;1;345,427218839783;98
"570";"L_7m_ROI";3;0,0628014323773706;-6,46353;-64,9132;39,576;"L";"Second";1,00198000147418;0,0978081269606559;1;373,628318885565;20
"571";"L_POS1_ROI";3;0,0632750794793357;-7,73543;-64,243;13,1206;"L";"Second";1,00179444751483;0,0895362003025437;1;367,704377973024;0
"572";"L_23d_ROI";3;0,063739945415908;-2,3397;-19,8225;38,1166;"L";"Second";1,00171942376715;0,0267579934590847;1;315,649771708186;57
"573";"L_v23ab_ROI";3;0,0642092034101028;-4,55981;-56,7997;21,7836;"L";"Second";1,0016308694153;0,103959949424271;1;372,275228284206;107
"574";"L_d23ab_ROI";3;0,0646720829628335;-2,84817;-42,7715;32,0514;"L";"Second";1,00161471463916;0,0833854584797005;1;348,265716022232;47
"575";"L_31pv_ROI";3;0,0651129393966276;-4,12372;-49,4371;34,4851;"L";"Second";1,00142931876543;0,0942160914280887;1;352,931954609041;396
"576";"L_5m_ROI";2;0,065544093560356;-8,52623;-35,9366;66,9205;"L";"Second";1,00136705390867;-0,0410820031170775;0;389,947050286343;6
"577";"L_5mv_ROI";2;0,0659660284308224;-8,03423;-36,5424;57,0791;"L";"Second";1,00094748032219;-0,0622690843576697;0;396,84333442247;7
"578";"L_23c_ROI";2;0,0663803995440534;-5,94615;-30,0308;47,2425;"L";"Second";1,00079409074263;-0,0583340836350135;0;377,531076063273;12
"579";"L_5L_ROI";2;0,0667663925746937;-11,9717;-45,1408;70,3955;"L";"Second";1,00074832498035;-0,0448101541070936;0;389,619511971574;1
"580";"L_24dd_ROI";2;0,0671422382165285;-6,35559;-12,9615;55,585;"L";"Second";1,00057100812418;-0,0532579386087011;0;401,568271496696;0
"581";"L_24dv_ROI";2;0,0675442878038006;-5,32056;2,0859;48,5372;"L";"Second";1,00046314202334;-0,0542780126886984;0;368,693355395656;12
"582";"L_7AL_ROI";2;0,0679492108628572;-20,0909;-53,4659;71,8123;"L";"Second";1,00034096892188;-0,0671435836504632;0;391,967449178867;3
"583";"L_SCEF_ROI";2;0,0683214029237047;-6,71014;8,04141;58,7561;"L";"Second";1,00030703112531;-0,0585676649718527;0;369,069106136519;1140
"584";"L_6ma_ROI";2;0,068695256225739;-15,204;10,1743;69,5604;"L";"Second";1,00010884735231;-0,0536912015243128;0;368,857998692592;81
"585";"L_7Am_ROI";2;0,0690729064613589;-11,7008;-59,2864;63,563;"L";"Second";1,00001437827484;-0,0313122270999358;0;353,394592568661;22
"586";"L_7PL_ROI";3;0,0694537069381632;-15,7096;-73,3452;56,7261;"L";"Second";0,999724680198087;0,00311195451242462;1;319,625535434692;6
"587";"L_7PC_ROI";2;0,0698338686292101;-33,0094;-53,038;67,5317;"L";"Second";0,999623734188297;-0,0519304819464519;0;384,670658810593;9
"588";"L_LIPv_ROI";2;0,0701763679906021;-29,7517;-64,1561;62,9781;"L";"Second";0,999603356460597;-0,0730254187100174;0;412,184975605173;0
"589";"L_VIP_ROI";2;0,0705200805411433;-21,8545;-65,7435;64,9426;"L";"Second";0,9993608108598;-0,0676257874537998;0;413,765177707343;77
"590";"L_MIP_ROI";2;0,0708699065897249;-24,7673;-77,077;53,1612;"L";"Second";0,999324605265672;-0,0553731850106526;0;372,488204853486;61
"591";"L_1_ROI";2;0,0712249339566673;-47,13;-28,9824;63,6018;"L";"Second";0,999099632543572;-0,0589104534396401;0;426,217341761746;2
"592";"L_2_ROI";2;0,071574983900038;-42,323;-39,518;65,3726;"L";"Second";0,998997154707537;-0,0773067530000229;0;410,781623803822;3
"593";"L_3a_ROI";2;0,0719233216382088;-45,3284;-16,8127;61,9807;"L";"Second";0,998921581304589;-0,0486496803072527;0;394,998283183664;8
"594";"L_6d_ROI";2;0,0722602516507753;-33,1583;-9,76269;71,2601;"L";"Second";0,998725111761522;-0,0462699832076006;0;388,837734498875;5
"595";"L_6mp_ROI";2;0,0725984272470358;-14,588;-9,70881;73,8754;"L";"Second";0,998564595606963;-0,0687107222461631;0;418,288720556579;3
"596";"L_6v_ROI";2;0,0729438785744496;-58,8547;6,65103;32,2337;"L";"Second";0,998238188982901;-0,0605232858786476;0;381,028020515968;14
"597";"L_p24pr_ROI";2;0,0732877961318637;-3,00971;1,48038;39,4855;"L";"Second";0,998121557627106;-0,0400400748019778;0;352,834173912669;8
"598";"L_33pr_ROI";2;0,0736269102735993;-2,3005;14,3322;30,0426;"L";"Second";0,998046832556336;-0,0219711905318923;0;348,599503451032;35
"599";"L_a24pr_ROI";2;0,0739454539651075;-3,71067;21,3912;31,9944;"L";"Second";0,997943496521379;-0,0399650789494816;0;347,001237919771;89
"600";"L_p32pr_ROI";2;0,0742616195762334;-5,37103;21,0193;41,7936;"L";"Second";0,997850075248307;-0,0240499893021822;0;322,705086495903;40
"601";"L_a24_ROI";3;0,0745814255924135;-5,90983;41,2255;-0,828961;"L";"Second";0,997616251735416;0,0455591255709829;1;326,070744242505;4
"602";"L_d32_ROI";3;0,0748922678408999;-7,4933;46,8392;25,4507;"L";"Second";0,997550699538329;0,0546176682516943;1;333,96861085656;32
"603";"L_8BM_ROI";3;0,0752025205074882;-7,40958;34,8024;46,4829;"L";"Second";0,997466814167659;0,0313419581081463;1;316,081250239855;52
"604";"L_p32_ROI";3;0,0755149803780966;-8,47038;50,9573;-1,13474;"L";"Second";0,99719044191854;0,0696319032245393;1;362,503264536775;18
"605";"L_10r_ROI";3;0,0758195169345413;-9,37022;51,0853;-8,28686;"L";"Second";0,997151268790501;0,0894291698722669;1;370,499834601287;13
"606";"L_47m_ROI";3;0,0761279040073016;-34,0236;43,9676;-21,8372;"L";"Second";0,996952660123714;0,0347401357063136;1;323,524119784322;4
"607";"L_8Av_ROI";3;0,0764313135505403;-39,3098;29,5936;53,4256;"L";"Second";0,996743955795445;0,0901096022005822;1;347,224750608167;148
"608";"L_8Ad_ROI";3;0,0767335541861984;-24,8022;42,0896;50,2505;"L";"Second";0,996669535790326;0,0834131194607869;1;368,889692603441;137
"609";"L_9m_ROI";3;0,077038277179029;-9,41604;55,1258;22,2088;"L";"Second";0,996546014725716;0,0849400533375502;1;351,269280491666;9
"610";"L_8BL_ROI";3;0,0773374979207982;-12,0618;36,6863;54,2559;"L";"Second";0,996195550597286;0,0405392403357433;1;330,798054263853;17
"611";"L_9p_ROI";3;0,0776293804818179;-17,6159;54,0256;39,5845;"L";"Second";0,995985291887889;0,0534239037820747;1;352,334409520901;107
"612";"L_10d_ROI";3;0,0779080901390727;-14,492;64,4684;7,71641;"L";"Second";0,99586546941507;0,0827251750641236;1;352,942384350684;20
"613";"L_8C_ROI";3;0,0781828074984864;-46,7114;29,1732;42,1582;"L";"Second";0,995667029577212;0,0741965602399725;1;336,03026519634;261
"614";"L_44_ROI";3;0,0784584560776392;-54,2873;28,4757;7,90116;"L";"Second";0,995505021998841;0,0101112146656052;1;320,615375782285;24
"615";"L_45_ROI";3;0,0787406154679429;-49,2744;41,4279;-0,449318;"L";"Second";0,995330671251269;0,0201802278320991;1;311,278179693894;17
"616";"L_47l_ROI";3;0,0790144789958041;-41,6195;44,5977;-14,7694;"L";"Second";0,995303893752576;0,00706168647640812;1;322,46754412121;26
"617";"L_a47r_ROI";3;0,0792806956593044;-38,5937;56,6588;-12,6421;"L";"Second";0,995028397378285;0,0497848087103155;1;326,685005324474;1
"618";"L_6r_ROI";2;0,0795418954598752;-58,143;15,741;17,7684;"L";"Second";0,995011602087627;-0,037589445706396;0;353,784605876002;188
"619";"L_IFJa_ROI";2;0,0798102512827856;-51,736;29,5284;25,0934;"L";"Second";0,994811437181193;-0,00878833425321937;0;320,666837168934;33
"620";"L_IFJp_ROI";3;0,0800814535186776;-52,9064;20,4289;32,3937;"L";"Second";0,994557300290565;0,00784169784003834;1;312,225440617516;8
"621";"L_IFSp_ROI";2;0,0803401237378773;-51,5807;37,0051;17,8709;"L";"Second";0,994468077400529;-0,0117230141750706;0;316,649515288621;3
"622";"L_IFSa_ROI";2;0,0805899541615164;-48,8112;48,1202;9,53649;"L";"Second";0,994205658574179;-0,0128974337325962;0;351,050365737774;51
"623";"L_p9-46v_ROI";3;0,0808502405047881;-45,2185;44,9354;28,6578;"L";"Second";0,994023737752756;0,0567161930873861;1;318,609526225163;6
"624";"L_46_ROI";1;0,0811181673901678;-37,9276;53,5147;30,1759;"L";"Second";0,99381222127812;-0,00150975475235201;0;327,020181565083;10
"625";"L_a9-46v_ROI";3;0,0813756572628457;-39,5116;61,5268;5,64374;"L";"Second";0,993693614002538;0,00991123006260516;1;305,315937603258;26
"626";"L_9-46d_ROI";2;0,0816243052893867;-31,1079;62,1112;22,198;"L";"Second";0,993526777742941;-0,040250860748298;0;328,407906934419;184
"627";"L_9a_ROI";3;0,0818744873122107;-19,1264;63,5189;24,194;"L";"Second";0,993425249240515;0,0254302332779462;1;325,34476625786;36
"628";"L_10v_ROI";3;0,0821174824959439;-11,2491;51,1684;-14,5332;"L";"Second";0,992994357827606;0,0802111664601406;1;360,678948717154;115
"629";"L_a10p_ROI";3;0,0823600943645637;-28,7112;65,2327;-5,46011;"L";"Second";0,992893916424548;0,0739369759939342;1;338,800814776573;19
"630";"L_10pp_ROI";3;0,0826040321054975;-18,8377;60,9782;-12,0235;"L";"Second";0,992803369837993;0,035228239915936;1;309,32779896527;15
"631";"L_11l_ROI";3;0,0828376132926358;-26,8965;53,7804;-19,7647;"L";"Second";0,992494511659102;0,0343777494614601;1;326,056432516664;22
"632";"L_13l_ROI";3;0,0830708103220908;-24,0785;37,834;-26,5098;"L";"Second";0,992399563399767;0,0379324457206448;1;303,510260317011;0
"633";"L_OFC_ROI";3;0,0833021824402448;-13,146;34,8502;-24,6168;"L";"Second";0,991966618768441;0,0442797919808263;1;314,321198569073;41
"634";"L_47s_ROI";3;0,0835239166908756;-32,0441;32,3526;-25,9426;"L";"Second";0,991725501513859;0,032813379264235;1;315,642459341911;16
"635";"L_LIPd_ROI";2;0,083745475752216;-35,7009;-65,257;56,7199;"L";"Second";0,991661700893522;-0,0612217851890858;0;382,303333726768;17
"636";"L_6a_ROI";2;0,0839623424012226;-27,542;8,2589;67,653;"L";"Second";0,991534137192409;-0,0620915026474098;0;392,258076449792;21
"637";"L_i6-8_ROI";3;0,0841776048088852;-31,5885;23,7374;60,5102;"L";"Second";0,991237680023009;0,0321607770837797;1;323,973638473;1
"638";"L_s6-8_ROI";3;0,0843857952535732;-18,5555;29,5158;60,8126;"L";"Second";0,991151523347014;0,0404470631295298;1;315,868152918408;16
"639";"L_43_ROI";2;0,0845966621740132;-61,2396;3,19618;11,4308;"L";"Second";0,991035021703056;-0,0447531430408437;0;350,064467486842;0
"640";"L_OP4_ROI";2;0,0848090836298289;-61,953;-9,73664;14,7042;"L";"Second";0,990903195487087;-0,0583014999710339;0;377,488741673136;31
"641";"L_OP1_ROI";2;0,0850294773388245;-57,1733;-20,244;15,6766;"L";"Second";0,990823692305061;-0,0576697756188514;0;373,633442775404;70
"642";"L_OP2-3_ROI";2;0,0852589732393605;-50,5104;-10,9681;10,7225;"L";"Second";0,990640460255778;-0,0249825054976056;0;316,446971296991;2
"643";"L_52_ROI";2;0,0854814514953921;-51,2079;-7,06764;-5,46048;"L";"Second";0,990307043294102;-0,00699340185388368;0;310,236635900103;1
"644";"L_RI_ROI";2;0,085703511663172;-53,8032;-30,2787;13,7849;"L";"Second";0,99017630852689;-0,0398927443488482;0;334,755069721368;0
"645";"L_PFcm_ROI";2;0,0859359343775812;-60,1456;-30,377;20,8591;"L";"Second";0,989835216332843;-0,0507012926285863;0;371,880464321438;1
"646";"L_PoI2_ROI";2;0,0861124848014591;-45,7003;13,788;-14,1619;"L";"Second";0,989701017688231;-0,0239009225606049;0;327,092733538112;1
"647";"L_TA2_ROI";2;0,0862642326500699;-54,5072;3,12467;-17,1579;"L";"Second";0,989457163634563;-0,00984850756346966;0;280,325281359737;0
"648";"L_FOP4_ROI";2;0,086407469908052;-47,6387;23,6667;1,83835;"L";"Second";0,989442079344483;-0,0262501472705539;0;341,378715708588;65
"649";"L_MI_ROI";2;0,0865505840246058;-42,8322;21,9309;-11,7528;"L";"Second";0,989188770250539;-0,0171944249144282;0;338,299253720104;15
"650";"L_Pir_ROI";3;0,0866765510199577;-33,2726;16,9705;-32,711;"L";"Second";0,989067875813255;0,00996358020220376;1;252,581960152924;3
"651";"L_AVI_ROI";3;0,0868028699469175;-39,7103;32,4631;-16,2567;"L";"Second";0,988709346166682;0,000992046920197975;1;300,723611211016;13
"652";"L_AAIC_ROI";3;0,0869277426672745;-35,9589;23,7719;-26,8958;"L";"Second";0,988316752155021;0,0306196946685095;1;300,530528051435;4
"653";"L_FOP1_ROI";2;0,0870645082173374;-55,5269;9,70434;5,75185;"L";"Second";0,98820738583337;-0,0336820572003153;0;335,990304418809;3
"654";"L_FOP3_ROI";2;0,0871924268642549;-45,5292;14,5183;0,45266;"L";"Second";0,988063888350413;-0,0282595925538926;0;339,851115800377;28
"655";"L_FOP2_ROI";2;0,0873147299226995;-49,761;3,71351;5,92069;"L";"Second";0,98781911080267;-0,0418796274077101;0;350,311792168433;3
"656";"L_PFt_ROI";2;0,0874330515391241;-59,8108;-29,2964;43,8859;"L";"Second";0,987548826418591;-0,0643527397881729;0;387,215832843972;1
"657";"L_AIP_ROI";2;0,0875512303319837;-45,5819;-46,9839;55,7598;"L";"Second";0,987239383122778;-0,0625620627081111;0;380,366673341226;74
"658";"L_EC_ROI";3;0,0876727538153171;-31,4305;-11,1815;-39,9909;"L";"Second";0,987061685034789;0,0201415658214731;1;349,068462837279;9
"659";"L_PreS_ROI";3;0,0877681548853722;-20,897;-42,2926;-21,407;"L";"Second";0,986909432471212;0,0467279928965459;1;323,566053749904;11
"660";"L_H_ROI";3;0,0878697519903922;-27,0313;-25,4185;-29,8975;"L";"Second";0,986735539880311;0,0536170752042236;1;321,996331004693;9
"661";"L_ProS_ROI";2;0,0879517146393795;-11,1737;-59,7195;-3,60907;"L";"Second";0,986534198293982;-0,0147621331014897;0;353,46839945235;9
"662";"L_PeEc_ROI";3;0,0880033875229946;-34,9891;-8,67089;-42,7692;"L";"Second";0,986183560932705;0,0258018885084222;1;316,180891871315;0
"663";"L_STGa_ROI";2;0,0880727683240398;-52,4768;8,99194;-27,0001;"L";"Second";0,98597826360017;-0,0361634006131455;0;354,784618038031;5
"664";"L_PBelt_ROI";2;0,088128317505884;-59,3507;-27,8417;4,87703;"L";"Second";0,98559251766531;-0,0393910941603523;0;338,953568018264;0
"665";"L_A5_ROI";2;0,0881826879761628;-62,381;-19,3909;-4,91504;"L";"Second";0,985343854346754;-0,0458754848651178;0;394,760165882431;0
