"";"Vertex";"Label";"Membership";"Modularity";"x";"y";"z";"Hemisphere";"EigenVal";"FiedlerVec";"FiedlerBinary";"Strength";"Betweenness"
"1";10101;"L_7m_ROI";2;-0,00043826299770517;-5,50805;-60,904;30,594;"L";1,02162961832641;-0,0119724050411625;0;2446,7008009393;110
"2";10102;"L_7m_ROI";2;-0,000431708548540401;-5,753;-62,2126;30,5207;"L";1,02115597665057;-0,00847891422813953;0;2409,67913580894;271
"3";10103;"L_7m_ROI";2;-0,000427653973960311;-6,00486;-63,495;30,4708;"L";1,02091734139931;-0,0117106564607743;0;2416,75596805417;128
"4";10104;"L_7m_ROI";2;-0,000423757753425968;-6,26322;-64,7496;30,4452;"L";1,02085003770727;-0,0202775360337264;0;2412,29009586883;7
"5";10105;"L_7m_ROI";2;-0,000419931479677357;-6,52723;-65,9755;30,4437;"L";1,02076949572616;-0,0376471060358674;0;2384,18147294095;0
"6";10106;"L_7m_ROI";2;-0,000416177902115993;-6,79558;-67,172;30,4658;"L";1,02060301653751;-0,0418431051410187;0;2494,77218321441;5
"7";11205;"L_7m_ROI";3;-0,000412707601154916;-8,03953;-68,7946;48,0335;"L";1,02054393322912;0,00136665314185985;1;2344,34161437639;225
"8";11235;"L_7m_ROI";3;-0,000409279965535488;-7,86782;-68,9185;46,9301;"L";1,02049875123168;0,00183798625177529;1;2378,85667900809;19
"9";11264;"L_7m_ROI";2;-0,00040528185268473;-7,72029;-69,0267;45,8138;"L";1,02040225102549;0,00186574272837815;1;2426,92300752993;16
"10";11265;"L_7m_ROI";2;-0,000401258980965086;-7,58205;-67,9177;46,7704;"L";1,02033463182437;-0,00104173297953072;0;2463,55636897739;48
"11";11266;"L_7m_ROI";2;-0,000396100431389544;-7,47071;-66,8001;47,7119;"L";1,02025485226647;-0,00818305321403009;0;2492,3934445401;28
"12";11267;"L_7m_ROI";2;-0,00039191307280484;-7,38782;-65,6766;48,6385;"L";1,02021755339867;-0,0111564311310399;0;2472,67169972907;74
"13";11292;"L_7m_ROI";2;-0,000385071706821857;-7,59514;-69,1183;44,6853;"L";1,02018704837531;0,00722814409725009;1;2378,6309383193;29
"14";11293;"L_7m_ROI";2;-0,000381724729052231;-7,4478;-68,0153;45,6553;"L";1,02014956824788;-0,00368323022453879;0;2386,46450657336;8
"15";11294;"L_7m_ROI";2;-0,000376953865650764;-7,32701;-66,9013;46,6104;"L";1,02011240195651;-0,00939015670067634;0;2355,78125583387;62
"16";11295;"L_7m_ROI";2;-0,00037253194415174;-7,23455;-65,7793;47,5507;"L";1,02001334816645;-0,0213531765965285;0;2423,65638237826;21
"17";11296;"L_7m_ROI";2;-0,000367656359536667;-7,17135;-64,6523;48,476;"L";1,0199973875374;-0,00709064606971882;0;2320,44667204789;55
"18";11297;"L_7m_ROI";2;-0,00036252594520857;-7,1376;-63,5229;49,3857;"L";1,01993680391911;-0,0163229995809237;0;2048,22895377144;49
"19";11298;"L_7m_ROI";2;-0,000357893388981361;-7,13284;-62,3934;50,2792;"L";1,01993171007318;-0,0239042415252265;0;1995,6834057187;130
"20";11319;"L_7m_ROI";2;-0,000352957485578407;-7,49046;-69,1922;43,5451;"L";1,01985789271727;0,000789352978965828;1;2085,1889240739;17
"21";11320;"L_7m_ROI";2;-0,000347820034151881;-7,33438;-68,0967;44,529;"L";1,01979439827181;-0,0127318471331127;0;2159,82155425966;13
"22";11321;"L_7m_ROI";2;-0,000343105614193781;-7,20444;-66,9877;45,4982;"L";1,01971933459078;-0,0196586957297926;0;2121,07525548485;123
"23";11322;"L_7m_ROI";2;-0,00033647999455987;-7,10263;-65,8683;46,4526;"L";1,01966940393299;-0,0411499384916242;0;2108,04764937659;17
"24";11323;"L_7m_ROI";2;-0,000329229311806217;-7,03009;-64,7418;47,3921;"L";1,01964929160411;-0,0296600257220589;0;2111,69901966636;17
"25";11324;"L_7m_ROI";2;-0,000321631669313887;-6,98717;-63,6109;48,316;"L";1,01956475890047;-0,0157076331375022;0;2078,74834169827;29
"26";11325;"L_7m_ROI";2;-0,000313778017893317;-6,97357;-62,4784;49,2236;"L";1,0195303830959;-0,0289651892052144;0;2047,79562701588;37
"27";11345;"L_7m_ROI";2;-0,000306051292512862;-7,40422;-69,2473;42,3938;"L";1,0195138612345;0,00515854548880878;1;2009,35338036714;36
"28";11346;"L_7m_ROI";2;-0,000298244979492467;-7,23973;-68,1607;43,3921;"L";1,01946293029559;-0,0107374120981336;0;2170,56762421298;12
"29";11347;"L_7m_ROI";2;-0,000289141645560031;-7,10096;-67,058;44,3758;"L";1,01941062719114;-0,0147012604471264;0;2156,62368632246;13
"30";11348;"L_7m_ROI";2;-0,000278735039944413;-6,99006;-65,9426;45,3448;"L";1,01936309150107;-0,0347966140181963;0;2293,18296264069;20
"31";11349;"L_7m_ROI";2;-0,000267610205836077;-6,90834;-64,8177;46,2989;"L";1,01930835583941;-0,0300299219455988;0;2335,46810886645;5
"32";11350;"L_7m_ROI";2;-0,000258418363645263;-6,85631;-63,6864;47,2375;"L";1,01925321282778;-0,0161467349465199;0;2262,52110199874;68
"33";11351;"L_7m_ROI";2;-0,000247693040843657;-6,83382;-62,5516;48,1596;"L";1,01922021863815;-0,0417216905940604;0;2065,79569911757;21
"34";11352;"L_7m_ROI";2;-0,000236359199772701;-6,84013;-61,4157;49,0644;"L";1,01918603724052;-0,0217528297331595;0;2107,53850324156;29
"35";11370;"L_7m_ROI";2;-0,000223601440022556;-7,33427;-69,282;41,2323;"L";1,01915267683713;0,00277378171318687;1;2096,47513270908;41
"36";11371;"L_7m_ROI";2;-0,000211136623761479;-7,16173;-68,2058;42,2451;"L";1,01908372787068;-0,0111186817226241;0;2202,99391580502;6
"37";11372;"L_7m_ROI";2;-0,000197995569734309;-7,01442;-67,111;43,2437;"L";1,0190739300478;-0,0122603308141237;0;2161,09965096425;26
"38";11373;"L_7m_ROI";2;-0,000186373234066656;-6,8947;-66,0009;44,2278;"L";1,01902282834664;-0,0509240416685415;0;2167,03327551687;18
"39";11374;"L_7m_ROI";2;-0,000174423483997565;-6,804;-64,8789;45,197;"L";1,01897138804706;-0,0492398517736295;0;2323,03455255365;12
"40";11375;"L_7m_ROI";2;-0,000162917071760045;-6,74297;-63,7483;46,1506;"L";1,01894826899014;-0,0398555434737059;0;2125,16737638592;158
"41";11376;"L_7m_ROI";2;-0,000151584186538806;-6,71157;-62,612;47,0878;"L";1,0189117487923;-0,0355120364099235;0;2239,46278191964;5
"42";11377;"L_7m_ROI";2;-0,000140014338018622;-6,70921;-61,4729;48,0073;"L";1,01883809305764;-0,0453992129527035;0;2051,28292768874;3
"43";11394;"L_7m_ROI";2;-0,000127100372598592;-7,27841;-69,2946;40,0613;"L";1,01877947986747;0,00382515050631883;1;2062,30542864982;73
"44";11395;"L_7m_ROI";2;-0,000115164629196025;-7,09812;-68,2306;41,0889;"L";1,01877664302425;-0,0118593755906598;0;2084,64953549551;26
"45";11396;"L_7m_ROI";2;-0,000103342562883742;-6,9426;-67,1452;42,1026;"L";1,01873493103909;-0,0134828799101682;0;2248,97739647227;53
"46";11397;"L_7m_ROI";2;-9,14355667423824e-05;-6,81433;-66,042;43,1021;"L";1,01868108402004;-0,0436923601714392;0;2205,64591560014;2
"47";11398;"L_7m_ROI";2;-7,97502545465292e-05;-6,71487;-64,9242;44,0867;"L";1,01867686850857;-0,0611339289615541;0;2297,1026049386;1
"48";11399;"L_7m_ROI";2;-6,79187984272132e-05;-6,64498;-63,7954;45,0559;"L";1,01864087581216;-0,051942350496628;0;2210,81000433889;28
"49";11400;"L_7m_ROI";2;-5,62935096752697e-05;-6,60473;-62,6588;46,0084;"L";1,01861605925413;-0,0489039803513671;0;2138,51651529967;12
"50";11401;"L_7m_ROI";2;-4,45657660531207e-05;-6,5936;-61,5173;46,9432;"L";1,01857703485278;-0,0435493693054717;0;2134,28345608601;11
"51";11402;"L_7m_ROI";2;-3,29810356723916e-05;-6,61062;-60,3736;47,8589;"L";1,01854641249727;-0,0387092907827338;0;2071,59483457211;52
"52";11418;"L_7m_ROI";2;-2,09024748395016e-05;-7,0466;-68,233;39,9243;"L";1,01849741953623;-0,0201122251413419;0;2261,04446521098;6
"53";11419;"L_7m_ROI";2;-8,59005625520786e-06;-6,88316;-67,1588;40,9532;"L";1,01844955424673;-0,0217932549213595;0;2309,61917501447;54
"54";11420;"L_7m_ROI";2;3,67902285949452e-06;-6,74661;-66,064;41,9683;"L";1,01843988864515;-0,0356247059549376;0;2291,59388435959;4
"55";11421;"L_7m_ROI";2;1,64558896711412e-05;-6,63863;-64,9521;42,9688;"L";1,01842197422626;-0,0495041084927536;0;2380,19693560544;0
"56";11422;"L_7m_ROI";2;2,93327529821354e-05;-6,56008;-63,8265;43,9538;"L";1,01839607501623;-0,0575488433207839;0;2212,65805914477;15
"57";11423;"L_7m_ROI";2;4,16174585058075e-05;-6,51107;-62,6907;44,9222;"L";1,01831612942415;-0,039191423933204;0;2263,03086883181;14
"58";11424;"L_7m_ROI";2;5,36208779799923e-05;-6,49118;-61,5478;45,8726;"L";1,01829015435291;-0,0402816530762319;0;2271,28678858175;45
"59";11425;"L_7m_ROI";2;6,56703756535724e-05;-6,49949;-60,4007;46,8037;"L";1,01826838404401;-0,0384763102393021;0;2161,79326316526;2
"60";11440;"L_7m_ROI";2;7,76509697905103e-05;-7,00482;-68,2111;38,7522;"L";1,01822201086537;-0,0372409279714601;0;2208,82934174554;5
"61";11441;"L_7m_ROI";2;8,89365925910027e-05;-6,83372;-67,1499;39,7965;"L";1,01819089672299;-0,0328246661085487;0;2273,15989885899;139
"62";11442;"L_7m_ROI";2;0,000101190628194326;-6,68917;-66,0653;40,8273;"L";1,01818401103619;-0,0349859928158936;0;2332,75859043917;33
"63";11443;"L_7m_ROI";2;0,000114029424520893;-6,57293;-64,9609;41,8438;"L";1,01813411613994;-0,0475314406306774;0;2372,04631530969;1
"64";11444;"L_7m_ROI";2;0,000126372020291292;-6,48591;-63,8401;42,845;"L";1,01807122979929;-0,05147710724578;0;2280,42062158415;15
"65";11445;"L_7m_ROI";2;0,000141014514913474;-6,4283;-62,7064;43,8295;"L";1,01804463125018;-0,0333392850639692;0;2328,56972249169;27
"66";11446;"L_7m_ROI";2;0,000154129395226204;-6,39969;-61,5632;44,796;"L";1,01803380096952;-0,0362887057199118;0;2339,29004506599;3
"67";11447;"L_7m_ROI";2;0,000166492698329976;-6,39924;-60,4135;45,7429;"L";1,01796744973992;-0,0415399925326788;0;2264,02731106168;7
"68";11448;"L_7m_ROI";2;0,000179520890349626;-6,42575;-59,2602;46,6686;"L";1,01794341027397;-0,0182179424229185;0;2084,78564618601;7
"69";11461;"L_7m_ROI";2;0,000192416078118173;-6,9704;-68,1625;37,5738;"L";1,01794007124109;-0,0355709363560099;0;2295,98118383006;5
"70";11462;"L_7m_ROI";2;0,000206051231029712;-6,7919;-67,1161;38,6333;"L";1,01791256497777;-0,0305476777940277;0;2339,98477728613;28
"71";11463;"L_7m_ROI";2;0,000219729552792225;-6,63962;-66,0437;39,6799;"L";1,01785315389291;-0,0422520581866167;0;2245,57201023128;62
"72";11464;"L_7m_ROI";2;0,000233176176875946;-6,51536;-64,9486;40,7125;"L";1,01783941242403;-0,0413811404909454;0;2295,66668116395;3
"73";11465;"L_7m_ROI";2;0,000246693785153945;-6,42012;-63,8343;41,7301;"L";1,01781797943272;-0,0353119885986291;0;2295,15342299353;23
"74";11466;"L_7m_ROI";2;0,000260421517830007;-6,35409;-62,7044;42,7311;"L";1,01777232864139;-0,0508019216451122;0;2253,10721318452;21
"75";11467;"L_7m_ROI";2;0,000274329802892741;-6,31688;-61,5623;43,7139;"L";1,01776277351394;-0,0393533210215211;0;2279,6287020927;2
"76";11468;"L_7m_ROI";2;0,000288239129060197;-6,30767;-60,4112;44,677;"L";1,01771504839823;-0,0540743612632321;0;2207,05079835399;1
"77";11481;"L_7m_ROI";2;0,000302919282398634;-6,94101;-68,0849;36,3905;"L";1,01768198305011;-0,0416142448043965;0;2297,33137850943;14
"78";11482;"L_7m_ROI";2;0,000317597193281962;-6,75532;-67,0552;37,465;"L";1,01766099671878;-0,0292378773662398;0;2320,46169210236;5
"79";11483;"L_7m_ROI";2;0,000333021182317429;-6,59554;-65,9969;38,5272;"L";1,0176434249672;-0,0302669694169521;0;2301,28013991511;34
"80";11484;"L_7m_ROI";2;0,000347271495420854;-6,46353;-64,9132;39,576;"L";1,01761139953922;-0,0395424237266482;0;2225,78961206909;15
"81";11485;"L_7m_ROI";2;0,000361662602588429;-6,36029;-63,8074;40,61;"L";1,01755955499657;-0,0343276482821062;0;2234,51270699225;9
"82";11486;"L_7m_ROI";2;0,000377698685371237;-6,28606;-62,683;41,6276;"L";1,01755733458158;-0,0389576801818492;0;2267,42979918505;35
"83";11487;"L_7m_ROI";2;0,000393515544626238;-6,24042;-61,5435;42,6271;"L";1,01752943649099;-0,0362929864661933;0;2368,983683167;2
