"";"Vertex";"Label";"Membership";"Modularity";"x";"y";"z";"Hemisphere";"TimeBin";"EigenVal";"FiedlerVec";"FiedlerBinary";"Strength";"Betweenness"
"1898";55335;"R_p32_ROI";1;0,0307024640566026;10,0606;56,1192;2,36794;"R";"First";0,995838766341928;-0,00369214375596804;0;2361,97411630628;17
"1899";55336;"R_p32_ROI";1;0,0307140307006644;9,66876;54,9956;2,13795;"R";"First";0,995823341520433;-0,0093409653651143;0;2349,32969045352;8
"1900";55337;"R_p32_ROI";1;0,0307256008870997;9,29079;53,8341;1,93718;"R";"First";0,995818047809594;-0,0138651111610854;0;2332,38176272071;51
"1901";55338;"R_p32_ROI";1;0,0307372136529037;8,92042;52,6348;1,77004;"R";"First";0,995816464443323;-0,0117945847854551;0;2275,07029541392;23
"1902";55339;"R_p32_ROI";1;0,0307487966825234;8,55195;51,3974;1,64051;"R";"First";0,995805877804974;-0,00623216444364567;0;2390,6504820767;30
"1903";55340;"R_p32_ROI";1;0,0307603569764059;8,18053;50,1214;1,55186;"R";"First";0,995798091315626;-0,0216597863021492;0;2481,21201215702;7
"1904";55341;"R_p32_ROI";1;0,0307719615577377;7,80234;48,8059;1,50647;"R";"First";0,99578487470696;-0,0189516327803808;0;2466,55135882126;27
"1905";55342;"R_p32_ROI";1;0,0307836630089061;7,41471;47,4498;1,50564;"R";"First";0,995775853694691;-0,0196097505084899;0;2419,53995217146;68
"1906";55375;"R_p32_ROI";2;0,030795353597848;10,6201;57,7833;4,10832;"R";"First";0,995768952550489;0,00333061209660832;1;2290,6278670162;25
"1907";55376;"R_p32_ROI";1;0,0308070647835892;10,2055;56,7289;3,83358;"R";"First";0,995764736062369;-0,00413002990861884;0;2314,78391538005;21
"1908";55377;"R_p32_ROI";1;0,0308187566957759;9,81369;55,6355;3,5808;"R";"First";0,995753299089921;-0,00584138135023031;0;2362,56479952003;27
"1909";55378;"R_p32_ROI";1;0,0308304406175904;9,43813;54,5035;3,35461;"R";"First";0,995740520278603;-0,00990194513571186;0;2369,91292499149;16
"1910";55379;"R_p32_ROI";1;0,0308420259012077;9,07222;53,333;3,15959;"R";"First";0,99573309761973;-0,0164444177025296;0;2301,28956204814;79
"1911";55380;"R_p32_ROI";1;0,030853700944682;8,70988;52,1237;2,99999;"R";"First";0,995727068445222;-0,00887413383131234;0;2284,73745537498;15
"1912";55381;"R_p32_ROI";1;0,0308654383557584;8,34578;50,875;2,87945;"R";"First";0,995708040881183;-0,000191527844015422;0;2389,97638650309;15
"1913";55382;"R_p32_ROI";1;0,0308770926573014;7,97557;49,5859;2,8008;"R";"First";0,995698505641449;0,00413872791651606;1;2396,75173784791;41
"1914";55420;"R_p32_ROI";1;0,0308887565649682;9,2133;53,9614;4,5788;"R";"First";0,995688421765798;-0,017324800095439;0;2371,81743951875;8
"1915";55421;"R_p32_ROI";1;0,0309002187216128;8,85683;52,7809;4,39048;"R";"First";0,995679849367102;-0,0238463038761104;0;2315,10981595572;39
"1916";55422;"R_p32_ROI";1;0,0309118016383372;8,50017;51,5603;4,23917;"R";"First";0,995674941903525;-0,0210079128352083;0;2271,6810055014;2
"1917";55423;"R_p32_ROI";1;0,030923317916236;8,13845;50,2986;4,12808;"R";"First";0,99566475669578;-0,00736663991511536;0;2287,30122328722;3
"1918";55462;"R_p32_ROI";1;0,0309348777914803;8,64281;52,1765;5,62901;"R";"First";0,995660116750153;-0,0153300788528344;0;2321,03518943656;43
"1919";18124;"L_pOFC_ROI";3;0,0309464826631316;-6,6565;16,0706;-20,1784;"L";"First";0,995652503984124;-0,00442511028511437;0;2235,04194709997;18
"1920";18125;"L_pOFC_ROI";3;0,0309581149219131;-7,14984;15,8276;-20,9666;"L";"First";0,99563510749716;-0,005070672354507;0;2240,58276481594;2
"1921";18126;"L_pOFC_ROI";2;0,030969685457101;-7,68222;15,607;-21,7131;"L";"First";0,995634049733013;0,0100985682772242;1;2310,46656741324;3
"1922";18127;"L_pOFC_ROI";2;0,0309809270318783;-8,25281;15,4095;-22,4159;"L";"First";0,995631400530261;0,0230993342661644;1;2345,51946742747;4
"1923";18128;"L_pOFC_ROI";2;0,0309922947792319;-8,8598;15,2347;-23,0737;"L";"First";0,995606317491714;0,0280614694979905;1;2348,95486963406;6
"1924";18129;"L_pOFC_ROI";2;0,0310034417783802;-9,50057;15,0819;-23,6866;"L";"First";0,995603710782525;0,029336429983051;1;2340,85952592192;8
"1925";18130;"L_pOFC_ROI";2;0,0310147386087259;-10,1719;14,9494;-24,2557;"L";"First";0,995593761915203;0,0189460174607152;1;2319,38059625675;7
"1926";18131;"L_pOFC_ROI";2;0,0310258362348835;-10,8702;14,835;-24,7834;"L";"First";0,995584790717953;0,0135499200281374;1;2275,09357947415;3
"1927";18132;"L_pOFC_ROI";2;0,0310368718389381;-11,5918;14,7361;-25,2731;"L";"First";0,995570591536078;0,0174680628067673;1;2230,10949560954;46
"1928";18751;"L_pOFC_ROI";1;0,0310479225904527;-25,8407;25,6217;-29,3195;"L";"First";0,995564236500915;-0,0331763804704409;0;2363,95790572532;76
"1929";18752;"L_pOFC_ROI";2;0,0310588906108205;-26,0123;24,0916;-29,6644;"L";"First";0,995559014433665;0,0138385662410152;1;2179,23571100096;43
"1930";18791;"L_pOFC_ROI";1;0,0310697755721406;-25,0155;26,067;-29,2057;"L";"First";0,995548128169931;0,00267818989449315;1;2302,75449804986;18
"1931";18792;"L_pOFC_ROI";1;0,0310807228247926;-25,1874;24,4974;-29,537;"L";"First";0,99554473825865;-0,0226154197056347;0;2310,80184319186;246
"1932";18793;"L_pOFC_ROI";2;0,0310916116748749;-25,3995;22,951;-29,8764;"L";"First";0,995532035717374;0,0166017478705864;1;2195,17109290385;29
"1933";18832;"L_pOFC_ROI";2;0,0311025163726131;-24,3645;24,9013;-29,3909;"L";"First";0,99551986142431;0,00722403351861105;1;2304,31803811127;14
"1934";18833;"L_pOFC_ROI";1;0,0311134199952475;-24,5786;23,3149;-29,715;"L";"First";0,99550804550092;-0,014636642757857;0;2203,94683448373;26
"1935";18871;"L_pOFC_ROI";1;0,0311240823543492;-23,544;25,3013;-29,2269;"L";"First";0,995492590825569;-0,00677072925958349;0;2329,72604279905;10
"1936";18872;"L_pOFC_ROI";1;0,0311346925838949;-23,7596;23,6775;-29,5376;"L";"First";0,995491023158356;-0,0219806909853536;0;2223,72412688332;8
"1937";18873;"L_pOFC_ROI";1;0,0311452168231376;-24,0181;22,0773;-29,8567;"L";"First";0,995482249849096;-0,0183994369705979;0;2165,5698005101;693
"1938";18908;"L_pOFC_ROI";1;0,0311557394996623;-22,7266;25,6954;-29,0459;"L";"First";0,995477415125415;-0,0121941808174532;0;2217,82702326121;1
"1939";18909;"L_pOFC_ROI";1;0,0311662424223029;-22,943;24,0367;-29,3448;"L";"First";0,995469576101327;-0,0318226787514048;0;2264,63102293025;13
"1940";18910;"L_pOFC_ROI";1;0,0311765686785626;-23,2043;22,3989;-29,6489;"L";"First";0,995460166888377;-0,0245102577677874;0;2209,30882361632;5623
"1941";18911;"L_pOFC_ROI";1;0,0311869200113526;-23,5092;20,7882;-29,9654;"L";"First";0,995451745321649;-0,0167681600034479;0;2203,70258646527;330
"1942";18945;"L_pOFC_ROI";2;0,0311971101226725;-21,913;26,0811;-28,8487;"L";"First";0,995446470386078;0,0249572176807186;1;2226,76959220816;17
"1943";18946;"L_pOFC_ROI";2;0,0312073447740039;-22,1295;24,3903;-29,1375;"L";"First";0,995428398074024;0,0101509412955593;1;2191,32691126745;26
"1944";18947;"L_pOFC_ROI";1;0,0312175787273279;-22,3926;22,7176;-29,4283;"L";"First";0,995422341367904;-0,0180142043800813;0;2198,22601711409;83
"1945";18948;"L_pOFC_ROI";1;0,031227781000701;-22,7014;21,0694;-29,7284;"L";"First";0,995417009045711;-0,0136711046332115;0;2199,18826510457;1434
"1946";18982;"L_pOFC_ROI";2;0,0312379483819016;-21,32;24,7362;-28,9164;"L";"First";0,995403678913796;0,0290713722614217;1;2266,57342912941;29
"1947";18983;"L_pOFC_ROI";2;0,0312480093439353;-21,5837;23,0312;-29,1957;"L";"First";0,995390804546801;0,00978302161145474;1;2185,9717799085;76
"1948";18984;"L_pOFC_ROI";2;0,0312580645114763;-21,895;21,3481;-29,4812;"L";"First";0,99538113178672;-0,00335493560313362;0;2145,7163717012;577
"1949";18985;"L_pOFC_ROI";2;0,0312681130797877;-22,2528;19,6931;-29,78;"L";"First";0,995364212532293;-0,00139054692615769;0;2162,76292679831;1376
"1950";19016;"L_pOFC_ROI";2;0,0312780609139101;-20,5151;25,0722;-28,6826;"L";"First";0,995353681852314;0,00917943541648155;1;2183,6639556643;12
"1951";19017;"L_pOFC_ROI";2;0,031287907622105;-20,7784;23,3376;-28,9519;"L";"First";0,995342486314869;0,0135573313212831;1;2229,97462335191;50
"1952";19018;"L_pOFC_ROI";2;0,0312977528170372;-21,0908;21,6222;-29,2246;"L";"First";0,995329974348877;0,001987525774125;1;2148,23926462592;421
"1953";19019;"L_pOFC_ROI";2;0,0313076289328781;-21,4517;19,9324;-29,5076;"L";"First";0,995327793617738;-5,60437382182273e-05;0;2149,54095457048;2189
"1954";19051;"L_pOFC_ROI";2;0,0313174159969515;-19,9776;23,6347;-28,6974;"L";"First";0,995320255117627;0,000810365321046118;1;2180,99844908277;87
"1955";19052;"L_pOFC_ROI";2;0,0313271490085594;-20,2896;21,8895;-28,9591;"L";"First";0,995311817493011;-0,00514739683261464;0;2147,51332216035;52
"1956";19053;"L_pOFC_ROI";2;0,0313370450852516;-20,6518;20,1676;-29,2283;"L";"First";0,99530809724221;0,0040033673276501;1;2128,33436210793;553
"1957";19054;"L_pOFC_ROI";2;0,0313468571025579;-21,0631;18,4754;-29,5118;"L";"First";0,995291286824508;0,02356578358172;1;2191,65133817111;167
"1958";19085;"L_pOFC_ROI";1;0,0313566982449062;-19,4923;22,1483;-28,6852;"L";"First";0,995280104885244;-0,0191120290490816;0;2182,03243453252;332
"1959";19086;"L_pOFC_ROI";2;0,0313664188362524;-19,854;20,3966;-28,9425;"L";"First";0,995272157551217;0,0043330059587144;1;2122,84345904717;144
"1960";19087;"L_pOFC_ROI";2;0,0313759953910255;-20,2668;18,6723;-29,2114;"L";"First";0,995259955119586;0,0153661814640005;1;2159,68219171163;227
"1961";19117;"L_pOFC_ROI";1;0,0313855176349409;-18,6999;22,3968;-28,403;"L";"First";0,995251378172756;-0,0238484585165737;0;2186,36345307373;150
"1962";19118;"L_pOFC_ROI";2;0,0313949965682133;-19,0594;20,6177;-28,6505;"L";"First";0,995230338783046;-0,000352928179266767;0;2140,92694206135;127
"1963";19119;"L_pOFC_ROI";2;0,0314044976144619;-19,4714;18,8636;-28,9068;"L";"First";0,995220518005806;0,0237631422341085;1;2189,68838491963;161
"1964";19120;"L_pOFC_ROI";2;0,0314141188531166;-19,9349;17,1413;-29,1783;"L";"First";0,995217546452082;0,021832009080696;1;2185,05897098344;27
"1965";19148;"L_pOFC_ROI";1;0,0314237313897148;-17,9134;22,6339;-28,1123;"L";"First";0,995207619053332;-0,0276980898998879;0;2210,93535916166;133
"1966";19149;"L_pOFC_ROI";1;0,0314333081740068;-18,269;20,8295;-28,352;"L";"First";0,995191810486141;-0,0158295361176591;0;2146,69794453272;299
"1967";19150;"L_pOFC_ROI";2;0,0314430887814462;-18,6781;19,0478;-28,598;"L";"First";0,995184207022922;0,0245280377650843;1;2180,76873948513;30
"1968";19151;"L_pOFC_ROI";2;0,0314525742887126;-19,1405;17,2956;-28,8566;"L";"First";0,995173644230183;0,0138349519013788;1;2186,27464816276;72
"1969";19177;"L_pOFC_ROI";1;0,0314620867701685;-16,8364;24,6989;-27,576;"L";"First";0,995169550679121;-0,0147196695903444;0;2165,21914241835;61
"1970";19178;"L_pOFC_ROI";1;0,0314714938768313;-17,1338;22,8585;-27,8123;"L";"First";0,995164005126622;-0,0223141923852627;0;2189,16852713452;28
"1971";19179;"L_pOFC_ROI";1;0,0314808354908768;-17,4839;21,0311;-28,0464;"L";"First";0,995148564748539;-0,0233718711595675;0;2161,63947072642;379
"1972";19180;"L_pOFC_ROI";2;0,0314899393522817;-17,8881;19,2238;-28,2845;"L";"First";0,995142227544382;0,00496410329579154;1;2137,61560358675;35
"1973";19181;"L_pOFC_ROI";2;0,0314989144851624;-18,347;17,4438;-28,5325;"L";"First";0,99513817332447;0,0148073527911512;1;2224,42754903975;33
"1974";19205;"L_pOFC_ROI";1;0,0315079473817215;-15,8306;26,7909;-27,0205;"L";"First";0,995126418601516;-0,00530876756800954;0;2167,91267624091;245
"1975";19206;"L_pOFC_ROI";1;0,0315169300839318;-16,0719;24,9291;-27,2663;"L";"First";0,995118875462017;-0,0181075892666937;0;2206,36121381764;63
"1976";19207;"L_pOFC_ROI";1;0,0315258881599355;-16,3624;23,0703;-27,5018;"L";"First";0,995115320550489;-0,00952063599478333;0;2117,07190930937;14
"1977";19208;"L_pOFC_ROI";1;0,0315348908367355;-16,7053;21,2218;-27,7328;"L";"First";0,995106095021634;-0,0117675600257703;0;2135,34593651261;316
"1978";19209;"L_pOFC_ROI";1;0,031543763215196;-17,1027;19,3909;-27,9653;"L";"First";0,995090652247128;-0,00791526087107483;0;2126,03769263061;29
"1979";19210;"L_pOFC_ROI";2;0,0315526297910165;-17,5556;17,5849;-28,2053;"L";"First";0,99508584406274;0,0122469010391381;1;2192,24290596092;108
"1980";19234;"L_pOFC_ROI";1;0,0315615422158414;-15,3182;25,1446;-26,9415;"L";"First";0,995076017929719;-0,0219491304474554;0;2202,03990257082;45
"1981";19235;"L_pOFC_ROI";2;0,0315702396572661;-15,6004;23,2693;-27,1787;"L";"First";0,99506453850447;0,00256294983425877;1;2150,46768129026;6
"1982";19236;"L_pOFC_ROI";2;0,0315789079845654;-15,9345;21,4016;-27,4092;"L";"First";0,995054950800175;0,00277542932725164;1;2134,06307550839;159
"1983";19237;"L_pOFC_ROI";1;0,0315876175704819;-16,3231;19,5489;-27,6388;"L";"First";0,995036718998238;-0,00754455398714472;0;2102,67164842388;20
"1984";19238;"L_pOFC_ROI";2;0,0315962841324735;-16,7679;17,7186;-27,8735;"L";"First";0,995020111822901;-0,000891986552051311;0;2107,56463154957;26
"1985";19261;"L_pOFC_ROI";1;0,0316048150935208;-14,5768;25,3461;-26,5989;"L";"First";0,995012969547887;-0,0248302240559079;0;2193,68865637893;197
"1986";19262;"L_pOFC_ROI";2;0,0316134269033378;-14,8494;23,456;-26,8407;"L";"First";0,995003187698596;0,0026321104352243;1;2165,09734446219;4
"1987";19263;"L_pOFC_ROI";2;0,0316222066982773;-15,1731;21,5708;-27,0734;"L";"First";0,994997524420524;0,00523531597430224;1;2105,65858182849;29
"1988";19264;"L_pOFC_ROI";2;0,0316309447901187;-15,551;19,698;-27,303;"L";"First";0,994988103385876;0,000660715421185132;1;2144,1985715299;32
"1989";19265;"L_pOFC_ROI";1;0,0316397560935951;-15,9854;17,8451;-27,5352;"L";"First";0,994977949324179;-0,0125501050889247;0;2144,25774979346;30
"1990";19266;"L_pOFC_ROI";2;0,0316485124210443;-16,477;16,0194;-27,7754;"L";"First";0,994973628198385;0,0328640626885342;1;2284,99131194489;32
"1991";19289;"L_pOFC_ROI";3;0,0316572515866171;-14,111;23,6316;-26,4845;"L";"First";0,994966634681072;-0,00217896098741104;0;2151,88053975793;17
"1992";19290;"L_pOFC_ROI";2;0,0316658659640905;-14,4226;21,7305;-26,7224;"L";"First";0,994951040276812;-0,000501984349523711;0;2119,65847883574;49
"1993";19291;"L_pOFC_ROI";2;0,0316743665080701;-14,788;19,8392;-26,9549;"L";"First";0,99494160387492;-0,00353519513089146;0;2141,59546609038;27
"1994";19292;"L_pOFC_ROI";1;0,0316827314574528;-15,2097;17,9652;-27,1876;"L";"First";0,994926462077678;-0,0195359227449904;0;2249,35034925898;16
"1995";19293;"L_pOFC_ROI";2;0,0316911389203294;-15,6894;16,1159;-27,4258;"L";"First";0,994920533437439;0,0265289863824662;1;2289,49181194876;14
"1996";19316;"L_pOFC_ROI";1;0,031699447362022;-13,6849;21,8822;-26,3528;"L";"First";0,994916398405239;-0,0136853775102423;0;2180,86765108656;29
"1997";19317;"L_pOFC_ROI";1;0,0317076699326614;-14,0357;19,9738;-26,5912;"L";"First";0,994908739635655;-0,0119123240947563;0;2141,91858109191;31
"1998";19318;"L_pOFC_ROI";1;0,0317157548791144;-14,4427;18,08;-26,8274;"L";"First";0,994885736559689;-0,0172796105995242;0;2235,33600734506;2
"1999";19319;"L_pOFC_ROI";2;0,03172381897867;-14,908;16,2085;-27,0668;"L";"First";0,994875281574449;0,00682862861646553;1;2243,37574377944;4
"2000";19341;"L_pOFC_ROI";1;0,0317318164214973;-12,9621;22,0279;-25,9605;"L";"First";0,994866174787914;-0,0156368670396342;0;2220,64807950578;9
"2001";19342;"L_pOFC_ROI";1;0,0317397884990442;-13,2964;20,1036;-26,208;"L";"First";0,994864370340727;-0,010524690648344;0;2176,41333083192;36
"2002";19343;"L_pOFC_ROI";1;0,0317476461326445;-13,6865;18,1913;-26,451;"L";"First";0,994843798751627;-0,00378510853048001;0;2169,79451146706;18
"2003";19344;"L_pOFC_ROI";2;0,031755513037019;-14,1349;16,2988;-26,6947;"L";"First";0,994835138433996;0,00517385624642453;1;2249,03560688149;57
"2004";19366;"L_pOFC_ROI";2;0,031763316301062;-12,5723;20,2311;-25,801;"L";"First";0,994821474533458;0,0064615109367854;1;2166,50175652206;22
"2005";19367;"L_pOFC_ROI";2;0,031771244819064;-12,9432;18,3015;-26,0538;"L";"First";0,994815497760253;0,00301329708794335;1;2110,55210338343;56
"2006";19368;"L_pOFC_ROI";2;0,0317788964750311;-13,3724;16,389;-26,3051;"L";"First";0,99479843582849;0,0121725845089935;1;2239,41050571558;66
"2007";19389;"L_pOFC_ROI";2;0,0317865777039964;-11,866;20,3591;-25,3657;"L";"First";0,994793703896272;0,00809413460833404;1;2188,65793729895;323
"2008";19390;"L_pOFC_ROI";2;0,0317941482590208;-12,2155;18,4132;-25,6314;"L";"First";0,994783870393784;-0,00163241338855729;0;2119,80621101706;93
"2009";19391;"L_pOFC_ROI";2;0,0318017279700687;-12,623;16,4816;-25,8934;"L";"First";0,994766859930548;0,00831488502212347;1;2181,50121247829;55
"2010";19411;"L_pOFC_ROI";2;0,0318092175913114;-11,1805;20,4903;-24,8979;"L";"First";0,994755617364861;0,00400733366939783;1;2206,82163498454;30
"2011";19412;"L_pOFC_ROI";1;0,0318167843721093;-11,5062;18,5292;-25,1791;"L";"First";0,994744616597889;-0,0203921947619034;0;2206,55129778453;162
"2012";19413;"L_pOFC_ROI";1;0,0318239974833446;-11,8894;16,5797;-25,4548;"L";"First";0,994741605124321;-0,0090663111873887;0;2175,72540070849;30
"2013";19432;"L_pOFC_ROI";2;0,0318311763115674;-10,5188;20,628;-24,3935;"L";"First";0,994729763324497;0,000550816423017025;1;2234,92652861287;4
"2014";19433;"L_pOFC_ROI";1;0,0318383402402723;-10,8183;18,6527;-24,6926;"L";"First";0,994718791095134;-0,0228361884628143;0;2244,33364931809;120
"2015";19434;"L_pOFC_ROI";1;0,0318453452224865;-11,1749;16,6861;-24,9844;"L";"First";0,99470342750264;-0,0236840571374736;0;2254,64818982123;17
"2016";19452;"L_pOFC_ROI";3;0,0318522452606237;-9,88436;20,775;-23,8492;"L";"First";0,994689976444493;-0,00384372521981822;0;2195,49561732236;4
"2017";19453;"L_pOFC_ROI";1;0,0318590448242322;-10,1554;18,7866;-24,168;"L";"First";0,994675670507734;-0,026954017991372;0;2239,78980608271;52
"2018";19454;"L_pOFC_ROI";1;0,0318665205425877;-10,4828;16,804;-24,478;"L";"First";0,994664990717111;-0,0345903668243248;0;2296,55393027094;58
"2019";19471;"L_pOFC_ROI";1;0,0318732572743873;-9,28026;20,9339;-23,2626;"L";"First";0,99466195894094;-0,0201678177683981;0;2218,41332377262;111
"2020";19472;"L_pOFC_ROI";1;0,0318798550334422;-9,52061;18,9337;-23,6022;"L";"First";0,994650208359476;-0,0362576969950839;0;2238,23405535351;505
"2021";19473;"L_pOFC_ROI";1;0,031886370679013;-9,8165;16,9363;-23,9318;"L";"First";0,994634982356378;-0,0333220185078725;0;2271,23428822421;110
"2022";19490;"L_pOFC_ROI";1;0,0318928130026979;-8,9173;19,0964;-22,9932;"L";"First";0,994626669368549;-0,0363739670310445;0;2258,48534362199;348
"2023";19491;"L_pOFC_ROI";1;0,0318995450932963;-9,17958;17,0854;-23,3432;"L";"First";0,994618308609426;-0,0257385420112201;0;2242,32503577822;79
"2024";19507;"L_pOFC_ROI";1;0,0319061452859298;-8,34826;19,2764;-22,34;"L";"First";0,994608764496165;-0,0396960585237274;0;2268,69549942312;409
"2025";19508;"L_pOFC_ROI";1;0,0319126417335724;-8,57524;17,2534;-22,7105;"L";"First";0,99460110417128;-0,014550796674864;0;2242,75944470673;32
"2026";19523;"L_pOFC_ROI";1;0,0319191377667548;-7,81564;19,4749;-21,6428;"L";"First";0,994588367730431;-0,0347249029468575;0;2251,00413558631;139
"2027";19524;"L_pOFC_ROI";1;0,0319256873154989;-8,00621;17,4416;-22,0331;"L";"First";0,994582334833538;-0,00269498520446585;0;2300,10052974793;24
"2028";19538;"L_pOFC_ROI";1;0,0319322920763111;-7,32077;19,6922;-20,9027;"L";"First";0,994566030654849;-0,034264693929489;0;2259,31333991112;38
"2029";19539;"L_pOFC_ROI";1;0,0319386998091193;-7,47448;17,6507;-21,3119;"L";"First";0,994558224330715;0,00192692485552682;1;2321,11922014802;10
"2030";47844;"R_pOFC_ROI";1;0,0319451283949694;7,48263;15,5025;-21,103;"R";"First";0,994557561066912;-0,0215023494720186;0;2171,41755914337;275
"2031";47845;"R_pOFC_ROI";1;0,0319516670915504;8,09685;15,3739;-21,797;"R";"First";0,994533998156791;-0,0300336718142436;0;2216,06959622796;486
"2032";47846;"R_pOFC_ROI";1;0,0319582185491213;8,74497;15,2633;-22,4428;"R";"First";0,994531095181589;-0,0268037441451898;0;2199,03351286194;62
"2033";47847;"R_pOFC_ROI";1;0,0319646313293081;9,42397;15,1697;-23,0411;"R";"First";0,994524141304812;-0,0152291939404364;0;2191,32860962618;12
"2034";47848;"R_pOFC_ROI";3;0,0319710347392265;10,1304;15,0915;-23,5939;"R";"First";0,994508970619064;-0,00826683869724543;0;2182,96534451536;15
"2035";47849;"R_pOFC_ROI";1;0,0319773183525911;10,8605;15,0266;-24,1048;"R";"First";0,994498738532186;-0,0145411572531916;0;2235,59327349985;20
"2036";47850;"R_pOFC_ROI";1;0,0319836177108953;11,6105;14,9725;-24,5779;"R";"First";0,994488160290947;-0,0268017947090676;0;2292,38280744418;33
"2037";47851;"R_pOFC_ROI";1;0,0319898726061044;12,377;14,9264;-25,0186;"R";"First";0,994476308032196;-0,0336820568350061;0;2326,20642770833;29
"2038";47852;"R_pOFC_ROI";1;0,0319959104591751;13,1568;14,8858;-25,4323;"R";"First";0,994462336859129;-0,0319882497248855;0;2299,63650115105;38
"2039";47853;"R_pOFC_ROI";1;0,0320019898662742;13,9469;14,8481;-25,8248;"R";"First";0,99445003977171;-0,0192902350551553;0;2220,93999743185;32
"2040";47854;"R_pOFC_ROI";2;0,0320080279698439;14,7446;14,8109;-26,2015;"R";"First";0,994436560002722;0,00093466579800626;1;2148,95032530681;64
"2041";47855;"R_pOFC_ROI";2;0,032014112561209;15,5475;14,7723;-26,5675;"R";"First";0,994429959614385;0,0169988101604526;1;2149,20861693938;409
"2042";48349;"R_pOFC_ROI";1;0,0320202617460437;28,257;23,795;-29,4212;"R";"First";0,994418378086784;-0,00619051426120876;0;2197,70549248202;57
"2043";48390;"R_pOFC_ROI";1;0,03202619734929;27,3021;25,5971;-28,878;"R";"First";0,994413218634816;-0,0208539301063623;0;2244,35172820766;39
"2044";48391;"R_pOFC_ROI";1;0,0320320590899998;27,4541;24,1609;-29,2894;"R";"First";0,994404966043382;-0,0102815886275614;0;2191,89988963932;84
"2045";48392;"R_pOFC_ROI";2;0,0320380023675401;27,64;22,7528;-29,724;"R";"First";0,994389373268501;0,00291194898917805;1;2116,50937410684;24
"2046";48432;"R_pOFC_ROI";1;0,0320437923422751;26,4914;26,0036;-28,7576;"R";"First";0,994371297531971;-0,00792052703540655;0;2237,27683451688;7
"2047";48433;"R_pOFC_ROI";1;0,0320497230786468;26,6486;24,526;-29,1475;"R";"First";0,994361265098802;-0,0180865898018751;0;2218,59428022686;20
"2048";48434;"R_pOFC_ROI";1;0,0320556357499663;26,8433;23,0741;-29,557;"R";"First";0,99434757392926;-0,00807551209867815;0;2123,43907065397;13
"2049";48471;"R_pOFC_ROI";2;0,0320614029399817;25,5617;27,9414;-28,2621;"R";"First";0,994343055897492;0,0224955212502106;1;2244,74095302366;34
"2050";48472;"R_pOFC_ROI";2;0,0320672157067858;25,6797;26,4066;-28,6236;"R";"First";0,994328658212501;0,00576853615308257;1;2253,65864745244;3
"2051";48473;"R_pOFC_ROI";1;0,0320734280504704;25,8411;24,8898;-28,9944;"R";"First";0,994298485304888;-0,0196379008111607;0;2217,90031468327;20
"2052";48474;"R_pOFC_ROI";2;0,0320796186504451;26,0435;23,3962;-29,3811;"R";"First";0,994290869474025;-0,00124894826098368;0;2104,53167142334;11
"2053";48511;"R_pOFC_ROI";2;0,0320855516263017;24,8678;26,8055;-28,4758;"R";"First";0,994275386718012;0,0201380988843247;1;2285,41090845151;5
"2054";48512;"R_pOFC_ROI";1;0,0320913342110207;25,0325;25,2512;-28,8294;"R";"First";0,994271168664901;-0,019943843450284;0;2249,77470850223;6
"2055";48513;"R_pOFC_ROI";3;0,0320970171176513;25,2413;23,718;-29,1956;"R";"First";0,994251856461004;-0,00740027426369609;0;2144,2037021552;20
"2056";48514;"R_pOFC_ROI";1;0,032102685426041;25,4913;22,2112;-29,5814;"R";"First";0,994249437449807;-0,0106293533611496;0;2112,56184440296;29
"2057";48550;"R_pOFC_ROI";2;0,0321083163306904;24,0564;27,199;-28,314;"R";"First";0,994238292157621;0,021946676530221;1;2270,29205378716;4
"2058";48551;"R_pOFC_ROI";1;0,0321139432619662;24,2237;25,6095;-28,6525;"R";"First";0,994213521473079;-0,0130318564563913;0;2286,00950488312;13
"2059";48552;"R_pOFC_ROI";3;0,0321196849347847;24,4377;24,0386;-29,0002;"R";"First";0,994199359664409;-0,0111047671290027;0;2145,83655385426;25
"2060";48553;"R_pOFC_ROI";1;0,0321253227990637;24,696;22,492;-29,3641;"R";"First";0,994189052885589;-0,0105001003882481;0;2155,72837592741;4
"2061";48588;"R_pOFC_ROI";2;0,0321308222424343;23,2464;27,586;-28,1389;"R";"First";0,994187950941915;0,0238555863199893;1;2240,95179501648;4
"2062";48589;"R_pOFC_ROI";1;0,032136141487908;23,4154;25,9633;-28,4637;"R";"First";0,994177625391884;-0,00302720462192188;0;2267,34039002987;3
"2063";48590;"R_pOFC_ROI";1;0,0321413006109511;23,6333;24,3569;-28,7947;"R";"First";0,994168756896232;-0,0129006378216904;0;2187,70758465193;7
"2064";48591;"R_pOFC_ROI";1;0,0321464794622344;23,8985;22,7727;-29,1388;"R";"First";0,994150675057757;-0,0164205324140254;0;2197,65223619294;9
"2065";48592;"R_pOFC_ROI";1;0,0321516634303282;24,2083;21,2164;-29,5029;"R";"First";0,99413591659875;-0,0105366546696816;0;2150,17393077945;51
"2066";48626;"R_pOFC_ROI";2;0,0321569240737087;22,6086;26,3113;-28,2635;"R";"First";0,994128389266021;0,00275885118604204;1;2249,71966387687;9
"2067";48627;"R_pOFC_ROI";1;0,0321620374219335;22,8292;24,6716;-28,5794;"R";"First";0,99411233216467;-0,00718838367047127;0;2164,2078406321;5
