"";"Vertex";"Label";"Membership";"Modularity";"x";"y";"z";"Hemisphere";"EigenVal";"FiedlerVec";"FiedlerBinary"
"1";56;"L_V1_ROI";1;-0,000277593895901387;-11,9477;-64,0341;-4,15323;"L";1,01406446075923;-0,00472027479640919;0
"2";57;"L_V1_ROI";1;-0,000275062630389067;-12,0708;-64,0617;-4,92879;"L";1,01267426027734;-0,00776307218152118;0
"3";58;"L_V1_ROI";1;-0,000273189332210499;-12,1863;-64,0593;-5,70137;"L";1,0122999736958;-0,00701768671242398;0
"4";59;"L_V1_ROI";2;-0,000271420732105113;-12,3044;-64,0313;-6,47309;"L";1,01221277037436;0,00310653904478142;1
"5";60;"L_V1_ROI";2;-0,000269729194998013;-12,4357;-63,9827;-7,24553;"L";1,01213179771061;0,00689464808093332;1
"6";61;"L_V1_ROI";1;-0,000267843411609601;-12,5908;-63,9186;-8,01942;"L";1,01205679523422;-0,00023823555394055;0
"7";62;"L_V1_ROI";1;-0,000266159808831523;-12,7796;-63,8439;-8,79447;"L";1,01199448810875;-0,00451569237352253;0
"8";63;"L_V1_ROI";2;-0,000264286463973024;-13,0105;-63,7627;-9,56938;"L";1,01198776248108;2,05962253483089e-05;1
"9";64;"L_V1_ROI";2;-0,000262095863972263;-13,2899;-63,6774;-10,342;"L";1,01193943406657;0,0031162754254319;1
"10";65;"L_V1_ROI";2;-0,000260422197309404;-13,6224;-63,5889;-11,1097;"L";1,01186734300495;0,000937476949176019;1
"11";396;"L_V1_ROI";1;-0,000258508089741047;-12,0793;-62,669;-5,59241;"L";1,01185475859337;-0,00995217899978494;0
"12";414;"L_V1_ROI";1;-0,000256024851433466;-12,2331;-62,6575;-6,37783;"L";1,01182868270708;-0,00889313390427148;0
"13";415;"L_V1_ROI";1;-0,000253549368206767;-12,3026;-61,2539;-7,04875;"L";1,01178214477248;-0,0013452731517465;0
"14";432;"L_V1_ROI";2;-0,000250729629799773;-12,3929;-62,6239;-7,16247;"L";1,01173833288874;0,00177012628336695;1
"15";433;"L_V1_ROI";2;-0,00024801330673808;-12,5062;-61,2169;-7,84749;"L";1,01170701622394;0,00673525374367361;1
"16";434;"L_V1_ROI";2;-0,000245352250390067;-12,6489;-59,8171;-8,52821;"L";1,0116929199695;0,0107706133762986;1
"17";449;"L_V1_ROI";2;-0,000242606314961763;-12,5686;-62,5727;-7,94722;"L";1,01163746779736;0,00550907500905646;1
"18";450;"L_V1_ROI";2;-0,000239665187366966;-12,7277;-61,1648;-8,6455;"L";1,01163366641922;0,0113238220395417;1
"19";451;"L_V1_ROI";2;-0,000236719364059195;-12,917;-59,7651;-9,34019;"L";1,01159394291013;0,0131305443223109;1
"20";465;"L_V1_ROI";2;-0,000233591781434693;-12,7699;-62,5086;-8,73212;"L";1,01157951087486;0,00443306554082262;1
"21";466;"L_V1_ROI";2;-0,000230270278645831;-12,9759;-61,1016;-9,44224;"L";1,01157596624166;0,00874577790311457;1
"22";467;"L_V1_ROI";2;-0,00022695665834494;-13,212;-59,7028;-10,1494;"L";1,01153819637287;0,00582294213816372;1
"23";468;"L_V1_ROI";2;-0,000223359553753762;-13,4812;-58,3165;-10,8539;"L";1,01150784591618;0,00434056686957271;1
"24";480;"L_V1_ROI";2;-0,000219884263904749;-13,0054;-62,4358;-9,51632;"L";1,01146055284046;0,00662478824415523;1
"25";481;"L_V1_ROI";2;-0,000216204906322383;-13,2582;-61,0305;-10,2364;"L";1,01145177827235;0,00549424305832661;1
"26";482;"L_V1_ROI";2;-0,000212254961145368;-13,5406;-59,6328;-10,9543;"L";1,01143883592717;0,00388101434017868;1
"27";494;"L_V1_ROI";2;-0,000208299428535377;-13,2824;-62,3571;-10,2981;"L";1,01141887118934;0,00664688364097636;1
"28";495;"L_V1_ROI";2;-0,000204086469386798;-13,5809;-60,9535;-11,0261;"L";1,01139512269451;0,00621817748230151;1
"29";507;"L_V1_ROI";2;-0,00019949502735588;-13,6064;-62,2741;-11,0753;"L";1,01135504729398;0,00579902100963943;1
"30";21354;"L_V1_ROI";1;-0,000195130048816501;-14,7476;-99,1779;4,78781;"L";1,01134384856504;-0,00481945825006568;0
"31";21355;"L_V1_ROI";1;-0,000190658649071133;-14,4964;-98,865;3,77737;"L";1,01130981689925;-0,0101124858012086;0
"32";21356;"L_V1_ROI";1;-0,000186019421300335;-14,2675;-98,5209;2,77961;"L";1,01129795184512;-0,0195356216642065;0
"33";21357;"L_V1_ROI";1;-0,000181249292224981;-14,0586;-98,1454;1,79893;"L";1,01127628768034;-0,021584230951899;0
"34";21358;"L_V1_ROI";1;-0,000176220167282108;-13,8672;-97,7381;0,839645;"L";1,01127472236115;-0,0187859194341322;0
"35";21359;"L_V1_ROI";1;-0,000171305144267979;-13,6906;-97,2985;-0,0941245;"L";1,01123955831581;-0,0184394690063611;0
"36";21360;"L_V1_ROI";2;-0,000166324669027043;-13,5266;-96,8261;-0,99847;"L";1,01122182118645;-0,0110079157479349;0
"37";21361;"L_V1_ROI";2;-0,000161255463802429;-13,3732;-96,3207;-1,86983;"L";1,01121792521783;-0,00801450415039434;0
"38";21362;"L_V1_ROI";1;-0,000155940220602564;-13,2288;-95,7817;-2,70503;"L";1,01120458067248;-0,00535760333757029;0
"39";21363;"L_V1_ROI";1;-0,000150425738553541;-13,0926;-95,209;-3,50139;"L";1,01117545462887;-0,0145872585568946;0
"40";21364;"L_V1_ROI";1;-0,00014450813643466;-12,9644;-94,6028;-4,2568;"L";1,01116087119117;-0,0138463580987058;0
"41";21365;"L_V1_ROI";1;-0,000138547594244094;-12,8449;-93,9632;-4,96977;"L";1,01113545276872;-0,0178480840460926;0
"42";21366;"L_V1_ROI";1;-0,000132797849723406;-12,7354;-93,2911;-5,63954;"L";1,01112388720207;-0,013980763441258;0
"43";21367;"L_V1_ROI";1;-0,000127104019356237;-12,6382;-92,5873;-6,26608;"L";1,01109090804036;-0,013063734124619;0
