"";"Vertex";"Label";"Membership";"Modularity";"x";"y";"z";"Hemisphere";"EigenVal";"FiedlerVec";"FiedlerBinary"
"1";10101;"L_7m_ROI";3;-0,000180527166955149;-5,50805;-60,904;30,594;"L";1,00577729808109;-0,0255522698143711;0
"2";10102;"L_7m_ROI";3;-0,000179706792874789;-5,753;-62,2126;30,5207;"L";1,00566297372173;-0,0254540200676062;0
"3";10103;"L_7m_ROI";3;-0,000178737053302083;-6,00486;-63,495;30,4708;"L";1,00559045690082;-0,0238008528663661;0
"4";10104;"L_7m_ROI";3;-0,000177773904486036;-6,26322;-64,7496;30,4452;"L";1,0055458696554;-0,0206161487823173;0
"5";10105;"L_7m_ROI";3;-0,000176951746720566;-6,52723;-65,9755;30,4437;"L";1,00551760822826;-0,00902451049635786;0
"6";10106;"L_7m_ROI";3;-0,000176055350131213;-6,79558;-67,172;30,4658;"L";1,00551164759935;-0,00400500730806491;0
"7";11205;"L_7m_ROI";3;-0,00017508531782097;-8,03953;-68,7946;48,0335;"L";1,00548636449286;-0,0113841539505625;0
"8";11235;"L_7m_ROI";3;-0,000174170626611231;-7,86782;-68,9185;46,9301;"L";1,00545313132376;-0,0115870388116034;0
"9";11264;"L_7m_ROI";3;-0,00017301991108389;-7,72029;-69,0267;45,8138;"L";1,00544194785068;-0,00776963321612564;0
"10";11265;"L_7m_ROI";3;-0,000171696403685429;-7,58205;-67,9177;46,7704;"L";1,0054251976179;-0,00536763862758207;0
"11";11266;"L_7m_ROI";3;-0,000170604397446408;-7,47071;-66,8001;47,7119;"L";1,00540108472778;-0,00384865203091159;0
"12";11267;"L_7m_ROI";3;-0,00016948801203226;-7,38782;-65,6766;48,6385;"L";1,00539528381499;-0,00169451844527994;0
"13";11292;"L_7m_ROI";3;-0,000168324361081792;-7,59514;-69,1183;44,6853;"L";1,0053785509125;-0,00198050766568046;0
"14";11293;"L_7m_ROI";3;-0,000166985968483845;-7,4478;-68,0153;45,6553;"L";1,00537007839147;-0,00693235927497486;0
"15";11294;"L_7m_ROI";3;-0,000165448625593703;-7,32701;-66,9013;46,6104;"L";1,00535533852392;-0,00173666172411315;0
"16";11295;"L_7m_ROI";3;-0,00016374808159136;-7,23455;-65,7793;47,5507;"L";1,00535312095372;-0,00225807768378933;0
"17";11296;"L_7m_ROI";3;-0,000162127813140464;-7,17135;-64,6523;48,476;"L";1,00533246202725;-0,000578283804336643;0
"18";11297;"L_7m_ROI";1;-0,0001604618950068;-7,1376;-63,5229;49,3857;"L";1,00532512222965;7,03862580822074e-05;1
"19";11298;"L_7m_ROI";3;-0,000158752321878302;-7,13284;-62,3934;50,2792;"L";1,00530699822548;-0,00538204833587696;0
