"";"Vertex";"Label";"Membership";"Modularity";"x";"y";"z";"Hemisphere";"TimeBin";"EigenVal";"FiedlerVec";"FiedlerBinary";"Strength";"Betweenness"
"25";11324;"L_7m_ROI";1;-0,000251473461365232;-6,98717;-63,6109;48,316;"L";"First";1,0094710644944;0,0458603358681129;1;2478,30812340358;96
"26";11325;"L_7m_ROI";1;-0,000236235211353656;-6,97357;-62,4784;49,2236;"L";"First";1,00946745312514;0,0192128656182028;1;2438,93634115217;7
"27";11345;"L_7m_ROI";1;-0,000223743493151473;-7,40422;-69,2473;42,3938;"L";"First";1,00945617746573;0,0225181746931849;1;2378,98817203301;28
"28";11346;"L_7m_ROI";1;-0,000209399978310937;-7,23973;-68,1607;43,3921;"L";"First";1,00944007946679;0,0309354104862238;1;2426,41038332336;22
"29";11347;"L_7m_ROI";1;-0,000195717239951795;-7,10096;-67,058;44,3758;"L";"First";1,00942841931517;0,0394311590207214;1;2419,41792485237;69
"30";11348;"L_7m_ROI";1;-0,000181365024826834;-6,99006;-65,9426;45,3448;"L";"First";1,00940082453878;0,0478196585823553;1;2534,81125545104;17
"31";11349;"L_7m_ROI";1;-0,000166667580278441;-6,90834;-64,8177;46,2989;"L";"First";1,00937301074233;0,0199502706980194;1;2513,29679238593;1
"32";11350;"L_7m_ROI";1;-0,000151102617488117;-6,85631;-63,6864;47,2375;"L";"First";1,00935927545364;0,04161230061951;1;2509,94071897803;23
"33";11351;"L_7m_ROI";1;-0,000136278243300799;-6,83382;-62,5516;48,1596;"L";"First";1,00932978975444;0,0349616289098539;1;2479,29892622717;3
"34";11352;"L_7m_ROI";1;-0,000121534002145351;-6,84013;-61,4157;49,0644;"L";"First";1,00931415790071;0,0118264942673004;1;2388,14302223528;9
"35";11370;"L_7m_ROI";1;-0,000105951465377456;-7,33427;-69,282;41,2323;"L";"First";1,00929502858374;0,0239234387983928;1;2335,95297310062;11
"36";11371;"L_7m_ROI";1;-9,02118415684093e-05;-7,16173;-68,2058;42,2451;"L";"First";1,0092772802574;0,0393601733559097;1;2437,04789931646;9
"37";11372;"L_7m_ROI";1;-7,4820211598332e-05;-7,01442;-67,111;43,2437;"L";"First";1,0092722455274;0,0450287300706115;1;2434,12163724983;40
"38";11373;"L_7m_ROI";1;-5,9059667422483e-05;-6,8947;-66,0009;44,2278;"L";"First";1,00926608969925;0,0440376182234759;1;2544,91451801389;0
"39";11374;"L_7m_ROI";1;-4,31213242037368e-05;-6,804;-64,8789;45,197;"L";"First";1,00922711586588;0,0129408630102058;1;2579,40036780815;1
"40";11375;"L_7m_ROI";1;-2,81883837742655e-05;-6,74297;-63,7483;46,1506;"L";"First";1,00920744233371;0,0252340945300714;1;2482,77228529403;15
"41";11376;"L_7m_ROI";1;-1,34626971051903e-05;-6,71157;-62,612;47,0878;"L";"First";1,00918768859197;0,0399537158611864;1;2538,30562345148;10
"42";11377;"L_7m_ROI";1;1,39368840887239e-06;-6,70921;-61,4729;48,0073;"L";"First";1,0091791753013;0,0285432451175209;1;2424,18223330092;13
"43";11394;"L_7m_ROI";1;1,64976518291253e-05;-7,27841;-69,2946;40,0613;"L";"First";1,00916391421016;0,0233423195058428;1;2333,54113568841;25
"44";11395;"L_7m_ROI";1;3,09212854126063e-05;-7,09812;-68,2306;41,0889;"L";"First";1,00914970830566;0,0495443863935533;1;2446,98239676439;23
"45";11396;"L_7m_ROI";1;4,61546527743873e-05;-6,9426;-67,1452;42,1026;"L";"First";1,00912755604189;0,0579778298430403;1;2452,85004335988;134
"46";11397;"L_7m_ROI";1;6,08125234761847e-05;-6,81433;-66,042;43,1021;"L";"First";1,00910916204437;0,0453820426531753;1;2533,69262156746;0
"47";11398;"L_7m_ROI";1;7,57419535485886e-05;-6,71487;-64,9242;44,0867;"L";"First";1,00910214348715;0,0135380758395555;1;2563,18235059509;1
"48";11399;"L_7m_ROI";1;9,11134811313366e-05;-6,64498;-63,7954;45,0559;"L";"First";1,00906807334687;0,0198724869661172;1;2487,63816139332;1
"49";11400;"L_7m_ROI";1;0,000107783970254817;-6,60473;-62,6588;46,0084;"L";"First";1,00906631548078;0,0340640176052874;1;2520,06310900857;10
"50";11401;"L_7m_ROI";1;0,000124201845541718;-6,5936;-61,5173;46,9432;"L";"First";1,00904338241376;0,0345181761940127;1;2460,93766354215;56
"51";11402;"L_7m_ROI";1;0,000140569267272365;-6,61062;-60,3736;47,8589;"L";"First";1,009030450226;0,013591341446805;1;2374,82956245125;12
"52";11418;"L_7m_ROI";1;0,000157049896817111;-7,0466;-68,233;39,9243;"L";"First";1,00902210518477;0,0524581092972087;1;2516,85124606163;54
"53";11419;"L_7m_ROI";1;0,000173968644289089;-6,88316;-67,1588;40,9532;"L";"First";1,00899457040504;0,0631503391013797;1;2524,18275567368;413
"54";11420;"L_7m_ROI";1;0,000191678684888271;-6,74661;-66,064;41,9683;"L";"First";1,00897954090627;0,0512605570653216;1;2530,31967999083;1
"55";11421;"L_7m_ROI";1;0,000208060110559059;-6,63863;-64,9521;42,9688;"L";"First";1,00896112759274;0,0208795656024004;1;2570,80192374926;3
"56";11422;"L_7m_ROI";1;0,000225421787635044;-6,56008;-63,8265;43,9538;"L";"First";1,0089540223301;0,0202038382871558;1;2470,05684683022;3
"57";11423;"L_7m_ROI";1;0,000242734976708429;-6,51107;-62,6907;44,9222;"L";"First";1,0089494980123;0,0288160535815024;1;2496,05474212111;2
"58";11424;"L_7m_ROI";1;0,000260107381029015;-6,49118;-61,5478;45,8726;"L";"First";1,00892884778995;0,0253134357369022;1;2489,30679720839;17
"59";11425;"L_7m_ROI";1;0,000278809399361656;-6,49949;-60,4007;46,8037;"L";"First";1,00891659283338;0,00206430626419365;1;2361,46952406442;55
"60";11440;"L_7m_ROI";1;0,000295990550010501;-7,00482;-68,2111;38,7522;"L";"First";1,0088997124787;0,0477124912938751;1;2516,35532001978;3
"61";11441;"L_7m_ROI";1;0,000313181363106745;-6,83372;-67,1499;39,7965;"L";"First";1,00888564762462;0,0658356413202535;1;2533,86197796327;1503
"62";11442;"L_7m_ROI";1;0,000330507623348749;-6,68917;-66,0653;40,8273;"L";"First";1,00887456001042;0,0585628427406605;1;2547,4780221984;18
"63";11443;"L_7m_ROI";1;0,000347638890922315;-6,57293;-64,9609;41,8438;"L";"First";1,00884957584686;0,0295727861206209;1;2566,23361829275;1
"64";11444;"L_7m_ROI";1;0,000364821840617094;-6,48591;-63,8401;42,845;"L";"First";1,00882815891494;0,0235453462567259;1;2456,89505272399;2
"65";11445;"L_7m_ROI";1;0,000381912195789556;-6,4283;-62,7064;43,8295;"L";"First";1,00881352245164;0,0261185998989172;1;2427,3500198205;14
"66";11446;"L_7m_ROI";1;0,000399282053899459;-6,39969;-61,5632;44,796;"L";"First";1,00881193303317;0,0149226210727563;1;2505,6672900271;3
"67";11447;"L_7m_ROI";1;0,000416514473695933;-6,39924;-60,4135;45,7429;"L";"First";1,0088064763607;0,000487266350556903;1;2410,44452655982;1
"68";11448;"L_7m_ROI";2;0,000435400252130833;-6,42575;-59,2602;46,6686;"L";"First";1,00879433301956;-0,00648107256379696;0;2324,51109218589;10
"69";11461;"L_7m_ROI";1;0,000453098587453827;-6,9704;-68,1625;37,5738;"L";"First";1,0087758116133;0,0384519969093441;1;2507,9899063897;1
"70";11462;"L_7m_ROI";1;0,000470913156923579;-6,7919;-67,1161;38,6333;"L";"First";1,00876182410883;0,0644475278384951;1;2544,04445063023;334
"71";11463;"L_7m_ROI";1;0,000489971383381416;-6,63962;-66,0437;39,6799;"L";"First";1,0087388496048;0,0567828058327984;1;2546,81507019574;13
"72";11464;"L_7m_ROI";1;0,000508202322410673;-6,51536;-64,9486;40,7125;"L";"First";1,00873346131554;0,0225133040467338;1;2546,59074371766;0
"73";11465;"L_7m_ROI";1;0,00052721876733198;-6,42012;-63,8343;41,7301;"L";"First";1,00871626011749;0,020808479175276;1;2392,06370087012;3
"74";11466;"L_7m_ROI";1;0,000546740067075465;-6,35409;-62,7044;42,7311;"L";"First";1,00868262683802;0,0361586512843607;1;2404,36532691038;19
"75";11467;"L_7m_ROI";1;0,000567683506139202;-6,31688;-61,5623;43,7139;"L";"First";1,00868082863826;0,0205954608691716;1;2491,39573930002;1
"76";11468;"L_7m_ROI";1;0,000586678532355432;-6,30767;-60,4112;44,677;"L";"First";1,00867264255158;0,0202366595513027;1;2421,89032498681;8
"77";11481;"L_7m_ROI";1;0,000605822012364661;-6,94101;-68,0849;36,3905;"L";"First";1,0086580994704;0,0226276144944669;1;2531,14513992323;0
"78";11482;"L_7m_ROI";1;0,00062538711645355;-6,75532;-67,0552;37,465;"L";"First";1,00865596865062;0,0593403622031107;1;2512,62179531814;38
"79";11483;"L_7m_ROI";1;0,000645925983654276;-6,59554;-65,9969;38,5272;"L";"First";1,00863829534816;0,0415150169979921;1;2546,60863699331;14
"80";11484;"L_7m_ROI";1;0,000665677744899376;-6,46353;-64,9132;39,576;"L";"First";1,00863362321223;-0,00515950538784673;0;2509,64220341592;0
"81";11485;"L_7m_ROI";1;0,000685595291155929;-6,36029;-63,8074;40,61;"L";"First";1,00861327794851;0,0109638702581313;1;2412,7207994358;1
"82";11486;"L_7m_ROI";1;0,000705488086888199;-6,28606;-62,683;41,6276;"L";"First";1,00859201971965;0,0356156291661189;1;2347,58729118936;60
"83";11487;"L_7m_ROI";1;0,000725572212046723;-6,24042;-61,5435;42,6271;"L";"First";1,00858531571345;0,0267501275733694;1;2512,26605663646;0
"84";11488;"L_7m_ROI";1;0,000745154130781903;-6,22255;-60,3923;43,6066;"L";"First";1,00857099790112;0,0231107513690425;1;2462,4637058107;0
"85";11500;"L_7m_ROI";1;0,000764967500580503;-6,91438;-67,9756;35,204;"L";"First";1,00856503249213;0,0149953120894364;1;2532,91601786822;0
"86";11501;"L_7m_ROI";1;0,000785088846681481;-6,72167;-66,9647;36,2929;"L";"First";1,00854008371664;0,0412088591356766;1;2515,75505118698;5
"87";11502;"L_7m_ROI";1;0,000804949560981307;-6,55461;-65,9226;37,3705;"L";"First";1,00852710807042;0,0245315854678171;1;2518,75843656426;3
"88";11503;"L_7m_ROI";2;0,000824988988410617;-6,41508;-64,8523;38,4352;"L";"First";1,0085176067289;-0,0283318495877373;0;2490,75114257491;1
"89";11504;"L_7m_ROI";2;0,000845268873320584;-6,30411;-63,7571;39,4856;"L";"First";1,00850430523578;-0,00534192006163304;0;2500,84137349189;4
"90";11505;"L_7m_ROI";1;0,000865242521172633;-6,22189;-62,6402;40,52;"L";"First";1,00849565322186;0,0269624827802461;1;2403,82525454619;2
"91";11506;"L_7m_ROI";1;0,000885237403425023;-6,16803;-61,5052;41,5363;"L";"First";1,00847062858089;0,031966541113906;1;2512,69461818129;0
"92";11518;"L_7m_ROI";1;0,000905255776790257;-6,88839;-67,8322;34,016;"L";"First";1,00846361951351;0,0164058322702309;1;2519,02133389874;8
"93";11519;"L_7m_ROI";1;0,00092551175510234;-6,68877;-66,8419;35,1188;"L";"First";1,00844879694577;0,0135083044669433;1;2499,82736858254;2
"94";11520;"L_7m_ROI";1;0,00094586562689625;-6,5146;-65,8181;36,2112;"L";"First";1,00843969376532;0,00976392992854136;1;2574,9176346066;2
"95";11521;"L_7m_ROI";2;0,000966113455718472;-6,36776;-64,7636;37,2916;"L";"First";1,00843047317318;-0,0223665135139052;0;2510,657990102;4
"96";11522;"L_7m_ROI";1;0,000986474742333234;-6,24927;-63,6812;38,3582;"L";"First";1,00840883751379;-0,00248458709580391;0;2526,97525534356;1
"97";11523;"L_7m_ROI";1;0,00100693856332307;-6,15933;-62,5741;39,4092;"L";"First";1,00839536028518;0,00741028381191869;1;2425,70057485548;1
"98";11534;"L_7m_ROI";1;0,00102750313889617;-7,09003;-68,5831;31,7047;"L";"First";1,00837849583579;0,0455315101929513;1;2520,04132119772;122
"99";11535;"L_7m_ROI";1;0,00104906555918891;-6,86107;-67,6521;32,8287;"L";"First";1,00836619220296;0,0324553421589617;1;2556,73443574668;7
"100";11536;"L_7m_ROI";1;0,00106976468990728;-6,65459;-66,6842;33,9445;"L";"First";1,00835562985745;0,0161536917466667;1;2561,33447083351;1
"101";11537;"L_7m_ROI";1;0,00109060108542828;-6,47341;-65,6809;35,051;"L";"First";1,00835185104196;0,0092617492244034;1;2582,80370609086;5
"102";11538;"L_7m_ROI";1;0,00111204109196613;-6,31945;-64,6444;36,1465;"L";"First";1,00834082775404;-0,000903767370272568;0;2558,47037153898;1
"103";11539;"L_7m_ROI";1;0,00113335004621372;-6,19368;-63,5773;37,229;"L";"First";1,00832884384346;0,0100232671766576;1;2570,00041034019;0
"104";11540;"L_7m_ROI";1;0,00115437601651528;-6,09625;-62,4824;38,2964;"L";"First";1,00832108889501;0,0117146505613709;1;2460,33136627744;1
"105";11551;"L_7m_ROI";1;0,00117567153852821;-6,83064;-67,4328;31,6444;"L";"First";1,00830396843241;0,0333061624375354;1;2582,83763026012;0
"106";11552;"L_7m_ROI";1;0,00119742473737572;-6,61728;-66,4889;32,7723;"L";"First";1,00829211203887;0,0298968779668919;1;2644,71897887161;0
"107";11553;"L_7m_ROI";1;0,0012186968960698;-6,42919;-65,5081;33,892;"L";"First";1,00828291597954;0,0181735807429757;1;2564,35524990537;0
"108";11554;"L_7m_ROI";1;0,00123988455424481;-6,26824;-64,4921;35,0018;"L";"First";1,00827039557579;0,00507626384983904;1;2574,75155867375;0
"109";11555;"L_7m_ROI";1;0,00126140943567488;-6,13537;-63,4428;36,0996;"L";"First";1,00826283886213;0,0225084325113617;1;2555,87820123976;2
"110";11556;"L_7m_ROI";1;0,00128329189300594;-6,03071;-62,3628;37,183;"L";"First";1,00824067811661;0,0191550366908248;1;2486,5420684393;0
"111";11567;"L_7m_ROI";1;0,00130531800636707;-6,57527;-66,2535;31,6044;"L";"First";1,00823017114695;0,0205664214206765;1;2586,2939280135;1
"112";11568;"L_7m_ROI";1;0,00132740020639844;-6,38029;-65,2971;32,7363;"L";"First";1,00821362281621;0,0158307602526491;1;2545,38403411255;0
"113";11569;"L_7m_ROI";1;0,00134969877953156;-6,21245;-64,3038;33,8595;"L";"First";1,00820412933877;-0,00142549425945247;0;2494,35653050602;5
"114";11570;"L_7m_ROI";1;0,00137213848028078;-6,07266;-63,275;34,9717;"L";"First";1,00818917428688;0,0154555521077534;1;2490,73177352555;0
"115";11571;"L_7m_ROI";1;0,00139469317168109;-5,96097;-62,2128;36,0705;"L";"First";1,00818060590865;0,0159985206650931;1;2469,78584741313;0
"116";11582;"L_7m_ROI";1;0,00141757963366333;-6,32533;-65,0452;31,5864;"L";"First";1,00817564419945;-0,00189017274945601;0;2442,71947541389;1
"117";11583;"L_7m_ROI";1;0,00144062511896938;-6,15066;-64,0767;32,7218;"L";"First";1,00816469732247;-0,00778018909695446;0;2460,03741214752;4
"118";11584;"L_7m_ROI";1;0,00146362232128301;-6,00408;-63,0711;33,8474;"L";"First";1,00815198714414;-0,00954995711575898;0;2426,47712827374;7
"119";11596;"L_7m_ROI";2;0,00148703202008493;-6,08175;-63,8081;31,5912;"L";"First";1,00813542060718;-0,014282183734926;0;2407,83290182379;2
"120";11597;"L_7m_ROI";2;0,0015103165401028;-5,92847;-62,8281;32,729;"L";"First";1,00811646399791;-0,022104423425443;0;2416,46451260686;10
"121";11609;"L_7m_ROI";2;0,00153344619312903;-5,84498;-62,543;31,6191;"L";"First";1,0081032338796;-0,0181431226514261;0;2385,01001805359;11
"122";11610;"L_7m_ROI";2;0,00155605978779971;-5,71335;-61,5521;32,7577;"L";"First";1,00809886184247;-0,0301165646944642;0;2432,83025552291;12
"123";11621;"L_7m_ROI";2;0,00157893450964609;-5,61504;-61,2512;31,6694;"L";"First";1,00807807869554;-0,0304251578765111;0;2419,30033350514;6
"124";24353;"L_7m_ROI";1;0,00160196764758285;-6,96433;-67,3442;26,9791;"L";"First";1,00807516972154;0,0141107217108329;1;2350,98851494794;3
"125";24354;"L_7m_ROI";1;0,00162477073116186;-7,00473;-67,7209;28,1439;"L";"First";1,00805315554754;0,0195367932626563;1;2543,9892809599;2
"126";24367;"L_7m_ROI";2;0,00164766627561178;-6,58713;-65,6737;25,869;"L";"First";1,0080442086651;-0,0319952346060797;0;2321,41458344614;26
"127";24368;"L_7m_ROI";2;0,0016703407136923;-6,65102;-66,1198;26,9939;"L";"First";1,00804101267637;-0,0151535043109846;0;2301,87773607339;2
"128";24369;"L_7m_ROI";2;0,00169286031904144;-6,70666;-66,5172;28,1373;"L";"First";1,00803508589681;-0,00783844088930892;0;2410,34724991825;3
"129";24370;"L_7m_ROI";1;0,00171549313965459;-6,75459;-66,8674;29,2957;"L";"First";1,00801368478425;0,0183242864939551;1;2551,06526459325;0
"130";24381;"L_7m_ROI";2;0,00173820883483765;-6,25749;-64,3946;25,936;"L";"First";1,00800238207566;-0,0368222859817565;0;2326,76215708773;71
"131";24382;"L_7m_ROI";2;0,00176098340461844;-6,33763;-64,8638;27,0357;"L";"First";1,00799713762332;-0,0111396522156033;0;2307,62285125814;3
"132";24383;"L_7m_ROI";2;0,00178334221740698;-6,40907;-65,2826;28,156;"L";"First";1,00798803954532;-0,0177948683661784;0;2331,86966253743;23
"133";24384;"L_7m_ROI";2;0,00180579301012729;-6,47209;-65,6526;29,2932;"L";"First";1,00798245420221;-0,0265364342255971;0;2380,6546966695;43
"134";24395;"L_7m_ROI";2;0,00182831866442237;-6,02715;-63,5772;27,1057;"L";"First";1,00796060125646;-0,0205408120665358;0;2310,92908199948;6
"135";24396;"L_7m_ROI";1;0,00185094115210025;-6,11454;-64,0179;28,2013;"L";"First";1,00795917635823;0,000652834026992267;1;2339,13777801694;16
"136";24397;"L_7m_ROI";2;0,00187342356035818;-6,19313;-64,408;29,3156;"L";"First";1,00794400085712;-0,0131056593513292;0;2338,15437381565;43
"137";24408;"L_7m_ROI";2;0,00189578019325842;-5,82517;-62,724;28,2735;"L";"First";1,00792381516656;-0,022826026685558;0;2371,96867801009;5
"138";24409;"L_7m_ROI";2;0,00191816777530951;-5,91943;-63,1345;29,3637;"L";"First";1,00791438006001;-0,00806662634507606;0;2378,90548192772;23
"139";24420;"L_7m_ROI";2;0,001940318092433;-5,65222;-61,8335;29,4372;"L";"First";1,00791228801869;-0,0287865361563498;0;2393,05830774964;46
"140";39815;"R_7m_ROI";2;0,00196240361850955;6,53291;-60,9778;31,5418;"R";"First";1,00789690872473;-0,0320904924582549;0;2417,93420321728;15
"141";39816;"R_7m_ROI";2;0,00198455405536415;6,87318;-62,2549;31,5399;"R";"First";1,00788002496124;-0,0275722024546189;0;2432,21426907428;9
"142";39817;"R_7m_ROI";1;0,00200717546023738;7,22684;-63,5091;31,5653;"R";"First";1,00787426267983;-0,00159846099818409;0;2525,21444721256;0
"143";39818;"R_7m_ROI";1;0,00203097141505614;7,59251;-64,7386;31,618;"R";"First";1,00786368511511;0,0103970480527455;1;2482,48318526704;1
"144";39819;"R_7m_ROI";2;0,00205361694569603;7,96823;-65,9425;31,6974;"R";"First";1,00785720573682;-0,0138135332709021;0;2365,69756155955;5
"145";39820;"R_7m_ROI";2;0,00207638544329484;8,35151;-67,12;31,8018;"R";"First";1,00784576585872;-0,0126616039382309;0;2343,10877807094;11
"146";40919;"R_7m_ROI";1;0,00209901784102067;9,74551;-69,4238;49,0942;"R";"First";1,00783755278578;0,0271925596495759;1;2317,73681618159;230
"147";40949;"R_7m_ROI";1;0,00212164133151774;9,58969;-69,5427;48,0356;"R";"First";1,00783315580773;0,0305481126473321;1;2315,50605370749;1729
"148";40978;"R_7m_ROI";1;0,00214412188965904;9,45413;-69,6376;46,9633;"R";"First";1,00781433555676;0,0354740844134918;1;2340,09626812929;2672
"149";40979;"R_7m_ROI";1;0,00216668181512708;9,17586;-68,5388;47,8195;"R";"First";1,00781007936644;0,0323352747780153;1;2360,97900315368;219
"150";40980;"R_7m_ROI";1;0,00218910814669476;8,92678;-67,4214;48,6631;"R";"First";1,00779535702853;0,0249082475425548;1;2374,50517327827;181
"151";41006;"R_7m_ROI";1;0,00221131315012823;9,3373;-69,708;45,8773;"R";"First";1,00778058606013;0,0343216764479799;1;2343,15939789388;350
"152";41007;"R_7m_ROI";1;0,00223336761231143;9,05309;-68,6215;46,7476;"R";"First";1,00777858866573;0,0347753938200866;1;2330,09821148125;390
"153";41008;"R_7m_ROI";1;0,00225542195804779;8,79722;-67,5141;47,6052;"R";"First";1,00776733370563;0,0321474419803514;1;2350,80139674257;61
"154";41009;"R_7m_ROI";1;0,00227754673179305;8,57278;-66,3889;48,4507;"R";"First";1,00775672168372;0,0256190287952453;1;2332,71596956029;21
"155";41010;"R_7m_ROI";1;0,00230008999756562;8,38179;-65,2487;49,2844;"R";"First";1,00774139682611;0,0327007854466479;1;2427,47011763725;109
"156";41033;"R_7m_ROI";1;0,00232320696625074;9,23757;-69,753;44,7778;"R";"First";1,00772634930587;0,0333316572379111;1;2322,75043389945;284
"157";41034;"R_7m_ROI";1;0,00234579620377462;8,94777;-68,6805;45,6629;"R";"First";1,00771833035961;0,0337066934447786;1;2353,04630838202;62
"158";41035;"R_7m_ROI";1;0,00236830710068336;8,68546;-67,5847;46,5352;"R";"First";1,007714164954;0,0353683726393236;1;2355,83873244083;176
"159";41036;"R_7m_ROI";1;0,00239078057594076;8,45397;-66,4686;47,3952;"R";"First";1,00770620619264;0,0382138964031496;1;2374,76672850455;24
"160";41037;"R_7m_ROI";1;0,00241290217956756;8,25554;-65,3354;48,2432;"R";"First";1,00769024272012;0,032241867529842;1;2432,70783533254;24
"161";41038;"R_7m_ROI";1;0,00243498456877128;8,09144;-64,1882;49,0793;"R";"First";1,00768185319505;0,0304437200582937;1;2420,27137068563;19
"162";41039;"R_7m_ROI";1;0,00245707018367022;7,96203;-63,0301;49,9029;"R";"First";1,00767665169047;0,0313182454787707;1;2320,79886442943;270
"163";41060;"R_7m_ROI";1;0,0024792361037118;8,85812;-68,7147;44,5654;"R";"First";1,00764812223912;0,0354784079044651;1;2344,10108507094;40
"164";41061;"R_7m_ROI";1;0,00250129257251381;8,58971;-67,632;45,4531;"R";"First";1,00764027643353;0,0366644274824086;1;2352,09338265101;432
"165";41062;"R_7m_ROI";1;0,00252320262088185;8,35146;-66,5267;46,3284;"R";"First";1,00763038850498;0,0427041419588111;1;2391,40523894792;101
"166";41063;"R_7m_ROI";1;0,0025451964075636;8,14585;-65,4019;47,1915;"R";"First";1,00762595041062;0,0349833542847713;1;2429,16309708976;59
"167";41064;"R_7m_ROI";1;0,00256727168039284;7,97432;-64,2608;48,0423;"R";"First";1,00761861377;0,0341582558294972;1;2443,93005499604;23
"168";41065;"R_7m_ROI";1;0,00258906349902742;7,83743;-63,1067;48,8804;"R";"First";1,00759910434595;0,0420511762254319;1;2414,66499094443;392
"169";41085;"R_7m_ROI";1;0,00261090255814868;8,78228;-68,7232;43,4554;"R";"First";1,00758989147834;0,0359380654147935;1;2326,79113920813;227
"170";41086;"R_7m_ROI";1;0,00263262330611311;8,50805;-67,6552;44,3591;"R";"First";1,00758912734612;0,0354643435563158;1;2346,10877585645;98
"171";41087;"R_7m_ROI";1;0,00265487191666319;8,26335;-66,5622;45,2504;"R";"First";1,00756646405589;0,039513444071724;1;2364,09256668044;25
"172";41088;"R_7m_ROI";1;0,00267670201810094;8,05081;-65,4473;46,1293;"R";"First";1,00756232395808;0,0328073581961668;1;2447,5112674421;59
"173";41089;"R_7m_ROI";1;0,00269866361241783;7,87205;-64,3137;46,9956;"R";"First";1,00755481643531;0,0286412274094114;1;2427,36589552714;35
"174";41090;"R_7m_ROI";1;0,00272065813695386;7,72778;-63,1649;47,8489;"R";"First";1,00754539648572;0,0473338681330753;1;2402,66596378519;363
