"";"Label";"Membership";"Modularity";"x";"y";"z";"Hemisphere";"TimeBin";"EigenVal";"FiedlerVec";"FiedlerBinary";"Strength";"Betweenness"
"65";"R_10r_ROI";3;0,0181348529399366;9,35946;50,2808;-9,21838;"R";"First";1,02171895160957;-0,0712546222940597;0;318,379651183085;35
"66";"R_47m_ROI";3;0,0183896509006101;33,6067;44,3736;-21,896;"R";"First";1,02135846216052;-0,0779357202356546;0;330,998500631241;863
"67";"R_8Av_ROI";3;0,0186476295142704;41,6207;30,3134;52,7984;"R";"First";1,02129867397747;-0,0849408197394417;0;338,203339797654;484
"68";"R_8Ad_ROI";3;0,0189083751403755;24,8163;41,2619;52,4932;"R";"First";1,0211797250567;-0,0858299268732341;0;341,654290153415;362
"69";"R_9m_ROI";3;0,0191710362142441;9,77772;55,5384;19,4907;"R";"First";1,02111091659662;-0,0932062803132325;0;326,660068246893;205
"70";"R_8BL_ROI";3;0,019434465150111;13,1297;42,8029;49,899;"R";"First";1,02080782782482;-0,0840832378739337;0;353,408128127545;102
"71";"R_9p_ROI";3;0,0196936196979616;19,3273;56,7856;36,8587;"R";"First";1,02070103266369;-0,0174133446547182;0;357,041769560432;126
"72";"R_10d_ROI";3;0,0199440605435612;14,5949;63,9099;6,3469;"R";"First";1,02039866144149;-0,0374203293995327;0;351,325210697238;37
"73";"R_8C_ROI";3;0,0201980703817039;47,0638;33,202;41,5634;"R";"First";1,02024050802269;-0,0948493589974211;0;336,491171287153;379
"74";"R_44_ROI";3;0,0204458367701285;55,5926;30,7987;8,21848;"R";"First";1,02006811298168;-0,0404823392691797;0;350,788641094943;24
"75";"R_45_ROI";3;0,0206612153827256;51,8548;41,8814;1,28693;"R";"First";1,01975181946633;-0,0628124544908505;0;348,516851123154;2
"76";"R_47l_ROI";3;0,0209159096488282;43,7371;47,658;-13,7434;"R";"First";1,019532791027;-0,0813377375635703;0;355,817422262845;55
"77";"R_a47r_ROI";3;0,021166089213265;37,864;59,5346;-10,576;"R";"First";1,01946279491141;-0,0715986295245183;0;337,330620167834;160
"78";"R_6r_ROI";1;0,0214145534088275;59,5259;18,4077;17,3005;"R";"First";1,01933073140463;0,0528680484651783;1;368,985354333024;305
"79";"R_IFJa_ROI";3;0,0216426799672398;53,4912;31,0643;25,0642;"R";"First";1,01923143628169;-0,0674270576262269;0;335,142509080356;285
"80";"R_IFJp_ROI";3;0,0218753856696691;53,9779;22,2877;33,5081;"R";"First";1,01911553337699;-0,0410956355320269;0;327,898523594751;138
"81";"R_IFSp_ROI";3;0,022115978916106;52,4454;40,7271;18,2284;"R";"First";1,01899650015783;-0,0434506579419512;0;326,504730627949;96
"82";"R_IFSa_ROI";3;0,0223539547651665;49,675;50,6786;5,20129;"R";"First";1,0188455785716;0,00243741780336889;1;345,53536673486;46
"83";"R_p9-46v_ROI";3;0,0225976661558101;46,0452;48,3089;27,0877;"R";"First";1,01871758793396;-0,0468955170523372;0;329,438811664985;124
"84";"R_46_ROI";3;0,0228548375105145;37,0494;53,7846;33,3392;"R";"First";1,01856982313401;-0,0389157061634541;0;319,388787087978;62
"85";"R_a9-46v_ROI";1;0,0231102150062581;40,9927;61,2528;7,54336;"R";"First";1,01846592379718;0,0332982564681609;1;354,279822547138;268
"86";"R_9-46d_ROI";1;0,0233690781069727;29,74;63,0865;23,0988;"R";"First";1,01825909928202;0,0783973709783169;1;402,483809303633;415
"87";"R_9a_ROI";3;0,0236497903840695;18,4624;64,3698;21,3977;"R";"First";1,01815517417807;-0,045983466253119;0;343,612836845429;37
"88";"R_10v_ROI";3;0,0239224580015401;11,147;50,6572;-14,2929;"R";"First";1,01797868807631;-0,0767438695177968;0;345,035271076934;180
"89";"R_a10p_ROI";3;0,024202510318562;26,0191;64,4888;-8,02278;"R";"First";1,01778254054363;-0,0282171983252249;0;337,650425105663;70
"90";"R_10pp_ROI";3;0,0244795641478907;18,1195;59,2093;-13,2955;"R";"First";1,0177658888177;-0,0514594434924384;0;322,556810885394;26
"91";"R_11l_ROI";3;0,024761309294294;27,5378;54,0826;-19,3212;"R";"First";1,01755760372819;-0,00823216800944701;0;330,834169356493;132
"92";"R_13l_ROI";3;0,0250518494595708;24,9429;37,8085;-25,883;"R";"First";1,01739790183886;-0,0146206830017635;0;312,814121390812;3
"93";"R_OFC_ROI";3;0,0253572310984445;12,9634;36,6683;-23,587;"R";"First";1,01718745594535;-0,0312852576392864;0;266,978089529409;0
"94";"R_47s_ROI";3;0,0256748009011832;33,0099;33,8833;-24,9105;"R";"First";1,01701863595691;-0,0314196450026567;0;309,933314961257;5
"95";"R_LIPd_ROI";3;0,0259960402264416;38,3248;-64,1704;57,2959;"R";"First";1,01685599243557;-0,00796052876859336;0;321,109844877586;462
"96";"R_6a_ROI";1;0,0263052433226157;29,7331;8,5891;67,9602;"R";"First";1,01684249170772;0,0059720798914914;1;334,444255385475;9
"97";"R_i6-8_ROI";3;0,0266253317790264;35,4586;22,4701;60,9687;"R";"First";1,01664048423844;-0,0577203158608557;0;323,022183235279;122
"98";"R_s6-8_ROI";3;0,0269397206209634;18,7338;28,1582;62,8455;"R";"First";1,01652799069459;-0,0460968362583416;0;334,83234755969;24
"99";"R_43_ROI";1;0,0272563455436575;61,924;5,67994;11,0477;"R";"First";1,01632770203714;0,0801352165263579;1;409,081810883586;79
"100";"R_OP4_ROI";1;0,0275819043516356;63,0578;-6,40771;14,6898;"R";"First";1,01623424342758;0,077414318071218;1;405,416255790994;32
"101";"R_OP1_ROI";3;0,0279176504550939;56,8963;-15,843;15,4816;"R";"First";1,01598721199529;-0,0247668497421693;0;345,524721150185;13
"102";"R_OP2-3_ROI";1;0,0282900236380834;51,3937;-8,28483;10,6981;"R";"First";1,01585887624033;0,0302987086591531;1;375,41128947265;2
"103";"R_52_ROI";1;0,0286430360211162;51,477;-7,76963;-3,25098;"R";"First";1,01568228493592;0,0658114250631388;1;393,210047066699;16
"104";"R_RI_ROI";1;0,0289990522100226;57,2127;-26,756;14,884;"R";"First";1,01555220832452;0,0260590112651826;1;360,083915334591;30
"105";"R_PFcm_ROI";1;0,0293171256060448;61,3094;-25,5357;21,6459;"R";"First";1,01543252373408;0,0771982465389675;1;404,824604196648;154
"106";"R_PoI2_ROI";1;0,029622929879217;46,4368;13,7221;-13,0385;"R";"First";1,01529049536077;0,065453729997094;1;402,261564754658;13
"107";"R_TA2_ROI";1;0,0299152318354482;55,4828;4,25641;-16,9808;"R";"First";1,01519950114753;0,0167474498842969;1;348,493404629427;0
"108";"R_FOP4_ROI";1;0,0301969061117801;48,5447;25,7731;1,07973;"R";"First";1,01502645416359;0,0661855662836044;1;382,926539928785;38
"109";"R_MI_ROI";1;0,0304817561501271;43,9819;22,6609;-11,7675;"R";"First";1,01491183243988;0,0645245119136153;1;373,079962088012;223
"110";"R_Pir_ROI";1;0,0307769750010626;33,9807;18,5583;-32,4409;"R";"First";1,01480996313088;0,00477683246941572;1;331,154863803822;1
"111";"R_AVI_ROI";1;0,0310786514250464;40,9792;34,3531;-15,9696;"R";"First";1,01470550048875;0,0293741272873145;1;352,54316883797;247
"112";"R_AAIC_ROI";1;0,0313755324357853;36,4401;25,345;-26,3751;"R";"First";1,01450930763867;0,0452044034635103;1;376,631176405523;5
"113";"R_FOP1_ROI";1;0,031677656140105;55,5335;12,1726;5,71548;"R";"First";1,01441906575442;0,053568226833457;1;382,500969184016;0
"114";"R_FOP3_ROI";1;0,0319916093376418;46,4891;18,2405;-0,680978;"R";"First";1,01405464216105;0,0794746644051052;1;407,672100366942;38
"115";"R_FOP2_ROI";1;0,0323007709322638;51,169;6,56433;5,70963;"R";"First";1,01389833398208;0,0321526831020685;1;362,419025906604;5
"116";"R_PFt_ROI";1;0,0326076361551485;62,3717;-24,3981;44,39;"R";"First";1,01380053005583;0,0286218925360067;1;357,38064831076;31
"117";"R_AIP_ROI";1;0,0329112906229155;45,8997;-45,6113;56,927;"R";"First";1,01367337425055;0,0147161083363085;1;361,481333587511;10
"118";"R_EC_ROI";3;0,0331906522184509;31,593;-11,1874;-40,004;"R";"First";1,01357496271529;-0,0708233220831568;0;336,482095072694;14
"119";"R_PreS_ROI";3;0,0334729919724623;21,5555;-40,429;-21,2506;"R";"First";1,01353491068732;-0,0451948339162397;0;329,335052151919;5
"120";"R_H_ROI";3;0,0337369175851331;28,4755;-20,7455;-31,2903;"R";"First";1,01328803987994;-0,0300060459460987;0;302,632084197424;0
"121";"R_ProS_ROI";1;0,0339857802096603;12,5434;-56,7855;-3,49956;"R";"First";1,01316531072443;0,00899630670935907;1;319,26569629045;86
"122";"R_PeEc_ROI";3;0,0342231854872259;35,374;-9,29555;-43,1326;"R";"First";1,01305004878133;-0,0628790257294041;0;320,313310136509;0
"123";"R_STGa_ROI";3;0,0344528438097375;52,8343;11,1678;-29,0059;"R";"First";1,01296547929569;-0,0448712077607407;0;332,700226999459;0
"124";"R_PBelt_ROI";1;0,034683134799549;62,6319;-22,0874;4,23151;"R";"First";1,01288036825251;0,0115527555426895;1;334,5136478734;26
"125";"R_A5_ROI";3;0,0349131315298494;64,1252;-19,5546;-3,71639;"R";"First";1,01271051891552;-0,0400532557706255;0;354,149059762505;3
"126";"R_PHA1_ROI";3;0,0351307011389819;25,1167;-41,5795;-25,8321;"R";"First";1,01264591839253;-0,0256500165439429;0;332,108712136623;16
"127";"R_PHA3_ROI";3;0,0353471426178529;32,2005;-42,9438;-30,5382;"R";"First";1,01227148122666;-0,0079079644491696;0;323,935603042174;1
"128";"R_STSda_ROI";3;0,035564407576406;60,7947;-3,53603;-18,2347;"R";"First";1,0121236337383;-0,0693789673782478;0;344,895726636387;18
"129";"R_STSdp_ROI";3;0,0357755553895026;62,8694;-28,5061;-5,24259;"R";"First";1,01207652741399;-0,00713547913158858;0;361,483166521856;2
"130";"R_STSvp_ROI";3;0,0359792601902801;63,7555;-34,3727;-8,91097;"R";"First";1,01184250266251;-0,0145384772900021;0;311,001716533358;18
"131";"R_TGd_ROI";3;0,0361817855144582;43,8856;13,0851;-40,2025;"R";"First";1,01177950646652;-0,064410919858011;0;355,544409969862;3
"132";"R_TE1a_ROI";3;0,0363839469029883;59,7991;-7,59065;-28,0971;"R";"First";1,0117269012749;-0,0814478356467433;0;338,668592229953;61
"133";"R_TE1p_ROI";3;0,0365917311401516;62,8978;-44,6111;-13,7474;"R";"First";1,01167755679777;-0,0460621193302943;0;333,710398485303;10
"134";"R_TE2a_ROI";3;0,0368017645106142;57,2602;-16,9342;-32,5268;"R";"First";1,01136865616259;-0,0728590314490761;0;334,186859102429;103
"135";"R_TF_ROI";3;0,0370002148627672;44,4776;-23,1756;-38,6039;"R";"First";1,01133889508443;-0,0259200027510297;0;329,066375399871;0
"136";"R_TE2p_ROI";3;0,0372025654343702;53,6296;-44,9692;-27,0755;"R";"First";1,01121347172459;-0,0399452415451033;0;332,49940176916;18
"137";"R_PHT_ROI";1;0,0374075160024387;61,1717;-55,3933;-5,67552;"R";"First";1,01108463533787;0,0121293782452738;1;348,892551676881;4
"138";"R_PH_ROI";3;0,0376113478645322;52,6766;-66,4423;-16,4321;"R";"First";1,01088099590555;-0,00625641962401858;0;340,347044775994;8
"139";"R_TPOJ1_ROI";1;0,0377998567546541;62,2442;-46,1787;8,32584;"R";"First";1,01080926150649;0,0277058158926361;1;373,225241183392;0
"140";"R_TPOJ2_ROI";1;0,0379886976356307;58,5092;-62,6632;7,11005;"R";"First";1,01060583828129;0,0468889012345268;1;396,369706637216;0
"141";"R_TPOJ3_ROI";3;0,0381710144954276;53,987;-74,1801;14,6672;"R";"First";1,01051237469455;-0,0136862569956033;0;338,848402049675;17
"142";"R_DVT_ROI";1;0,0383959493239021;12,1251;-78,5032;33,5764;"R";"First";1,01035565055287;0,0247599785932413;1;361,333556982479;3
"143";"R_PGp_ROI";1;0,0386233712434477;46,5474;-86,4579;23,4039;"R";"First";1,0102361345282;0,055034979318543;1;392,344115109586;3
"144";"R_IP2_ROI";3;0,0388124221660388;49,9954;-52,2667;52,7652;"R";"First";1,01016930952037;-0,0237682963833648;0;332,815536151539;148
"145";"R_IP1_ROI";3;0,0390003950775136;40,6846;-74,0717;49,3513;"R";"First";1,0101092462563;-0,0598835279538994;0;329,188060359546;325
"146";"R_IP0_ROI";1;0,0391543771085798;37,2852;-86,9869;35,2219;"R";"First";1,00989452400859;0,0351319367898875;1;346,003548057325;5
"147";"R_PFop_ROI";1;0,0393019538777677;66,1984;-15,7688;28,0183;"R";"First";1,00980053477303;0,0813132644012853;1;395,90307232568;65
"148";"R_PF_ROI";1;0,0394573092403252;65,3278;-32,2026;35,4308;"R";"First";1,00962264370305;0,0535250146734913;1;371,139904653958;186
"149";"R_PFm_ROI";3;0,0396228515059718;58,5605;-52,0063;43,9648;"R";"First";1,00956725034889;-0,0392759181887778;0;308,888747515924;35
"150";"R_PGi_ROI";3;0,0397702025139821;57,3444;-64,9284;27,2283;"R";"First";1,00935189280995;-0,104185883047052;0;351,108483556803;601
"151";"R_PGs_ROI";3;0,0399029185734505;50,4273;-73,1759;40,7051;"R";"First";1,0092485957524;-0,0856611811445844;0;337,327487358677;392
"152";"R_V6A_ROI";1;0,0400415517053559;19,2425;-86,6335;41,8879;"R";"First";1,009110938354;0,0766260144787557;1;429,035089452089;0
"153";"R_VMV1_ROI";1;0,040180050915264;19,1921;-58,7211;-17,1867;"R";"First";1,00897114286451;0,0699663284155942;1;400,887646241384;0
"154";"R_VMV3_ROI";1;0,0403218783002878;29,9803;-63,5782;-23,772;"R";"First";1,00884415022815;0,041059522406699;1;373,963189797713;0
"155";"R_PHA2_ROI";3;0,0404340855897104;28,903;-41,0034;-29,0972;"R";"First";1,00881556609791;-0,0373106058312648;0;323,582299316155;42
"156";"R_V4t_ROI";1;0,0405627159214306;48,5485;-82,0295;-5,90969;"R";"First";1,00870575254294;0,0400632097506736;1;394,731034107866;4
"157";"R_FST_ROI";1;0,0406693099838099;54,9344;-69,2892;-7,45739;"R";"First";1,00853606328721;0,0454707097295701;1;364,750027486145;0
"158";"R_V3CD_ROI";1;0,0407688586436691;37,595;-94,7827;17,8555;"R";"First";1,00843797279272;0,0743089066558724;1;426,074739827808;0
"159";"R_LO3_ROI";1;0,0408701845812782;47,8433;-86,0632;8,87829;"R";"First";1,00840184533745;0,0513024603655394;1;382,770885744762;14
"160";"R_VMV2_ROI";1;0,0409567307623742;24,1382;-59,9713;-20,6539;"R";"First";1,00820417948587;0,0494228352781915;1;373,13237761389;0
"161";"R_31pd_ROI";3;0,0410443012919372;6,20401;-56,6167;39,9484;"R";"First";1,00809038527795;-0,0676967569928164;0;332,771277970329;2
"162";"R_31a_ROI";3;0,0411250719655104;5,60152;-44,61;43,739;"R";"First";1,00804891989034;-0,0474703866239432;0;323,469854045716;41
"163";"R_VVC_ROI";1;0,0412171797773519;36,542;-54,9856;-28,7131;"R";"First";1,0078381499038;0,0259512046040365;1;338,235391809383;2
"164";"R_25_ROI";1;0,0413061260304872;4,84085;22,2933;-15,4668;"R";"First";1,00774497003542;0,0316785627826342;1;340,572187606048;0
"165";"R_s32_ROI";3;0,0413841060895364;5,7648;34,5642;-12,0906;"R";"First";1,00768328097665;-0,0534496290066119;0;325,133065940253;10
"166";"R_pOFC_ROI";1;0,0414649594549876;16,3331;19,9268;-26,862;"R";"First";1,00746607421877;0,04658083616793;1;354,431565169985;1
"167";"R_PoI1_ROI";1;0,0415549927799886;49,162;8,34246;-14,7761;"R";"First";1,00742812937073;0,0735433672623831;1;404,137720446045;19
"168";"R_Ig_ROI";1;0,0416433902708314;48,2554;-2,98118;4,36077;"R";"First";1,00723180742331;0,058978410644906;1;392,911170477895;20
"169";"R_FOP5_ROI";3;0,0417130315856404;46,6341;37,6873;-4,21261;"R";"First";1,00719563181487;-0,0449218965975484;0;314,119296411116;38
"170";"R_p10p_ROI";1;0,0417907833622672;26,4125;67,3486;4,33257;"R";"First";1,0070164821205;0,0141410746876443;1;358,113508430275;48
"171";"R_p47r_ROI";3;0,0418654640087327;45,0075;56,3789;-3,8272;"R";"First";1,00687169923688;-0,0559117844921013;0;329,31157116643;185
"172";"R_TGv_ROI";3;0,0419326358501235;42,3516;-0,325963;-44,6803;"R";"First";1,00672291919438;-0,0306026636089127;0;309,35677015306;1
"173";"R_MBelt_ROI";1;0,0420076213769059;55,8767;-10,7522;-3,26385;"R";"First";1,00658268048219;0,0158758296991852;1;350,172752497208;2
"174";"R_LBelt_ROI";1;0,0420964161068181;59,1382;-23,1168;6,61575;"R";"First";1,0065123951138;0,0113791292978697;1;357,675171535937;1
"175";"R_A4_ROI";1;0,0421969063823051;64,0252;-20,8485;1,27518;"R";"First";1,00636347006057;0,040871649140587;1;388,776634311891;0
"176";"R_STSva_ROI";3;0,0422506102440747;61,8291;-11,4739;-19,5872;"R";"First";1,00631527442159;-0,0879961127331682;0;353,343430072048;296
"177";"R_TE1m_ROI";3;0,0423074550190091;63,3764;-29,3732;-19,5795;"R";"First";1,00611119977347;-0,0854901458780973;0;327,933293985088;894
"178";"R_PI_ROI";1;0,0423871106973451;50,7205;10,2304;-20,6694;"R";"First";1,00602023980694;0,0507426043527541;1;382,775226107698;6
"179";"R_a32pr_ROI";1;0,0424751757280588;6,08628;34,8872;32,1108;"R";"First";1,00589583038678;0,0252774356775279;1;350,701419382707;2
"180";"R_p24_ROI";1;0,0425749082255259;4,9989;37,9177;15,6267;"R";"First";1,0057494314719;0,0351554313901808;1;355,298158733971;29
"181";"L_V1_ROI";1;0,0426976570901505;-9,66141;-84,5161;-0,484587;"L";"First";1,00573342513614;0,0552685149583417;1;389,847097387761;0
"182";"L_MST_ROI";1;0,0428353598420807;-51,6683;-78,4569;2,95631;"L";"First";1,00563303098929;0,0540990854220021;1;406,731807865583;3
"183";"L_V6_ROI";1;0,0430053988467942;-9,92671;-83,667;30,0225;"L";"First";1,00538330236922;0,0850695014706351;1;417,212657621182;4
"184";"L_V2_ROI";1;0,0431861970761899;-11,4511;-83,621;-8,18927;"L";"First";1,0053731870944;0,0777259419347583;1;425,769218523089;2
