"";"Label";"Membership";"Modularity";"x";"y";"z";"Hemisphere";"EigenVal";"FiedlerVec";"FiedlerBinary";"Strength";"Betweenness"
"17";"R_IPS1_ROI";1;0,000146504970568543;26,989;-84,5792;44,4358;"R";1,03812218617552;0,0686001671017225;1;376,039989915604;0
"18";"R_FFC_ROI";1;0,000431415908618205;43,6373;-59,4595;-26,8917;"R";1,03809108984079;0,0323052880329442;1;324,409528226515;0
"19";"R_V3B_ROI";1;0,00070609028093193;31,5046;-92,5847;29,0869;"R";1,03793613342829;0,0760251554713063;1;393,59696114645;0
"20";"R_LO1_ROI";1;0,000998016201575193;43,994;-90,5506;2,57524;"R";1,03770697684164;0,0325686386614598;1;332,299181844159;13
"21";"R_LO2_ROI";1;0,00129906896974116;44,9571;-86,4624;-7,59191;"R";1,03738618276508;0,0257884486581238;1;292,131051237303;34
"22";"R_PIT_ROI";1;0,0016054902084475;41,5996;-84,8171;-14,6547;"R";1,03654145455624;0,00600929595140926;1;282,24866423384;6
"23";"R_MT_ROI";1;0,00192532053561173;51,2534;-79,687;3,98399;"R";1,03606778441878;0,00880272493152793;1;299,171034022109;1
"24";"R_A1_ROI";1;0,0022502303974503;55,2521;-18,6583;3,62105;"R";1,03582174022259;0,0418360595870945;1;323,029507893244;0
"25";"R_PSL_ROI";2;0,00257332593296394;65,6807;-38,6014;25,111;"R";1,03528294928536;-0,0232337271084094;0;332,613806838111;53
"26";"R_SFL_ROI";2;0,00291404762798749;11,0238;22,193;62,4761;"R";1,03480045646498;-0,0158776199606434;0;316,510370226342;16
"27";"R_PCV_ROI";2;0,00324965043903765;7,75372;-54,8835;54,3246;"R";1,03467624622942;-0,0453429339712806;0;288,796714737049;15
"28";"R_STV_ROI";2;0,00357910729544423;64,0803;-44,684;19,5865;"R";1,03441322297273;-0,0779408890465536;0;333,786816273981;82
"29";"R_7Pm_ROI";2;0,00391094988446446;10,6503;-67,35;54,96;"R";1,03423517665862;-0,0477908352615698;0;317,003639979474;9
"30";"R_7m_ROI";2;0,00423397758322427;7,72306;-65,3151;40,6649;"R";1,03380489256546;-0,089541637947604;0;350,764688952475;85
"31";"R_POS1_ROI";2;0,00456506424059718;9,14058;-63,0612;15,0204;"R";1,03364709147042;-0,0627234253805613;0;337,524996213887;7
"32";"R_23d_ROI";2;0,00490544248371984;2,65298;-24,2441;38,5114;"R";1,03355471330881;-0,0444513901518775;0;313,468872978286;6
"33";"R_v23ab_ROI";2;0,00524705669685611;5,61358;-56,7698;22,358;"R";1,03312196340505;-0,0784945265303059;0;335,994133179676;75
"34";"R_d23ab_ROI";2;0,00557818442833771;3,19493;-42,0742;33,1706;"R";1,0329560995569;-0,0547469360122807;0;311,695585604753;0
"35";"R_31pv_ROI";2;0,00591088477516539;4,41187;-48,5085;35,1196;"R";1,03263770944041;-0,0951361819868259;0;327,585281331546;98
"36";"R_5m_ROI";1;0,00624097148564862;8,76024;-35,3403;68,2431;"R";1,0325909317039;0,00998664816499738;1;310,99880999899;4
"37";"R_5mv_ROI";1;0,00658093868006701;8,22788;-39,1911;58,3342;"R";1,03225751792824;0,070759939821706;1;361,906417074006;10
"38";"R_23c_ROI";1;0,00691841336006929;6,2486;-32,2964;48,2286;"R";1,03192181086901;0,0764464139152096;1;385,207718181352;92
"39";"R_5L_ROI";1;0,0072876418745602;13,0886;-44,8421;72,2361;"R";1,03139381015111;0,0112247460204366;1;275,532921981401;1
"40";"R_24dd_ROI";1;0,00766876385618942;6,5378;-12,6916;57,9469;"R";1,0310304054663;0,0201214779174043;1;270,084273840561;0
"41";"R_24dv_ROI";1;0,0080472759235668;5,48169;2,11296;49,8577;"R";1,03080686188639;0,0219661207806282;1;305,793337128051;0
"42";"R_7AL_ROI";1;0,0084239378710647;20,4358;-51,6751;72,943;"R";1,03042905855549;0,0428844556918585;1;331,068372238771;20
"43";"R_SCEF_ROI";1;0,00880606176170557;7,49361;9,70639;60,5539;"R";1,03021492700038;0,0653336999398929;1;362,162874159598;4
"44";"R_6ma_ROI";1;0,00920413616680032;15,6085;10,2145;70,2812;"R";1,02993834773647;0,047001141742481;1;317,31739234343;5
"45";"R_7Am_ROI";1;0,00958416973511834;12,5135;-58,8446;64,6355;"R";1,02984013463562;0,0410561416685741;1;355,039446640504;188
"46";"R_7PL_ROI";2;0,00995492997401243;17,837;-71,7997;59,0052;"R";1,02952619657897;-0,00508356017575994;0;349,685052382415;12
"47";"R_7PC_ROI";1;0,0103206497169722;32,7263;-51,6105;69,193;"R";1,02914588847785;0,0294539063319054;1;340,992073489994;10
"48";"R_LIPv_ROI";1;0,0106944027566562;31,6252;-64,1274;62,6232;"R";1,02898374649508;0,0348402940672219;1;339,857307880063;24
"49";"R_VIP_ROI";1;0,0110731062395691;22,2529;-63,6514;66,5773;"R";1,02862183308212;0,0595127706620678;1;378,413448310266;14
"50";"R_MIP_ROI";1;0,0114694160925004;27,4885;-75,9801;54,2949;"R";1,02839526759423;0,0322139753354067;1;361,045750656578;6
"51";"R_1_ROI";1;0,0118756724136831;46,5537;-27,1185;65,2762;"R";1,02790765642714;0,0316351561911736;1;340,798831828922;11
"52";"R_2_ROI";1;0,0122610325523062;42,7766;-36,5621;65,4743;"R";1,02786498262886;0,0207009128059065;1;305,511710988073;3
"53";"R_3a_ROI";1;0,0126573350204017;45,1661;-16,8134;63,847;"R";1,0276995258865;0,0351200637893999;1;337,129168184788;1
"54";"R_6d_ROI";1;0,0130635061722328;35,0095;-7,72449;71,1996;"R";1,02753183312154;-0,00125549082530258;0;311,821388212875;6
"55";"R_6mp_ROI";1;0,0134819794628487;15,4173;-9,74476;74,6888;"R";1,02745675858265;0,0370800409869055;1;297,769784117906;2
"56";"R_6v_ROI";1;0,0138988457450565;61,2375;8,91548;30,2606;"R";1,02727330072316;0,0567344179431315;1;365,25371459279;3
"57";"R_p24pr_ROI";1;0,0142968040648409;2,9735;-0,140771;40,181;"R";1,02673500165893;0,0460132715269769;1;316,969563712394;0
"58";"R_33pr_ROI";1;0,0146928726385748;2,10513;12,5786;30,8917;"R";1,02652423801937;0,0145160180136709;1;295,346302190477;0
"59";"R_a24pr_ROI";1;0,0150797469773237;3,53;19,6974;32,8651;"R";1,02646558840572;0,0654242578329572;1;348,10839928691;8
"60";"R_p32pr_ROI";1;0,0154671947028705;5,61277;20,9864;42,917;"R";1,02618659130884;0,049032350035705;1;329,221930197652;2
"61";"R_a24_ROI";2;0,015861212807628;5,34475;39,628;-0,222395;"R";1,02583800338964;-0,0455729270626554;0;241,009314385556;0
"62";"R_d32_ROI";2;0,016243472440713;7,59332;45,6063;27,1128;"R";1,02560350340544;-0,0343542477161216;0;264,73420903472;33
"63";"R_8BM_ROI";2;0,0166181045926714;7,94204;33,6575;48,3305;"R";1,02552279722206;-0,0352219050201696;0;300,885220724115;53
"64";"R_p32_ROI";2;0,0169968121021448;8,20707;49,7414;-0,977086;"R";1,02543448043076;-0,0289255581309741;0;280,859261071751;21
"65";"R_10r_ROI";2;0,0173790584627428;9,35946;50,2808;-9,21838;"R";1,02504602727056;-0,0703509892498526;0;305,319738104731;0
"66";"R_47m_ROI";2;0,0177350555147144;33,6067;44,3736;-21,896;"R";1,02477990228457;-0,0631210528027597;0;317,067850720242;104
"67";"R_8Av_ROI";2;0,0180886883854853;41,6207;30,3134;52,7984;"R";1,02456767003459;-0,0902907830418246;0;331,111395421312;356
"68";"R_8Ad_ROI";2;0,0184601347088753;24,8163;41,2619;52,4932;"R";1,02419700658166;-0,0925203627255629;0;336,0717371632;196
"69";"R_9m_ROI";2;0,0188038860735025;9,77772;55,5384;19,4907;"R";1,02413091733997;-0,0924735225677076;0;307,875744851584;231
"70";"R_8BL_ROI";2;0,0191514456066921;13,1297;42,8029;49,899;"R";1,02386293732239;-0,0883534700179832;0;344,892315963857;39
"71";"R_9p_ROI";2;0,0195009373771505;19,3273;56,7856;36,8587;"R";1,02360890159734;-0,0594408422140482;0;315,361835680978;160
"72";"R_10d_ROI";2;0,0198621094528503;14,5949;63,9099;6,3469;"R";1,02338021760095;-0,0718768753831177;0;311,168726899848;167
"73";"R_8C_ROI";2;0,0202241947279654;47,0638;33,202;41,5634;"R";1,02331125671835;-0,0823853277157141;0;334,005298014635;6
"74";"R_44_ROI";2;0,0205907781195677;55,5926;30,7987;8,21848;"R";1,0229747071061;-0,0543863315324377;0;296,290999459326;6
"75";"R_45_ROI";2;0,0209647447209802;51,8548;41,8814;1,28693;"R";1,02285496697334;-0,0626079205730203;0;316,045571367381;0
"76";"R_47l_ROI";2;0,0213340120764918;43,7371;47,658;-13,7434;"R";1,02262731277308;-0,0868996847913628;0;343,027203207719;33
"77";"R_a47r_ROI";2;0,0216645913034621;37,864;59,5346;-10,576;"R";1,02228430883696;-0,0653354232123401;0;330,24070653696;26
"78";"R_6r_ROI";1;0,0220391956607365;59,5259;18,4077;17,3005;"R";1,02200322174029;0,0649453331471752;1;364,108228824237;530
"79";"R_IFJa_ROI";2;0,0223953255213986;53,4912;31,0643;25,0642;"R";1,02188137810758;-0,040794711245727;0;331,569103765343;2
"80";"R_IFJp_ROI";2;0,0226951972940132;53,9779;22,2877;33,5081;"R";1,02174567735865;-0,0223255095685396;0;311,241913454333;49
"81";"R_IFSp_ROI";2;0,0229923110966428;52,4454;40,7271;18,2284;"R";1,02150740269926;-0,0211963731676184;0;319,796995226634;90
"82";"R_IFSa_ROI";1;0,0232828409698555;49,675;50,6786;5,20129;"R";1,02135597530081;0,022029764249378;1;343,596727218373;19
"83";"R_p9-46v_ROI";2;0,0235624299561503;46,0452;48,3089;27,0877;"R";1,02125062443295;-0,0463322375793221;0;325,498289106959;19
"84";"R_46_ROI";2;0,0238410957518656;37,0494;53,7846;33,3392;"R";1,021036395706;-0,0417654289987189;0;306,237952572638;97
"85";"R_a9-46v_ROI";1;0,024121194247655;40,9927;61,2528;7,54336;"R";1,02090843158882;0,0330962896159275;1;342,767590501304;339
"86";"R_9-46d_ROI";1;0,024395708852501;29,74;63,0865;23,0988;"R";1,02058554386471;0,0572238121687451;1;367,201002056925;419
"87";"R_9a_ROI";2;0,0246742676736311;18,4624;64,3698;21,3977;"R";1,02023497322348;-0,070495139917646;0;286,389999297934;27
"88";"R_10v_ROI";2;0,024953352611519;11,147;50,6572;-14,2929;"R";1,02010660423705;-0,0677073175304609;0;306,211552630135;39
"89";"R_a10p_ROI";2;0,025231259886373;26,0191;64,4888;-8,02278;"R";1,02001920842646;-0,0406681780119038;0;323,972988511284;14
"90";"R_10pp_ROI";2;0,0255008922809101;18,1195;59,2093;-13,2955;"R";1,01994626293684;-0,0443170228811935;0;294,514186723924;0
"91";"R_11l_ROI";2;0,0257558961984372;27,5378;54,0826;-19,3212;"R";1,01959523139251;-0,00765910065799372;0;304,923527645367;23
"92";"R_13l_ROI";2;0,0260109974194922;24,9429;37,8085;-25,883;"R";1,0195768520426;-0,0205587621417573;0;281,757079466298;0
"93";"R_OFC_ROI";2;0,0262595261371746;12,9634;36,6683;-23,587;"R";1,01941888040827;-0,0251138112112146;0;238,3210011704;0
"94";"R_47s_ROI";2;0,0265225657614486;33,0099;33,8833;-24,9105;"R";1,01909926907648;-0,0342031307730863;0;290,141114706621;0
"95";"R_LIPd_ROI";2;0,026788326469006;38,3248;-64,1704;57,2959;"R";1,01890926738729;-0,0119680440581392;0;297,758971337849;105
"96";"R_6a_ROI";1;0,0270359768191933;29,7331;8,5891;67,9602;"R";1,01876323400221;0,0221719204913687;1;317,695072728878;0
"97";"R_i6-8_ROI";2;0,0272885941336355;35,4586;22,4701;60,9687;"R";1,01867729206654;-0,0521643433843928;0;333,889136334623;53
"98";"R_s6-8_ROI";2;0,0275331327354987;18,7338;28,1582;62,8455;"R";1,01843047253052;-0,0464202159131307;0;323,769626884473;69
"99";"R_43_ROI";1;0,0277839664999875;61,924;5,67994;11,0477;"R";1,01824790499226;0,0680772910811817;1;374,894993015044;2
"100";"R_OP4_ROI";1;0,0280373402513309;63,0578;-6,40771;14,6898;"R";1,01801438332238;0,0705235536260627;1;367,784532293875;17
"101";"R_OP1_ROI";1;0,0282939813814389;56,8963;-15,843;15,4816;"R";1,01775176739311;0,0196839760103175;1;320,463764775355;0
"102";"R_OP2-3_ROI";1;0,0285192772771378;51,3937;-8,28483;10,6981;"R";1,0176239199469;0,0418061531585077;1;345,41346130798;2
"103";"R_52_ROI";1;0,0287602526783033;51,477;-7,76963;-3,25098;"R";1,01740779210509;0,0724931646621365;1;370,815168737796;24
"104";"R_RI_ROI";1;0,0290077086765;57,2127;-26,756;14,884;"R";1,0172932132412;0,062240055469931;1;357,668379300714;9
"105";"R_PFcm_ROI";1;0,0292674765103359;61,3094;-25,5357;21,6459;"R";1,01713628169976;0,081307187735396;1;378,209482206035;224
"106";"R_PoI2_ROI";1;0,0295062181822261;46,4368;13,7221;-13,0385;"R";1,01697684723094;0,0545692348313712;1;362,350699989751;0
"107";"R_TA2_ROI";1;0,0297673410688786;55,4828;4,25641;-16,9808;"R";1,01662633413369;0,0479575306101614;1;367,997883204656;0
"108";"R_FOP4_ROI";1;0,0300078761364262;48,5447;25,7731;1,07973;"R";1,0166136118652;0,0525750114657152;1;350,980890699233;0
"109";"R_MI_ROI";1;0,0302469965389255;43,9819;22,6609;-11,7675;"R";1,01635205826177;0,0623362928853929;1;364,488366837333;60
"110";"R_Pir_ROI";1;0,0304935907830156;33,9807;18,5583;-32,4409;"R";1,01630005631729;0,0256669437675536;1;309,628338240937;0
"111";"R_AVI_ROI";2;0,0307473939727954;40,9792;34,3531;-15,9696;"R";1,01622328801891;0,00915563383215133;1;311,590088864608;9
"112";"R_AAIC_ROI";1;0,0309867148617579;36,4401;25,345;-26,3751;"R";1,01603702514379;0,0285442581051392;1;325,826317771079;0
"113";"R_FOP1_ROI";1;0,0312259698713628;55,5335;12,1726;5,71548;"R";1,01591244713595;0,0545475328996398;1;356,577185696348;0
"114";"R_FOP3_ROI";1;0,0314686686541493;46,4891;18,2405;-0,680978;"R";1,01581250459641;0,0592502721440193;1;357,189582803486;0
"115";"R_FOP2_ROI";1;0,0317074520722739;51,169;6,56433;5,70963;"R";1,01574091812875;0,0349453417865609;1;335,158797209026;0
"116";"R_PFt_ROI";1;0,0319450360166452;62,3717;-24,3981;44,39;"R";1,01546800758678;0,0396686786204703;1;338,004133863843;12
"117";"R_AIP_ROI";1;0,0321772901599953;45,8997;-45,6113;56,927;"R";1,01531334896583;0,026069732224726;1;336,085843121103;9
"118";"R_EC_ROI";2;0,0324053199254025;31,593;-11,1874;-40,004;"R";1,01508386548892;-0,0469885397680437;0;303,041589995035;0
"119";"R_PreS_ROI";2;0,0326356429528757;21,5555;-40,429;-21,2506;"R";1,01491836713193;-0,0398737214642495;0;298,250956342569;0
"120";"R_H_ROI";2;0,0328691304395741;28,4755;-20,7455;-31,2903;"R";1,01461477661818;-0,0242745632531212;0;289,364047518558;0
"121";"R_ProS_ROI";2;0,0331025892197016;12,5434;-56,7855;-3,49956;"R";1,01433108593293;-0,02550766674321;0;274,361486996381;3
"122";"R_PeEc_ROI";2;0,0333152381442346;35,374;-9,29555;-43,1326;"R";1,01428003519569;-0,0315887301329046;0;277,208079821864;0
"123";"R_STGa_ROI";2;0,0335386988838166;52,8343;11,1678;-29,0059;"R";1,01414327264523;-0,0521819537627983;0;288,311365297793;0
"124";"R_PBelt_ROI";1;0,0337577329779657;62,6319;-22,0874;4,23151;"R";1,0139422258135;0,0285932453171043;1;298,2398134774;2
"125";"R_A5_ROI";2;0,0339734375438398;64,1252;-19,5546;-3,71639;"R";1,01375570483071;-0,0328744283306807;0;295,175866170097;0
"126";"R_PHA1_ROI";2;0,0341939112998413;25,1167;-41,5795;-25,8321;"R";1,01357194098511;-0,0289663494631612;0;294,066839977762;0
"127";"R_PHA3_ROI";2;0,0344200601543689;32,2005;-42,9438;-30,5382;"R";1,01341541472914;0,000601781803048763;1;331,252435647923;0
"128";"R_STSda_ROI";2;0,0346512570875727;60,7947;-3,53603;-18,2347;"R";1,01322254133134;-0,0780221667593803;0;332,442240212034;0
"129";"R_STSdp_ROI";2;0,0348878789529372;62,8694;-28,5061;-5,24259;"R";1,01302309037458;-0,0170860953456969;0;304,495930588623;0
"130";"R_STSvp_ROI";2;0,0351239091640717;63,7555;-34,3727;-8,91097;"R";1,01297943556314;-0,044403353043865;0;316,839972149677;1
"131";"R_TGd_ROI";2;0,0353509684131423;43,8856;13,0851;-40,2025;"R";1,01261197932886;-0,0753544532085687;0;332,052679507818;1
"132";"R_TE1a_ROI";2;0,0355763370552018;59,7991;-7,59065;-28,0971;"R";1,01257066330818;-0,0893361095802808;0;337,3831452346;2
"133";"R_TE1p_ROI";2;0,0357922727423001;62,8978;-44,6111;-13,7474;"R";1,01245179634057;-0,0354757050595804;0;336,185805436669;9
"134";"R_TE2a_ROI";2;0,0359879246321881;57,2602;-16,9342;-32,5268;"R";1,012334959147;-0,0582297777807241;0;318,503496942688;28
"135";"R_TF_ROI";2;0,0361915519533259;44,4776;-23,1756;-38,6039;"R";1,01230611088735;-0,0168104367226029;0;317,450329089356;0
"136";"R_TE2p_ROI";2;0,0363753453748394;53,6296;-44,9692;-27,0755;"R";1,01199358003377;-0,0144132687196327;0;310,261573052422;40
"137";"R_PHT_ROI";1;0,0365649356019357;61,1717;-55,3933;-5,67552;"R";1,01185042025575;0,0336285850184839;1;357,615468722212;8
"138";"R_PH_ROI";1;0,0367488251445231;52,6766;-66,4423;-16,4321;"R";1,01179241523256;0,0168149110259354;1;343,253796383477;17
"139";"R_TPOJ1_ROI";1;0,0369167441352957;62,2442;-46,1787;8,32584;"R";1,01155275093255;0,0101407321405474;1;341,784155518461;1
"140";"R_TPOJ2_ROI";1;0,0370904346763172;58,5092;-62,6632;7,11005;"R";1,01133635950036;0,0358155622993031;1;354,348995901824;0
"141";"R_TPOJ3_ROI";2;0,0372593603638294;53,987;-74,1801;14,6672;"R";1,01112498706185;-0,00193180153747307;0;327,291859837351;2
"142";"R_DVT_ROI";2;0,037437199201135;12,1251;-78,5032;33,5764;"R";1,01103689105669;0,00347692435784783;1;331,599805644031;0
"143";"R_PGp_ROI";1;0,0376127670783106;46,5474;-86,4579;23,4039;"R";1,01095101927396;0,040500478160025;1;360,980369393822;15
"144";"R_IP2_ROI";2;0,0377983864190779;49,9954;-52,2667;52,7652;"R";1,01075572759285;-0,0084046433749712;0;332,294776761378;47
"145";"R_IP1_ROI";2;0,0379563239117474;40,6846;-74,0717;49,3513;"R";1,0106155294277;-0,0369653540364648;0;338,061549717851;54
"146";"R_IP0_ROI";1;0,0380960213440776;37,2852;-86,9869;35,2219;"R";1,01040696686851;0,0517760777373296;1;325,888398823993;4
"147";"R_PFop_ROI";1;0,038239078071099;66,1984;-15,7688;28,0183;"R";1,01030282829614;0,0683628580000239;1;358,136954154005;30
"148";"R_PF_ROI";1;0,0383852100682706;65,3278;-32,2026;35,4308;"R";1,01010708027429;0,0342866801221648;1;347,694120866937;316
"149";"R_PFm_ROI";2;0,0385413957146914;58,5605;-52,0063;43,9648;"R";1,01004662012917;-0,0440371238282769;0;312,220398043414;47
"150";"R_PGi_ROI";2;0,038708695041369;57,3444;-64,9284;27,2283;"R";1,00990074126507;-0,113696654656807;0;356,406767999697;736
"151";"R_PGs_ROI";2;0,0388739195774815;50,4273;-73,1759;40,7051;"R";1,00979384083278;-0,0867682110562312;0;341,838590567992;117
"152";"R_V6A_ROI";1;0,0390452191328512;19,2425;-86,6335;41,8879;"R";1,00962965194076;0,0821301311632657;1;384,470498632761;3
"153";"R_VMV1_ROI";1;0,03920687975538;19,1921;-58,7211;-17,1867;"R";1,00940002766341;0,0641245472081212;1;363,853773126813;0
"154";"R_VMV3_ROI";1;0,0393653192265886;29,9803;-63,5782;-23,772;"R";1,00934051858977;0,0422416746386039;1;354,579290044382;0
"155";"R_PHA2_ROI";2;0,0395386368078807;28,903;-41,0034;-29,0972;"R";1,00922284789085;-0,0436814183170563;0;320,408216177639;1
"156";"R_V4t_ROI";1;0,0397222496053442;48,5485;-82,0295;-5,90969;"R";1,00914642280883;0,0462573092992569;1;335,759326915707;0
"157";"R_FST_ROI";1;0,0399030110505561;54,9344;-69,2892;-7,45739;"R";1,00901819770315;0,0498878488481699;1;359,720671293329;10
"158";"R_V3CD_ROI";1;0,0400470817476295;37,595;-94,7827;17,8555;"R";1,00878203317045;0,0745438709412664;1;365,018300275089;0
"159";"R_LO3_ROI";1;0,0401773659646617;47,8433;-86,0632;8,87829;"R";1,00870394412078;0,0595493466475157;1;347,666834614255;2
"160";"R_VMV2_ROI";1;0,0403076727092851;24,1382;-59,9713;-20,6539;"R";1,0086890332487;0,0358627794322516;1;310,797350548011;0
"161";"R_31pd_ROI";2;0,040400352704443;6,20401;-56,6167;39,9484;"R";1,00837518276005;-0,0775089332046551;0;323,816607893354;4
"162";"R_31a_ROI";2;0,0404954875242067;5,60152;-44,61;43,739;"R";1,00824504043679;-0,0536974699319483;0;300,052798725689;22
"163";"R_VVC_ROI";1;0,0405633539676906;36,542;-54,9856;-28,7131;"R";1,00806548299842;0,0511687879925699;1;276,873382926369;0
"164";"R_25_ROI";2;0,0406481721321639;4,84085;22,2933;-15,4668;"R";1,007928664397;-0,0118470760751845;0;240,807758350178;0
"165";"R_s32_ROI";2;0,0407375873790093;5,7648;34,5642;-12,0906;"R";1,00791364118068;-0,058470142593389;0;293,268241586941;2
"166";"R_pOFC_ROI";1;0,0408181824920732;16,3331;19,9268;-26,862;"R";1,00751375857517;0,0407705821886577;1;326,900024937043;0
"167";"R_PoI1_ROI";1;0,0408720769402207;49,162;8,34246;-14,7761;"R";1,00744356562941;0,0700591216649567;1;374,944047578484;21
"168";"R_Ig_ROI";1;0,0409294139982305;48,2554;-2,98118;4,36077;"R";1,00733514779331;0,0534113225814654;1;330,748063474284;0
"169";"R_FOP5_ROI";2;0,0409826306948752;46,6341;37,6873;-4,21261;"R";1,00719490425952;-0,0406370392762477;0;285,73674266581;2
"170";"R_p10p_ROI";2;0,0410630846049436;26,4125;67,3486;4,33257;"R";1,00697747753064;-0,0210695398111004;0;316,858079813025;50
"171";"R_p47r_ROI";2;0,0411722953535586;45,0075;56,3789;-3,8272;"R";1,00678727609058;-0,060051676575393;0;328,934130474016;61
"172";"R_TGv_ROI";2;0,0413338136974893;42,3516;-0,325963;-44,6803;"R";1,00665265641721;-0,0266763843621965;0;275,087151160751;0
"173";"R_MBelt_ROI";1;0,0415128738476979;55,8767;-10,7522;-3,26385;"R";1,00650419610654;0,0421569112942076;1;336,984897426737;2
"174";"R_LBelt_ROI";1;0,0417087394782479;59,1382;-23,1168;6,61575;"R";1,00641056923494;0,0465897287352;1;352,752683577002;1
"175";"R_A4_ROI";1;0,0419069700973864;64,0252;-20,8485;1,27518;"R";1,0063425516076;0,0511953813108044;1;365,505358323906;0
"176";"R_STSva_ROI";2;0,0421096825977279;61,8291;-11,4739;-19,5872;"R";1,00622937545018;-0,0945748110441935;0;348,685172561318;71
"177";"R_TE1m_ROI";2;0,0423309794801181;63,3764;-29,3732;-19,5795;"R";1,00596411893825;-0,0765147967929517;0;328,232463086108;48
"178";"R_PI_ROI";1;0,0425574309451125;50,7205;10,2304;-20,6694;"R";1,00585773565851;0,0436262211108909;1;346,848916814689;0
"179";"R_a32pr_ROI";1;0,042783239362378;6,08628;34,8872;32,1108;"R";1,00578406393359;0,0126575616365383;1;320,425456723729;10
"180";"R_p24_ROI";1;0,0430422342865325;4,9989;37,9177;15,6267;"R";1,00570176158059;0,0306908137598267;1;336,579882415446;24
"181";"L_V1_ROI";1;0,043331647002332;-9,66141;-84,5161;-0,484587;"L";1,00546813712852;0,0414722901429203;1;336,483592257064;0
"182";"L_MST_ROI";1;0,0436527992732067;-51,6683;-78,4569;2,95631;"L";1,00531285405027;0,0585147130830831;1;373,328217962126;3
"183";"L_V6_ROI";1;0,0439921975732935;-9,92671;-83,667;30,0225;"L";1,00513522770309;0,0751343525763274;1;369,208398015812;8
"184";"L_V2_ROI";1;0,0443189150063924;-11,4511;-83,621;-8,18927;"L";1,00505688260674;0,0587068594456958;1;380,705307725603;5
"185";"L_V3_ROI";1;0,0446689522912814;-24,9707;-102,401;4,30728;"L";1,00502615314167;0,0614894257443102;1;360,941984654999;6
"186";"L_V4_ROI";1;0,0450206671614655;-32,6537;-93,0531;-15,3647;"L";1,00479971400036;0,0448153355566196;1;338,928178846469;25
"187";"L_V8_ROI";1;0,0453968579340925;-32,9345;-77,2125;-22,8581;"L";1,00453428611354;0,0558747789771869;1;334,83746819521;0
"188";"L_4_ROI";1;0,0457445016717007;-33,3431;-17,1152;72,0779;"L";1,00442933058422;0,0233261529018575;1;335,60093039173;4
"189";"L_3b_ROI";1;0,0461127190349966;-46,5182;-22,1065;62,6829;"L";1,00435326015204;0,0396958076152053;1;346,32933799171;86
"190";"L_FEF_ROI";1;0,0464956931863115;-42,9503;4,93378;61,2976;"L";1,00421537434338;0,0404044155409706;1;347,667613694555;1
"191";"L_PEF_ROI";1;0,0468859823457194;-53,2305;10,2373;44,246;"L";1,00420469550741;-0,00325903651093555;0;281,35261965738;0
"192";"L_55b_ROI";1;0,0472820919496154;-49,9196;7,25686;52,551;"L";1,00396649249099;-0,000271218397080601;0;265,756050880988;0
