"";"Vertex";"Label";"Membership";"Modularity";"x";"y";"z";"Hemisphere";"TimeBin";"EigenVal";"FiedlerVec";"FiedlerBinary";"Strength";"Betweenness"
"29";11347;"L_7m_ROI";3;-0,000150044778209178;-7,10096;-67,058;44,3758;"L";"First";1,00920334667889;-0,00668480992100962;0;2302,2893632886;22
"30";11348;"L_7m_ROI";3;-0,000134676646009633;-6,99006;-65,9426;45,3448;"L";"First";1,00917288081452;0,00101464172400557;1;2301,23757492078;18
"31";11349;"L_7m_ROI";3;-0,000119250214120348;-6,90834;-64,8177;46,2989;"L";"First";1,00917144870673;-0,020228033143513;0;2412,29494691114;44
"32";11350;"L_7m_ROI";3;-0,000102685000789249;-6,85631;-63,6864;47,2375;"L";"First";1,00915361625035;-0,0140573633603613;0;2428,75887640812;7
"33";11351;"L_7m_ROI";3;-8,72881974788969e-05;-6,83382;-62,5516;48,1596;"L";"First";1,0091300561183;-0,0203617635767026;0;2516,30938830193;0
"34";11352;"L_7m_ROI";3;-7,19433709390493e-05;-6,84013;-61,4157;49,0644;"L";"First";1,00911253100369;-0,0245993385606704;0;2559,65426060032;14
"35";11370;"L_7m_ROI";2;-5,7464107026514e-05;-7,33427;-69,282;41,2323;"L";"First";1,00908323461442;0,00529820821705484;1;2351,41983941575;16
"36";11371;"L_7m_ROI";3;-4,39372110920255e-05;-7,16173;-68,2058;42,2451;"L";"First";1,00907454416759;-0,0051201466877202;0;2381,55937551119;5
"37";11372;"L_7m_ROI";2;-2,90110375970631e-05;-7,01442;-67,111;43,2437;"L";"First";1,00905393850228;-0,0127587127920749;0;2339,93700061028;84
"38";11373;"L_7m_ROI";3;-1,45900224787247e-05;-6,8947;-66,0009;44,2278;"L";"First";1,00904568435869;-0,00495888358691743;0;2269,68075446664;14
"39";11374;"L_7m_ROI";3;5,71137040373903e-07;-6,804;-64,8789;45,197;"L";"First";1,00900725319023;-0,0285587048608011;0;2420,74097795966;25
"40";11375;"L_7m_ROI";3;1,53472227831619e-05;-6,74297;-63,7483;46,1506;"L";"First";1,00898213938859;-0,0265368014083993;0;2409,10710885781;188
"41";11376;"L_7m_ROI";3;3,01215571208705e-05;-6,71157;-62,612;47,0878;"L";"First";1,008967053556;-0,0273812842024514;0;2507,59043109011;6
"42";11377;"L_7m_ROI";3;4,5698077602698e-05;-6,70921;-61,4729;48,0073;"L";"First";1,00895194039486;-0,0211280668869753;0;2597,71506744087;6
"43";11394;"L_7m_ROI";2;6,09027441945564e-05;-7,27841;-69,2946;40,0613;"L";"First";1,00894633438096;0,00637923798775146;1;2347,19171098554;25
"44";11395;"L_7m_ROI";3;7,60373451922859e-05;-7,09812;-68,2306;41,0889;"L";"First";1,00893596492803;-0,0101689461546367;0;2453,34643226629;12
"45";11396;"L_7m_ROI";3;9,13869239121185e-05;-6,9426;-67,1452;42,1026;"L";"First";1,00892457064151;-0,0164523297041371;0;2428,33099699155;10
"46";11397;"L_7m_ROI";3;0,000107041539307272;-6,81433;-66,042;43,1021;"L";"First";1,00888932567498;-0,0164712429176311;0;2320,92917525877;40
"47";11398;"L_7m_ROI";3;0,000122677312636231;-6,71487;-64,9242;44,0867;"L";"First";1,00888037120777;-0,0312139841490011;0;2452,25624365763;19
"48";11399;"L_7m_ROI";3;0,000138225837188739;-6,64498;-63,7954;45,0559;"L";"First";1,00887045870627;-0,0351870237551076;0;2423,01563853179;360
"49";11400;"L_7m_ROI";3;0,000154637400843795;-6,60473;-62,6588;46,0084;"L";"First";1,00885109740287;-0,0342692320774727;0;2455,05008541584;92
"50";11401;"L_7m_ROI";3;0,0001714244343677;-6,5936;-61,5173;46,9432;"L";"First";1,00884442335737;-0,0194335803054306;0;2618,32907613163;4
"51";11402;"L_7m_ROI";3;0,000187122498083504;-6,61062;-60,3736;47,8589;"L";"First";1,00882990677188;-0,0107893834316979;0;2566,03156449077;32
"52";11418;"L_7m_ROI";3;0,000202704225730478;-7,0466;-68,233;39,9243;"L";"First";1,00881049258022;-0,00889023080749123;0;2514,24899619954;103
"53";11419;"L_7m_ROI";3;0,000218556721807877;-6,88316;-67,1588;40,9532;"L";"First";1,00877442268793;-0,0168997189973541;0;2581,52148094627;5
"54";11420;"L_7m_ROI";3;0,000234689390035133;-6,74661;-66,064;41,9683;"L";"First";1,0087712844934;-0,0265240236186946;0;2453,52491206233;39
"55";11421;"L_7m_ROI";3;0,000250934904109499;-6,63863;-64,9521;42,9688;"L";"First";1,00875219555336;-0,0273888961867207;0;2477,44363985833;92
"56";11422;"L_7m_ROI";3;0,000267326196828426;-6,56008;-63,8265;43,9538;"L";"First";1,00872131596737;-0,0412221612871484;0;2549,68533012332;74
"57";11423;"L_7m_ROI";3;0,000283874028008068;-6,51107;-62,6907;44,9222;"L";"First";1,0087142809367;-0,0358036080972596;0;2543,96611511241;96
"58";11424;"L_7m_ROI";3;0,000301031888437901;-6,49118;-61,5478;45,8726;"L";"First";1,00869707828685;-0,0270538950929554;0;2643,87157782044;14
"59";11425;"L_7m_ROI";3;0,000318144652786602;-6,49949;-60,4007;46,8037;"L";"First";1,00869410927057;-0,00529582998915238;0;2640,67656697447;25
"60";11440;"L_7m_ROI";3;0,000336393805232028;-7,00482;-68,2111;38,7522;"L";"First";1,00867546040786;-0,0152172906125044;0;2576,70476241068;31
"61";11441;"L_7m_ROI";3;0,000353939301009076;-6,83372;-67,1499;39,7965;"L";"First";1,00865427110044;-0,00566565574732319;0;2559,28623835427;36
"62";11442;"L_7m_ROI";3;0,000371557049293551;-6,68917;-66,0653;40,8273;"L";"First";1,00865289946491;-0,0297068040768824;0;2585,36418323289;11
"63";11443;"L_7m_ROI";3;0,000389219025185119;-6,57293;-64,9609;41,8438;"L";"First";1,00863327228499;-0,0212051853244458;0;2595,93151691194;61
"64";11444;"L_7m_ROI";3;0,000407118852558455;-6,48591;-63,8401;42,845;"L";"First";1,00862118283559;-0,0315968533523476;0;2626,60623985438;100
"65";11445;"L_7m_ROI";3;0,000426368132595101;-6,4283;-62,7064;43,8295;"L";"First";1,00860052655384;-0,0342868048661371;0;2628,62988911346;19
"66";11446;"L_7m_ROI";3;0,00044476686591413;-6,39969;-61,5632;44,796;"L";"First";1,00859865652286;-0,0238617871740397;0;2605,99900403557;27
"67";11447;"L_7m_ROI";3;0,000463275424134105;-6,39924;-60,4135;45,7429;"L";"First";1,00857515107248;-0,00304515226978759;0;2651,61727066097;19
"68";11448;"L_7m_ROI";3;0,000481761898156484;-6,42575;-59,2602;46,6686;"L";"First";1,00855960625193;-0,000862657995129301;0;2530,66211517066;19
"69";11461;"L_7m_ROI";3;0,000500173257004026;-6,9704;-68,1625;37,5738;"L";"First";1,00854162112222;-0,0243842065900515;0;2680,79279848537;21
"70";11462;"L_7m_ROI";3;0,00051875692461218;-6,7919;-67,1161;38,6333;"L";"First";1,0085292196016;-0,00717773112625564;0;2598,24934192816;38
"71";11463;"L_7m_ROI";3;0,000538637059126784;-6,63962;-66,0437;39,6799;"L";"First";1,00850287323605;-0,0169126918475524;0;2675,95469423419;22
"72";11464;"L_7m_ROI";3;0,000557539992466657;-6,51536;-64,9486;40,7125;"L";"First";1,00848600977422;-0,0169171865219572;0;2669,88119965468;15
"73";11465;"L_7m_ROI";3;0,000577810497905091;-6,42012;-63,8343;41,7301;"L";"First";1,00846877737537;-0,0134523794747896;0;2672,45870639773;33
"74";11466;"L_7m_ROI";3;0,000597425076093448;-6,35409;-62,7044;42,7311;"L";"First";1,00846511870016;-0,0147979610571839;0;2696,30703113896;35
"75";11467;"L_7m_ROI";3;0,00061690461604619;-6,31688;-61,5623;43,7139;"L";"First";1,00844701651155;-0,0242639206543531;0;2620,32611668771;5
"76";11468;"L_7m_ROI";3;0,000636411614481888;-6,30767;-60,4112;44,677;"L";"First";1,0084332002266;-0,011173902093456;0;2572,49904145253;20
"77";11481;"L_7m_ROI";3;0,000655946524826163;-6,94101;-68,0849;36,3905;"L";"First";1,00843161807716;-0,0283365329179505;0;2714,93206184363;3
"78";11482;"L_7m_ROI";3;0,000675590561733043;-6,75532;-67,0552;37,465;"L";"First";1,00841373569104;-0,0313563474812748;0;2675,19953585319;6
"79";11483;"L_7m_ROI";3;0,000695419323548521;-6,59554;-65,9969;38,5272;"L";"First";1,00840193571237;-0,0160072536398929;0;2700,33351704583;8
"80";11484;"L_7m_ROI";3;0,000715520637208723;-6,46353;-64,9132;39,576;"L";"First";1,00839592709678;-0,00235246683439127;0;2641,11475174265;14
"81";11485;"L_7m_ROI";3;0,000735630972614509;-6,36029;-63,8074;40,61;"L";"First";1,00839082139971;-0,0167472372413272;0;2685,25610185821;4
"82";11486;"L_7m_ROI";3;0,000755852659045435;-6,28606;-62,683;41,6276;"L";"First";1,00837587637725;-0,0135139847877691;0;2696,13252778498;24
"83";11487;"L_7m_ROI";3;0,000776444189681416;-6,24042;-61,5435;42,6271;"L";"First";1,00836493713755;-0,0279692246969112;0;2707,51626004927;20
"84";11488;"L_7m_ROI";3;0,000796931517129728;-6,22255;-60,3923;43,6066;"L";"First";1,00833383838828;-0,0341792955110377;0;2556,83983539535;14
"85";11500;"L_7m_ROI";3;0,00081959352069587;-6,91438;-67,9756;35,204;"L";"First";1,00832482830495;-0,0326615663023894;0;2735,85096088908;4
"86";11501;"L_7m_ROI";3;0,000840568907381946;-6,72167;-66,9647;36,2929;"L";"First";1,00831174440115;-0,046074071993556;0;2743,62589046004;4
"87";11502;"L_7m_ROI";3;0,000861860635109287;-6,55461;-65,9226;37,3705;"L";"First";1,00830319781294;-0,0247645810223476;0;2766,42436065852;8
"88";11503;"L_7m_ROI";3;0,000883225368571688;-6,41508;-64,8523;38,4352;"L";"First";1,00828739736134;5,4655598389788e-05;1;2622,8898742373;29
"89";11504;"L_7m_ROI";3;0,000904598717574023;-6,30411;-63,7571;39,4856;"L";"First";1,00827210851382;-0,0229181079107467;0;2706,64094962447;18
"90";11505;"L_7m_ROI";3;0,000926518879922778;-6,22189;-62,6402;40,52;"L";"First";1,00826367780418;-0,0247224231808675;0;2752,20637578184;38
"91";11506;"L_7m_ROI";3;0,000947995365167302;-6,16803;-61,5052;41,5363;"L";"First";1,00824098318561;-0,0250698480297563;0;2731,1127934518;12
"92";11518;"L_7m_ROI";3;0,000969393842869123;-6,88839;-67,8322;34,016;"L";"First";1,00823103113931;-0,0372284813292321;0;2634,68960246426;8
"93";11519;"L_7m_ROI";3;0,000990821837700987;-6,68877;-66,8419;35,1188;"L";"First";1,00822628764051;-0,0507084300647201;0;2761,36412829793;0
"94";11520;"L_7m_ROI";3;0,00101233200204784;-6,5146;-65,8181;36,2112;"L";"First";1,0082087066239;-0,0407328457215642;0;2796,23098151851;0
"95";11521;"L_7m_ROI";3;0,00103410613619693;-6,36776;-64,7636;37,2916;"L";"First";1,00818825706044;-0,0278501585977443;0;2745,6708330002;1
"96";11522;"L_7m_ROI";3;0,00105604265448436;-6,24927;-63,6812;38,3582;"L";"First";1,00818657335982;-0,0359490287439508;0;2753,13374457547;20
"97";11523;"L_7m_ROI";3;0,00107770327631065;-6,15933;-62,5741;39,4092;"L";"First";1,00817636796458;-0,0233565326431939;0;2679,11979439363;26
"98";11534;"L_7m_ROI";3;0,00110023133799257;-7,09003;-68,5831;31,7047;"L";"First";1,00816203995023;-0,0128835390062301;0;2575,01742764769;0
"99";11535;"L_7m_ROI";3;0,00112222781809539;-6,86107;-67,6521;32,8287;"L";"First";1,00813101302675;-0,0250067671556105;0;2589,73041473859;7
"100";11536;"L_7m_ROI";3;0,00114442363623213;-6,65459;-66,6842;33,9445;"L";"First";1,0081230304326;-0,0513176969702352;0;2750,20629204279;1
"101";11537;"L_7m_ROI";3;0,00116746983996868;-6,47341;-65,6809;35,051;"L";"First";1,00810638248266;-0,0440544275535135;0;2766,84358942664;0
"102";11538;"L_7m_ROI";3;0,00119007833098439;-6,31945;-64,6444;36,1465;"L";"First";1,00809933860337;-0,0488379613590725;0;2785,06909018373;0
"103";11539;"L_7m_ROI";3;0,00121231713266162;-6,19368;-63,5773;37,229;"L";"First";1,00809122378211;-0,0579831435343425;0;2827,99254094035;9
"104";11540;"L_7m_ROI";3;0,00123507197979736;-6,09625;-62,4824;38,2964;"L";"First";1,00806736160098;-0,0464154596106158;0;2785,7284139944;36
"105";11551;"L_7m_ROI";3;0,00125709722238713;-6,83064;-67,4328;31,6444;"L";"First";1,00805891869478;-0,0208569220441941;0;2516,31331124125;1
"106";11552;"L_7m_ROI";3;0,00127927260273027;-6,61728;-66,4889;32,7723;"L";"First";1,00805796339152;-0,046280963026098;0;2714,32836050122;0
"107";11553;"L_7m_ROI";3;0,00130147918446388;-6,42919;-65,5081;33,892;"L";"First";1,00803629461042;-0,0449748559251325;0;2742,43108963368;1
"108";11554;"L_7m_ROI";3;0,00132374210681654;-6,26824;-64,4921;35,0018;"L";"First";1,00802900301326;-0,0496875641496701;0;2733,90547131876;4
"109";11555;"L_7m_ROI";3;0,00134614324153484;-6,13537;-63,4428;36,0996;"L";"First";1,0080181163044;-0,0611831779379386;0;2804,39764463358;11
"110";11556;"L_7m_ROI";3;0,00136839357771684;-6,03071;-62,3628;37,183;"L";"First";1,00799404071655;-0,0581960649606985;0;2792,93176480677;13
"111";11567;"L_7m_ROI";3;0,00139069647026544;-6,57527;-66,2535;31,6044;"L";"First";1,00798380512739;-0,0369642739629431;0;2649,02164428385;4
"112";11568;"L_7m_ROI";3;0,00141427213537838;-6,38029;-65,2971;32,7363;"L";"First";1,00797577360048;-0,0443738452064439;0;2770,78668287792;1
"113";11569;"L_7m_ROI";3;0,00143667016063413;-6,21245;-64,3038;33,8595;"L";"First";1,00796753148777;-0,0400130574615478;0;2738,11357957646;20
"114";11570;"L_7m_ROI";3;0,0014591577204261;-6,07266;-63,275;34,9717;"L";"First";1,00795559750404;-0,0602417920596098;0;2848,97443165752;4
"115";11571;"L_7m_ROI";3;0,00148160804638699;-5,96097;-62,2128;36,0705;"L";"First";1,00795315441442;-0,0599516779025646;0;2765,67553271301;39
"116";11582;"L_7m_ROI";3;0,00150405061146378;-6,32533;-65,0452;31,5864;"L";"First";1,0079345671069;-0,0445837404131825;0;2793,35036130618;1
"117";11583;"L_7m_ROI";3;0,00152626814192964;-6,15066;-64,0767;32,7218;"L";"First";1,0079314227683;-0,0379751784949635;0;2753,29223404973;47
"118";11584;"L_7m_ROI";3;0,00154859709737884;-6,00408;-63,0711;33,8474;"L";"First";1,00791785891584;-0,0600552203277142;0;2801,39849276726;1
"119";11596;"L_7m_ROI";3;0,00157105823926101;-6,08175;-63,8081;31,5912;"L";"First";1,00790571896237;-0,05190474462005;0;2791,75078023545;11
"120";11597;"L_7m_ROI";3;0,00159373028257018;-5,92847;-62,8281;32,729;"L";"First";1,00788746825599;-0,0545790026779368;0;2753,30928502369;8
"121";11609;"L_7m_ROI";3;0,0016164439894053;-5,84498;-62,543;31,6191;"L";"First";1,00787136483669;-0,0598931821989265;0;2742,35901620303;11
"122";11610;"L_7m_ROI";3;0,00163918789989919;-5,71335;-61,5521;32,7577;"L";"First";1,00785750250428;-0,0584975204192079;0;2756,74756023748;4
"123";11621;"L_7m_ROI";3;0,00166198144132078;-5,61504;-61,2512;31,6694;"L";"First";1,00785041612887;-0,0544108612545832;0;2780,21235949225;0
"124";24353;"L_7m_ROI";3;0,00168492929491778;-6,96433;-67,3442;26,9791;"L";"First";1,00783370657274;-0,0114146705425867;0;2301,09789288264;42
"125";24354;"L_7m_ROI";3;0,00170790260958263;-7,00473;-67,7209;28,1439;"L";"First";1,00782586636001;-0,0125752902211012;0;2354,88461239959;16
"126";24367;"L_7m_ROI";3;0,00173098501245271;-6,58713;-65,6737;25,869;"L";"First";1,00780552468362;-0,0295659410923035;0;2444,3959119823;241
"127";24368;"L_7m_ROI";3;0,00175522177676926;-6,65102;-66,1198;26,9939;"L";"First";1,00779797914316;-0,0277647792034508;0;2420,56088623927;64
"128";24369;"L_7m_ROI";3;0,00177843903213269;-6,70666;-66,5172;28,1373;"L";"First";1,00777851027121;-0,0210794295875201;0;2399,88914366397;20
"129";24370;"L_7m_ROI";3;0,00180151843859667;-6,75459;-66,8674;29,2957;"L";"First";1,00777393705176;-0,00966157228524626;0;2371,39698765144;12
"130";24381;"L_7m_ROI";3;0,00182461639805354;-6,25749;-64,3946;25,936;"L";"First";1,00776039888563;-0,0408000501201965;0;2565,4680470571;71
"131";24382;"L_7m_ROI";3;0,00184787566814465;-6,33763;-64,8638;27,0357;"L";"First";1,00773840994986;-0,0325669458739311;0;2512,8070754974;1
"132";24383;"L_7m_ROI";3;0,00187123145965296;-6,40907;-65,2826;28,156;"L";"First";1,00772467440224;-0,0249119728817576;0;2485,50362883833;1
"133";24384;"L_7m_ROI";3;0,0018944202112076;-6,47209;-65,6526;29,2932;"L";"First";1,00770987972385;-0,00272078879126751;0;2503,98431692215;1
"134";24395;"L_7m_ROI";3;0,0019177054810639;-6,02715;-63,5772;27,1057;"L";"First";1,00770500043741;-0,0380569564462129;0;2636,44863643267;6
"135";24396;"L_7m_ROI";3;0,00194143066377724;-6,11454;-64,0179;28,2013;"L";"First";1,00770101118604;-0,0380210360460648;0;2730,04669555915;0
"136";24397;"L_7m_ROI";3;0,00196472688054434;-6,19313;-64,408;29,3156;"L";"First";1,00768837352648;-0,0428999606851068;0;2788,88106105197;0
"137";24408;"L_7m_ROI";3;0,00198802199182218;-5,82517;-62,724;28,2735;"L";"First";1,00766540266676;-0,0459415311727534;0;2723,34905613731;13
"138";24409;"L_7m_ROI";3;0,00201140150038922;-5,91943;-63,1345;29,3637;"L";"First";1,00766284915205;-0,0532123619326782;0;2827,59511825838;6
"139";24420;"L_7m_ROI";3;0,00203488619001873;-5,65222;-61,8335;29,4372;"L";"First";1,00764411061457;-0,0587983033380186;0;2737,03382427133;79
"140";39815;"R_7m_ROI";3;0,00205844720246192;6,53291;-60,9778;31,5418;"R";"First";1,0076325394511;-0,0131429258002595;0;2462,05663910877;41
"141";39816;"R_7m_ROI";3;0,00208217399178485;6,87318;-62,2549;31,5399;"R";"First";1,00762741008592;-0,0188063741944932;0;2389,45323969799;24
"142";39817;"R_7m_ROI";3;0,00210602909710073;7,22684;-63,5091;31,5653;"R";"First";1,00762338225139;-0,0241641216328075;0;2346,2233417949;78
"143";39818;"R_7m_ROI";3;0,00213002354552068;7,59251;-64,7386;31,618;"R";"First";1,00760789858409;-0,023408977175174;0;2406,03246762308;46
"144";39819;"R_7m_ROI";3;0,00215423881437389;7,96823;-65,9425;31,6974;"R";"First";1,00759319582708;-0,0273275307508033;0;2505,09150850095;15
"145";39820;"R_7m_ROI";3;0,00217832313640054;8,35151;-67,12;31,8018;"R";"First";1,007579245033;-0,0188264118064301;0;2492,70021471241;1
"146";40919;"R_7m_ROI";2;0,00220235855971695;9,74551;-69,4238;49,0942;"R";"First";1,00757363776831;-0,00847171235905505;0;2235,45423069855;100
"147";40949;"R_7m_ROI";2;0,00222647318049436;9,58969;-69,5427;48,0356;"R";"First";1,00756567353578;-0,00974511931246375;0;2255,26730995397;732
"148";40978;"R_7m_ROI";2;0,00225054826659293;9,45413;-69,6376;46,9633;"R";"First";1,00754979019822;-0,00761373282975753;0;2292,54940940826;208
"149";40979;"R_7m_ROI";2;0,00227546082591052;9,17586;-68,5388;47,8195;"R";"First";1,00754050161945;-0,0230453189919031;0;2380,5369355432;492
"150";40980;"R_7m_ROI";3;0,00229997170218189;8,92678;-67,4214;48,6631;"R";"First";1,00753324998458;-0,0277036700902817;0;2548,7569567606;15
"151";41006;"R_7m_ROI";2;0,00232513651738519;9,3373;-69,708;45,8773;"R";"First";1,0075149807359;0,00211695616125957;1;2270,2703139321;26
"152";41007;"R_7m_ROI";3;0,00234993772952426;9,05309;-68,6215;46,7476;"R";"First";1,00750826754935;-0,0248199308178879;0;2358,97992759632;1077
"153";41008;"R_7m_ROI";3;0,00237502407981514;8,79722;-67,5141;47,6052;"R";"First";1,00750497112902;-0,0289368028045123;0;2557,13137528788;15
"154";41009;"R_7m_ROI";3;0,0024001361271818;8,57278;-66,3889;48,4507;"R";"First";1,00749426670355;-0,0140749957495813;0;2598,0589696321;12
"155";41010;"R_7m_ROI";3;0,00242501112491675;8,38179;-65,2487;49,2844;"R";"First";1,00748317738889;-0,00500834329652333;0;2582,74710738231;16
"156";41033;"R_7m_ROI";2;0,00244954845897263;9,23757;-69,753;44,7778;"R";"First";1,00747400100914;0,00978874977443322;1;2279,0745400728;21
"157";41034;"R_7m_ROI";3;0,00247413037121716;8,94777;-68,6805;45,6629;"R";"First";1,00746368640584;-0,0239227394743596;0;2431,84901578751;22
"158";41035;"R_7m_ROI";3;0,00249884224093831;8,68546;-67,5847;46,5352;"R";"First";1,00745571026028;-0,022589712727159;0;2520,92864901242;3
"159";41036;"R_7m_ROI";3;0,00252381913563531;8,45397;-66,4686;47,3952;"R";"First";1,00744320713309;-0,0116840236221946;0;2627,66239019136;14
"160";41037;"R_7m_ROI";3;0,00254884756033145;8,25554;-65,3354;48,2432;"R";"First";1,00742366811049;-0,00774872319371746;0;2614,2465130362;14
"161";41038;"R_7m_ROI";3;0,002573947158442;8,09144;-64,1882;49,0793;"R";"First";1,00741548385549;-0,0187147586648955;0;2663,13608690147;10
"162";41039;"R_7m_ROI";3;0,00259909632130564;7,96203;-63,0301;49,9029;"R";"First";1,00741130927957;-0,0326509128697928;0;2615,96817888806;2
"163";41060;"R_7m_ROI";3;0,0026245280961327;8,85812;-68,7147;44,5654;"R";"First";1,00740054745104;-0,0258980481031244;0;2487,36049840416;17
"164";41061;"R_7m_ROI";3;0,0026500462796546;8,58971;-67,632;45,4531;"R";"First";1,00739323705438;-0,0186680617735826;0;2573,28292585129;11
"165";41062;"R_7m_ROI";3;0,00267526133606274;8,35146;-66,5267;46,3284;"R";"First";1,00738172543111;-0,00463753066750061;0;2652,76087159996;3
"166";41063;"R_7m_ROI";3;0,00270060703988367;8,14585;-65,4019;47,1915;"R";"First";1,00737160596197;-0,00941888395054097;0;2614,19318622172;12
"167";41064;"R_7m_ROI";3;0,00272590905406257;7,97432;-64,2608;48,0423;"R";"First";1,007361239272;-0,0141694138287651;0;2675,78640148942;14
"168";41065;"R_7m_ROI";3;0,00275133958629344;7,83743;-63,1067;48,8804;"R";"First";1,00735337788143;-0,0182216001095379;0;2666,85416747395;29
"169";41085;"R_7m_ROI";3;0,00277706015237469;8,78228;-68,7232;43,4554;"R";"First";1,00734218755133;-0,0234362530186218;0;2463,91677941918;7
"170";41086;"R_7m_ROI";3;0,00280238330899055;8,50805;-67,6552;44,3591;"R";"First";1,00733261631713;-0,0138034658171979;0;2650,35713578861;20
"171";41087;"R_7m_ROI";3;0,00282768880795811;8,26335;-66,5622;45,2504;"R";"First";1,00732795636608;-0,000308163042928298;0;2674,52810121802;1
"172";41088;"R_7m_ROI";3;0,00285305039395067;8,05081;-65,4473;46,1293;"R";"First";1,007304637913;-0,0087755793988387;0;2646,23546455074;13
"173";41089;"R_7m_ROI";3;0,00287855849800583;7,87205;-64,3137;46,9956;"R";"First";1,00729924845167;-0,0103919350860676;0;2661,53457185734;3
