"";"Label";"Membership";"Modularity";"x";"y";"z";"Hemisphere";"EigenVal";"FiedlerVec";"FiedlerBinary";"Strength";"Betweenness"
"64";"R_p32_ROI";1;0,023997682266509;8,20707;49,7414;-0,977086;"R";1,02773147537799;0,0404589389799133;1;297,557146316022;47
"65";"R_10r_ROI";1;0,0243546054481042;9,35946;50,2808;-9,21838;"R";1,02745481174897;0,0494055053953678;1;299,248571835846;1
"66";"R_47m_ROI";1;0,0247020138476416;33,6067;44,3736;-21,896;"R";1,02724978848817;0,0220683926631432;1;269,358336966887;0
"67";"R_8Av_ROI";1;0,0250613418732385;41,6207;30,3134;52,7984;"R";1,0269003293635;0,0456432671721482;1;338,090695594663;26
"68";"R_8Ad_ROI";1;0,0254031883130744;24,8163;41,2619;52,4932;"R";1,02665521654559;0,0489179064569444;1;337,073893808312;51
"69";"R_9m_ROI";1;0,0257201515984118;9,77772;55,5384;19,4907;"R";1,02631584187697;0,0706409533650286;1;318,558438648578;13
"70";"R_8BL_ROI";1;0,026031676645136;13,1297;42,8029;49,899;"R";1,02606375790863;0,0767095232349182;1;346,953928758466;61
"71";"R_9p_ROI";1;0,0263548714657878;19,3273;56,7856;36,8587;"R";1,02591688824621;0,0708190919819228;1;331,045559613701;22
"72";"R_10d_ROI";1;0,0266962361686334;14,5949;63,9099;6,3469;"R";1,02579218969823;0,0584682719633744;1;329,723412354582;3
"73";"R_8C_ROI";1;0,0269976457301405;47,0638;33,202;41,5634;"R";1,02563529851454;0,0422744447453242;1;328,487769429341;85
"74";"R_44_ROI";1;0,0272980261386061;55,5926;30,7987;8,21848;"R";1,02539957092962;0,03075105814468;1;300,372551750494;6
"75";"R_45_ROI";1;0,027606500062369;51,8548;41,8814;1,28693;"R";1,02521787870222;0,0357893600190017;1;312,341569674504;2
"76";"R_47l_ROI";1;0,0279203292099626;43,7371;47,658;-13,7434;"R";1,02494092128149;0,0709650356061245;1;338,79870645344;3
"77";"R_a47r_ROI";1;0,0282630560647059;37,864;59,5346;-10,576;"R";1,02488003387454;0,0320050225391477;1;311,619388893677;29
"78";"R_6r_ROI";1;0,028569905751144;59,5259;18,4077;17,3005;"R";1,02443661863643;0,00148259599101356;1;340,268569097223;826
"79";"R_IFJa_ROI";3;0,0288633254425371;53,4912;31,0643;25,0642;"R";1,02430688734924;-0,0199217581128142;0;341,869273314203;14
"80";"R_IFJp_ROI";1;0,0291561835137249;53,9779;22,2877;33,5081;"R";1,02408926512919;0,0330469364252725;1;315,453348135834;6
"81";"R_IFSp_ROI";1;0,0294307395005904;52,4454;40,7271;18,2284;"R";1,0239259610986;0,0263246051476463;1;307,031461371126;18
"82";"R_IFSa_ROI";1;0,0297093783744992;49,675;50,6786;5,20129;"R";1,02359747082369;0,017986600098335;1;338,620584425077;455
"83";"R_p9-46v_ROI";1;0,0300120459376656;46,0452;48,3089;27,0877;"R";1,02338914138381;0,0277450516551297;1;319,420642708933;148
"84";"R_46_ROI";1;0,0303418308591944;37,0494;53,7846;33,3392;"R";1,02330989485766;0,0228327691051544;1;334,211049203994;342
"85";"R_a9-46v_ROI";1;0,0306488449966921;40,9927;61,2528;7,54336;"R";1,02302059515665;0,0263590703324718;1;316,735337606517;110
"86";"R_9-46d_ROI";1;0,0309988350239675;29,74;63,0865;23,0988;"R";1,02291848865428;0,0272452387341568;1;312,949351380191;93
"87";"R_9a_ROI";1;0,0313395024277705;18,4624;64,3698;21,3977;"R";1,02246705369132;0,0667285589512387;1;334,001141130243;3
"88";"R_10v_ROI";1;0,0316673907322215;11,147;50,6572;-14,2929;"R";1,02232300432161;0,0566293975901302;1;337,289569124495;86
"89";"R_a10p_ROI";1;0,0320022439391548;26,0191;64,4888;-8,02278;"R";1,02212783774204;0,0269146932235723;1;286,15659431223;15
"90";"R_10pp_ROI";1;0,0323018530710966;18,1195;59,2093;-13,2955;"R";1,02203149929067;0,03753275709513;1;279,075985059601;9
"91";"R_11l_ROI";1;0,0326000895396541;27,5378;54,0826;-19,3212;"R";1,02168003213704;0,023813284829026;1;304,713838888636;7
"92";"R_13l_ROI";1;0,0328818685908986;24,9429;37,8085;-25,883;"R";1,0215677197317;0,0302451642184048;1;283,608941545927;6
"93";"R_OFC_ROI";1;0,0331518155082358;12,9634;36,6683;-23,587;"R";1,02125119654281;0,0301946158639894;1;273,628129723641;0
"94";"R_47s_ROI";1;0,0334186084553503;33,0099;33,8833;-24,9105;"R";1,02108884035062;0,0396667548994991;1;295,08540755282;0
"95";"R_LIPd_ROI";1;0,0336766138133449;38,3248;-64,1704;57,2959;"R";1,02094292098427;0,0126475919525408;1;328,644172273154;7
"96";"R_6a_ROI";3;0,033908632485242;29,7331;8,5891;67,9602;"R";1,02086886972506;-0,0312866753707459;0;343,153430317788;19
"97";"R_i6-8_ROI";1;0,0341443216029513;35,4586;22,4701;60,9687;"R";1,02073376551381;0,0212690941174889;1;305,056972314483;21
"98";"R_s6-8_ROI";1;0,0343676530409385;18,7338;28,1582;62,8455;"R";1,02057625287514;0,0523281919164491;1;317,16834817843;65
"99";"R_43_ROI";3;0,0345962677001675;61,924;5,67994;11,0477;"R";1,02025862271858;-0,000509946835239226;0;324,185854051101;11
"100";"R_OP4_ROI";3;0,0348100062530967;63,0578;-6,40771;14,6898;"R";1,01998534149675;-0,00619925964111614;0;339,60068774299;13
"101";"R_OP1_ROI";3;0,0350207609213416;56,8963;-15,843;15,4816;"R";1,01975198175651;-0,023857044877468;0;352,178443417125;5
"102";"R_OP2-3_ROI";3;0,0352245728789668;51,3937;-8,28483;10,6981;"R";1,0196712959;0,00603001087226079;1;310,107846113157;2
"103";"R_52_ROI";2;0,0354285947990742;51,477;-7,76963;-3,25098;"R";1,01941361707077;0,0220886914591861;1;279,29454042945;0
"104";"R_RI_ROI";3;0,0356381347495196;57,2127;-26,756;14,884;"R";1,01916500986757;-0,0123901507997842;0;335,829912450159;1
"105";"R_PFcm_ROI";3;0,0358378039385702;61,3094;-25,5357;21,6459;"R";1,0189957973265;-0,0152511444249678;0;342,943483509933;71
"106";"R_PoI2_ROI";2;0,0360179113918891;46,4368;13,7221;-13,0385;"R";1,01879118138771;0,0116799382523456;1;312,448094306432;1
"107";"R_TA2_ROI";3;0,036191250311794;55,4828;4,25641;-16,9808;"R";1,01856786036894;0,00571952202846259;1;294,824770791122;2
"108";"R_FOP4_ROI";2;0,0363338672258457;48,5447;25,7731;1,07973;"R";1,01827507646274;0,0236272696541677;1;306,98785604181;4
"109";"R_MI_ROI";2;0,0364752835703816;43,9819;22,6609;-11,7675;"R";1,01809173398306;0,0264482212613368;1;305,524852327547;4
"110";"R_Pir_ROI";2;0,0366164953541836;33,9807;18,5583;-32,4409;"R";1,01804060541897;0,0162346821048875;1;215,90964556634;0
"111";"R_AVI_ROI";1;0,0367609263704101;40,9792;34,3531;-15,9696;"R";1,01786883506062;0,0328717962125097;1;252,908443016123;0
"112";"R_AAIC_ROI";2;0,0369083076193318;36,4401;25,345;-26,3751;"R";1,01772666924538;0,0245550692069995;1;238,445421400868;0
"113";"R_FOP1_ROI";3;0,0370456112330152;55,5335;12,1726;5,71548;"R";1,01759602736917;-0,0105340025575752;0;334,240647932336;5
"114";"R_FOP3_ROI";2;0,0371701451393294;46,4891;18,2405;-0,680978;"R";1,01737386858859;0,0162799659245834;1;318,264314623423;7
"115";"R_FOP2_ROI";3;0,0372838351117512;51,169;6,56433;5,70963;"R";1,01720477080527;-0,00334944075055412;0;342,617806147181;0
"116";"R_PFt_ROI";3;0,0374009095041203;62,3717;-24,3981;44,39;"R";1,01712639552143;-0,0168505068876746;0;356,798601528022;1
"117";"R_AIP_ROI";1;0,0375092023696432;45,8997;-45,6113;56,927;"R";1,01686973534876;0,00147135099483429;1;340,55289639294;162
"118";"R_EC_ROI";1;0,0376022891555093;31,593;-11,1874;-40,004;"R";1,01653957944551;0,0249489940322236;1;235,827322904473;0
"119";"R_PreS_ROI";1;0,0377028192510328;21,5555;-40,429;-21,2506;"R";1,01643528540257;0,0209656652028875;1;249,472240528184;0
"120";"R_H_ROI";1;0,0378018058562185;28,4755;-20,7455;-31,2903;"R";1,01632895302963;0,0319122537525611;1;288,30760085423;0
"121";"R_ProS_ROI";3;0,0378872007233506;12,5434;-56,7855;-3,49956;"R";1,01622300021906;-0,0494159491792241;0;300,124923959178;0
"122";"R_PeEc_ROI";3;0,0379616843101205;35,374;-9,29555;-43,1326;"R";1,01589664149125;-0,0318740413415544;0;303,814243091133;0
"123";"R_STGa_ROI";1;0,0380233172689371;52,8343;11,1678;-29,0059;"R";1,01559478132168;0,0105722730776255;1;319,484957237281;0
"124";"R_PBelt_ROI";2;0,038090107209902;62,6319;-22,0874;4,23151;"R";1,01551383483815;0,0148739682731473;1;268,882178431911;0
"125";"R_A5_ROI";2;0,0381911968683783;64,1252;-19,5546;-3,71639;"R";1,0152764966992;0,0145948628393689;1;279,692042692469;1
"126";"R_PHA1_ROI";3;0,0382817022362532;25,1167;-41,5795;-25,8321;"R";1,01509230424786;-0,0213465825614685;0;277,45229668682;2
"127";"R_PHA3_ROI";1;0,0383636992365001;32,2005;-42,9438;-30,5382;"R";1,01499556689397;-0,00279742901514763;0;285,733535369116;1
"128";"R_STSda_ROI";1;0,0384508150701331;60,7947;-3,53603;-18,2347;"R";1,01475413222971;0,040592026216589;1;321,43100396456;0
"129";"R_STSdp_ROI";1;0,0385406192226034;62,8694;-28,5061;-5,24259;"R";1,01457637863843;0,048004449512675;1;303,943632304535;11
"130";"R_STSvp_ROI";1;0,0386177151915847;63,7555;-34,3727;-8,91097;"R";1,01447945869965;0,0473702320952928;1;322,572460906718;141
"131";"R_TGd_ROI";1;0,0386963247581634;43,8856;13,0851;-40,2025;"R";1,0143830197716;0,0565378794366906;1;323,306632120086;0
"132";"R_TE1a_ROI";1;0,0387673899767185;59,7991;-7,59065;-28,0971;"R";1,0142461849772;0,0709186189310829;1;340,959957303923;54
"133";"R_TE1p_ROI";1;0,038838718629015;62,8978;-44,6111;-13,7474;"R";1,01393082898146;0,023931441479938;1;322,466317193159;17
"134";"R_TE2a_ROI";1;0,038888839224746;57,2602;-16,9342;-32,5268;"R";1,01380287554956;0,0617509586520028;1;309,033875059979;4
"135";"R_TF_ROI";3;0,038955438561304;44,4776;-23,1756;-38,6039;"R";1,01353260743673;-0,0135037262322585;0;242,828556719031;0
"136";"R_TE2p_ROI";3;0,0390537955368073;53,6296;-44,9692;-27,0755;"R";1,01332256502864;-0,0404085011608386;0;334,184822904778;0
"137";"R_PHT_ROI";1;0,0391472403087708;61,1717;-55,3933;-5,67552;"R";1,01321020940113;0,0193798939611009;1;309,39378045982;18
"138";"R_PH_ROI";3;0,0392568426286716;52,6766;-66,4423;-16,4321;"R";1,01295786789809;-0,0984946092372367;0;342,483989343738;0
"139";"R_TPOJ1_ROI";1;0,0393778303833737;62,2442;-46,1787;8,32584;"R";1,01265079680407;0,0260397020454863;1;298,285132282796;20
"140";"R_TPOJ2_ROI";3;0,0395018974364289;58,5092;-62,6632;7,11005;"R";1,01259769955994;-0,0187381201155219;0;345,981875849477;18
"141";"R_TPOJ3_ROI";3;0,0396342607368921;53,987;-74,1801;14,6672;"R";1,01247774095655;-0,0630327977457779;0;380,383467873376;46
"142";"R_DVT_ROI";3;0,0397791138731026;12,1251;-78,5032;33,5764;"R";1,01235295386904;-0,0641266195884707;0;328,474949653408;0
"143";"R_PGp_ROI";3;0,0399360992274022;46,5474;-86,4579;23,4039;"R";1,01218478544608;-0,0205605058846448;0;339,692601434374;17
"144";"R_IP2_ROI";1;0,0400953654466333;49,9954;-52,2667;52,7652;"R";1,01191824145717;0,0339859211456314;1;327,727326975015;179
"145";"R_IP1_ROI";1;0,0402741905572061;40,6846;-74,0717;49,3513;"R";1,01177177062757;0,0271512178254684;1;323,678720804077;78
"146";"R_IP0_ROI";3;0,0404696118814558;37,2852;-86,9869;35,2219;"R";1,01169031547069;-0,0154001862425116;0;311,772757101074;12
"147";"R_PFop_ROI";3;0,0406871875660725;66,1984;-15,7688;28,0183;"R";1,01146487101305;0,00399322218811746;1;327,754378600705;6
"148";"R_PF_ROI";1;0,0408989357538974;65,3278;-32,2026;35,4308;"R";1,0112002815802;0,0161844596466957;1;307,320459968873;566
"149";"R_PFm_ROI";1;0,0411371018266981;58,5605;-52,0063;43,9648;"R";1,01114150221043;0,0357602855164963;1;300,804380982182;761
"150";"R_PGi_ROI";1;0,0413758400363569;57,3444;-64,9284;27,2283;"R";1,01097398653906;0,0772197149019882;1;335,803718439792;65
"151";"R_PGs_ROI";1;0,0416295135225217;50,4273;-73,1759;40,7051;"R";1,01086004848752;0,0627710495535766;1;335,53408608007;567
"152";"R_V6A_ROI";3;0,0418742027361302;19,2425;-86,6335;41,8879;"R";1,010571993586;-0,105245685381334;0;361,226168836965;2
"153";"R_VMV1_ROI";3;0,0421466778154189;19,1921;-58,7211;-17,1867;"R";1,01032063660118;-0,0588163973941596;0;324,420623464185;0
"154";"R_VMV3_ROI";3;0,0424217834256744;29,9803;-63,5782;-23,772;"R";1,01024391535061;-0,078577162731286;0;324,997360866952;0
"155";"R_PHA2_ROI";1;0,0426976495757987;28,903;-41,0034;-29,0972;"R";1,01011839551045;0,00812618762199091;1;264,675707059902;0
"156";"R_V4t_ROI";3;0,0429871858871097;48,5485;-82,0295;-5,90969;"R";1,00991578653368;-0,0912805239716439;0;366,253009078378;5
"157";"R_FST_ROI";3;0,0432617263549528;54,9344;-69,2892;-7,45739;"R";1,00981554660212;-0,119248708143089;0;330,243466324544;16
"158";"R_V3CD_ROI";3;0,0435271973712578;37,595;-94,7827;17,8555;"R";1,00966772523472;-0,134619434024254;0;307,019167409185;6
"159";"R_LO3_ROI";3;0,0437997756172036;47,8433;-86,0632;8,87829;"R";1,00948788675937;-0,109201068892233;0;361,605046902518;38
"160";"R_VMV2_ROI";3;0,0440540161349388;24,1382;-59,9713;-20,6539;"R";1,00933865330644;-0,0642596162526005;0;298,32722537861;14
"161";"R_31pd_ROI";1;0,0443067707857906;6,20401;-56,6167;39,9484;"R";1,00916833091295;0,0653652125797534;1;310,455805823412;88
"162";"R_31a_ROI";1;0,0445821719653998;5,60152;-44,61;43,739;"R";1,00891710474064;0,0275772300771724;1;322,369385487757;253
"163";"R_VVC_ROI";3;0,0448406815295317;36,542;-54,9856;-28,7131;"R";1,00871122215831;-0,0984357238455303;0;275,729473169158;0
"164";"R_25_ROI";1;0,0450925725804444;4,84085;22,2933;-15,4668;"R";1,00849448007406;0,00371752151970281;1;180,669443417045;0
"165";"R_s32_ROI";1;0,045355321447646;5,7648;34,5642;-12,0906;"R";1,00845916743336;0,0429355667249298;1;273,322643080671;0
"166";"R_pOFC_ROI";1;0,0456250220767121;16,3331;19,9268;-26,862;"R";1,00835269440829;0,021438744437827;1;255,462676863416;0
"167";"R_PoI1_ROI";2;0,0459058956218766;49,162;8,34246;-14,7761;"R";1,00822766261327;0,0173582594535977;1;310,776016023849;8
"168";"R_Ig_ROI";3;0,0462033730690176;48,2554;-2,98118;4,36077;"R";1,00800029039199;-0,0228862455124537;0;340,817920398192;1
"169";"R_FOP5_ROI";2;0,0464895310691172;46,6341;37,6873;-4,21261;"R";1,00779051470544;0,0176063591167003;1;318,13935748167;37
"170";"R_p10p_ROI";1;0,046780957669737;26,4125;67,3486;4,33257;"R";1,00765010950556;0,0483779575876089;1;307,673256352587;24
"171";"R_p47r_ROI";1;0,0470894833675408;45,0075;56,3789;-3,8272;"R";1,00753224060549;0,0242065136920355;1;283,491896753665;11
"172";"R_TGv_ROI";1;0,047379393172748;42,3516;-0,325963;-44,6803;"R";1,00736472411448;0,0161192402833535;1;209,922865638669;0
"173";"R_MBelt_ROI";2;0,0476812685517166;55,8767;-10,7522;-3,26385;"R";1,00710585515643;0,00849154788014692;1;280,259223041841;4
"174";"R_LBelt_ROI";2;0,0479795662705616;59,1382;-23,1168;6,61575;"R";1,00700451268982;0,0107812351688941;1;299,009882171985;2
"175";"R_A4_ROI";3;0,0482406838602826;64,0252;-20,8485;1,27518;"R";1,00670505582176;-0,00859066612436946;0;327,62003443622;3
"176";"R_STSva_ROI";1;0,0485108711573921;61,8291;-11,4739;-19,5872;"R";1,00649957416163;0,0603027413692456;1;318,126955100125;0
"177";"R_TE1m_ROI";1;0,0487706098011178;63,3764;-29,3732;-19,5795;"R";1,00636737877603;0,0237941535471943;1;303,930731814032;0
"178";"R_PI_ROI";2;0,0490445030205896;50,7205;10,2304;-20,6694;"R";1,00615739567959;0,0195785024964636;1;288,023005400864;0
"179";"R_a32pr_ROI";1;0,0493180631190711;6,08628;34,8872;32,1108;"R";1,00591176747741;0,0238504700188587;1;318,080656409743;127
"180";"R_p24_ROI";1;0,0495760196554358;4,9989;37,9177;15,6267;"R";1,00580155784902;0,0162175653990921;1;291,240761401204;60
"181";"L_V1_ROI";2;0,0498375995041061;-9,66141;-84,5161;-0,484587;"L";1,00561846247526;-0,00725121369721984;0;275,47010635128;4
"182";"L_MST_ROI";3;0,0501079467161309;-51,6683;-78,4569;2,95631;"L";1,00544223991964;-0,0908828772723997;0;362,235465599765;1
"183";"L_V6_ROI";3;0,0503553845170908;-9,92671;-83,667;30,0225;"L";1,00535171583167;-0,0913933056455429;0;367,629610666189;22
"184";"L_V2_ROI";3;0,0506067129505175;-11,4511;-83,621;-8,18927;"L";1,00531388693498;-0,0990794283397814;0;332,765644714615;15
"185";"L_V3_ROI";3;0,0508656683100012;-24,9707;-102,401;4,30728;"L";1,00503057165897;-0,109247872831053;0;321,819366278543;27
"186";"L_V4_ROI";3;0,0511327002761994;-32,6537;-93,0531;-15,3647;"L";1,00500823380645;-0,096069282757298;0;304,378769394255;17
"187";"L_V8_ROI";3;0,0513772373535348;-32,9345;-77,2125;-22,8581;"L";1,00461180214953;-0,114298093753396;0;296,656551924379;0
"188";"L_4_ROI";3;0,0516114563855136;-33,3431;-17,1152;72,0779;"L";1,00453200671169;-0,0527224219694887;0;375,099883337337;38
"189";"L_3b_ROI";3;0,0518528946061637;-46,5182;-22,1065;62,6829;"L";1,00441923204979;-0,0354459601395857;0;341,516427515303;18
"190";"L_FEF_ROI";3;0,0521007972658794;-42,9503;4,93378;61,2976;"L";1,00417192834267;-0,0431833482782597;0;373,97653376451;11
"191";"L_PEF_ROI";1;0,0523581534091056;-53,2305;10,2373;44,246;"L";1,00411003100601;0,026799677988322;1;290,74417720713;6
"192";"L_55b_ROI";1;0,0526089445569083;-49,9196;7,25686;52,551;"L";1,00385873332255;0,0354585599008932;1;319,727175819854;51
