"";"Vertex";"Label";"Membership";"Modularity";"x";"y";"z";"Hemisphere";"EigenVal";"FiedlerVec";"FiedlerBinary"
"1";10101;"L_7m_ROI";3;-0,000180072831340217;-5,50805;-60,904;30,594;"L";1,00594297093372;0,01212466605081;1
"2";10102;"L_7m_ROI";3;-0,000179150769574625;-5,753;-62,2126;30,5207;"L";1,00592182504442;0,00704557157297639;1
"3";10103;"L_7m_ROI";3;-0,000178303130117609;-6,00486;-63,495;30,4708;"L";1,00588935422316;0,00770908197738951;1
"4";10104;"L_7m_ROI";3;-0,000177242477050421;-6,26322;-64,7496;30,4452;"L";1,00581184560595;0,0103633082223802;1
"5";10105;"L_7m_ROI";3;-0,000175531529938386;-6,52723;-65,9755;30,4437;"L";1,00580484435675;0,0143335031181046;1
"6";10106;"L_7m_ROI";3;-0,000174360564971326;-6,79558;-67,172;30,4658;"L";1,00578601066208;0,018365813943375;1
"7";11205;"L_7m_ROI";2;-0,000173067087482677;-8,03953;-68,7946;48,0335;"L";1,00577300312634;0,00201845095121797;1
"8";11235;"L_7m_ROI";2;-0,000171443419408998;-7,86782;-68,9185;46,9301;"L";1,00575209166549;0,00265352440544381;1
"9";11264;"L_7m_ROI";2;-0,000169394573190657;-7,72029;-69,0267;45,8138;"L";1,00573657060207;0,00325915666312688;1
"10";11265;"L_7m_ROI";2;-0,000167557527418889;-7,58205;-67,9177;46,7704;"L";1,00572388396052;0,00379811836297129;1
"11";11266;"L_7m_ROI";3;-0,000165677945300601;-7,47071;-66,8001;47,7119;"L";1,005717596479;0,00814154746562042;1
"12";11267;"L_7m_ROI";3;-0,00016370230978629;-7,38782;-65,6766;48,6385;"L";1,00569422700917;0,0111799158437313;1
"13";11292;"L_7m_ROI";2;-0,000161615263484625;-7,59514;-69,1183;44,6853;"L";1,00568690956619;0,002714200869719;1
"14";11293;"L_7m_ROI";2;-0,000159473905483437;-7,4478;-68,0153;45,6553;"L";1,00568304660866;0,0035881296981206;1
"15";11294;"L_7m_ROI";3;-0,000157035101139075;-7,32701;-66,9013;46,6104;"L";1,00567525997165;0,00676266146747826;1
"16";11295;"L_7m_ROI";3;-0,000154547901540194;-7,23455;-65,7793;47,5507;"L";1,00566608116083;0,0118236908303137;1
"17";11296;"L_7m_ROI";3;-0,000152080707083827;-7,17135;-64,6523;48,476;"L";1,00565676289665;0,00867403423387448;1
"18";11297;"L_7m_ROI";3;-0,000149623521466788;-7,1376;-63,5229;49,3857;"L";1,00564891492877;0,00635491140825776;1
"19";11298;"L_7m_ROI";3;-0,000147119737156903;-7,13284;-62,3934;50,2792;"L";1,0056374727768;0,00571588315898464;1
"20";11319;"L_7m_ROI";2;-0,000144482951610698;-7,49046;-69,1922;43,5451;"L";1,00562912548964;0,00251202861316876;1
"21";11320;"L_7m_ROI";2;-0,00014180903895533;-7,33438;-68,0967;44,529;"L";1,00562810616428;0,00416563387448717;1
"22";11321;"L_7m_ROI";3;-0,000139051951003407;-7,20444;-66,9877;45,4982;"L";1,00561867834673;0,00515270856812179;1
"23";11322;"L_7m_ROI";3;-0,000136197314151686;-7,10263;-65,8683;46,4526;"L";1,0056096317685;0,0117777457746655;1
"24";11323;"L_7m_ROI";3;-0,00013334284763283;-7,03009;-64,7418;47,3921;"L";1,00560252125588;0,0118932964972566;1
"25";11324;"L_7m_ROI";3;-0,000130356670692275;-6,98717;-63,6109;48,316;"L";1,00558826329263;0,00858477319488023;1
"26";11325;"L_7m_ROI";3;-0,000127076928346795;-6,97357;-62,4784;49,2236;"L";1,00558027098317;0,00750139091834273;1
"27";11345;"L_7m_ROI";2;-0,000123945200005505;-7,40422;-69,2473;42,3938;"L";1,00557040447543;0,00276249138099429;1
"28";11346;"L_7m_ROI";3;-0,000120685317011241;-7,23973;-68,1607;43,3921;"L";1,00556391776915;0,00467091687288078;1
"29";11347;"L_7m_ROI";3;-0,000117211276775637;-7,10096;-67,058;44,3758;"L";1,00555967566093;0,0043324756063976;1
"30";11348;"L_7m_ROI";3;-0,000113543745468786;-6,99006;-65,9426;45,3448;"L";1,00554260510936;0,0123662374375028;1
"31";11349;"L_7m_ROI";3;-0,000110105786127078;-6,90834;-64,8177;46,2989;"L";1,0055407704168;0,0156308370651957;1
"32";11350;"L_7m_ROI";3;-0,00010625513341416;-6,85631;-63,6864;47,2375;"L";1,00552550937121;0,0110325482256135;1
"33";11351;"L_7m_ROI";3;-0,00010225009331068;-6,83382;-62,5516;48,1596;"L";1,00552147478614;0,0103823230296873;1
"34";11352;"L_7m_ROI";3;-9,81899777365904e-05;-6,84013;-61,4157;49,0644;"L";1,00551782304131;0,00661264756163079;1
"35";11370;"L_7m_ROI";2;-9,44722332108031e-05;-7,33427;-69,282;41,2323;"L";1,00551106930636;0,00282440345637189;1
"36";11371;"L_7m_ROI";3;-9,05815497587013e-05;-7,16173;-68,2058;42,2451;"L";1,0055086732142;0,0054648651505132;1
"37";11372;"L_7m_ROI";3;-8,66997897196698e-05;-7,01442;-67,111;43,2437;"L";1,00550224989385;0,00438225863778062;1
"38";11373;"L_7m_ROI";3;-8,25734732030354e-05;-6,8947;-66,0009;44,2278;"L";1,00549284197348;0,0130321187159101;1
"39";11374;"L_7m_ROI";3;-7,82581586214652e-05;-6,804;-64,8789;45,197;"L";1,00548615482748;0,0203650127692482;1
"40";11375;"L_7m_ROI";3;-7,35960623792335e-05;-6,74297;-63,7483;46,1506;"L";1,00547118646241;0,0129118473595331;1
"41";11376;"L_7m_ROI";3;-6,88152052690552e-05;-6,71157;-62,612;47,0878;"L";1,00546819496671;0,0134460211984825;1
"42";11377;"L_7m_ROI";3;-6,40692922892093e-05;-6,70921;-61,4729;48,0073;"L";1,00546410700363;0,0103668840907541;1
"43";11394;"L_7m_ROI";2;-5,89517735705089e-05;-7,27841;-69,2946;40,0613;"L";1,00546007103506;0,00284006520716549;1
"44";11395;"L_7m_ROI";3;-5,36878852689396e-05;-7,09812;-68,2306;41,0889;"L";1,00544810119325;0,00671207044850151;1
"45";11396;"L_7m_ROI";3;-4,84680799937352e-05;-6,9426;-67,1452;42,1026;"L";1,00544459723026;0,00616879342938372;1
"46";11397;"L_7m_ROI";3;-4,32851558640085e-05;-6,81433;-66,042;43,1021;"L";1,00543601457858;0,013286255315243;1
"47";11398;"L_7m_ROI";3;-3,80548963869923e-05;-6,71487;-64,9242;44,0867;"L";1,00542575970358;0,0221235299905943;1
"48";11399;"L_7m_ROI";3;-3,26182411133265e-05;-6,64498;-63,7954;45,0559;"L";1,00541838885632;0,0157233268518036;1
"49";11400;"L_7m_ROI";3;-2,75384315609302e-05;-6,60473;-62,6588;46,0084;"L";1,00541339467059;0,0160210770960108;1
"50";11401;"L_7m_ROI";3;-2,23959163903917e-05;-6,5936;-61,5173;46,9432;"L";1,00540625074329;0,0147954692765212;1
"51";11402;"L_7m_ROI";3;-1,7547549026255e-05;-6,61062;-60,3736;47,8589;"L";1,00540216605762;0,00867629504475319;1
"52";11418;"L_7m_ROI";3;-1,26168242486386e-05;-7,0466;-68,233;39,9243;"L";1,00539953222682;0,00844151011564867;1
"53";11419;"L_7m_ROI";3;-7,57942790647048e-06;-6,88316;-67,1588;40,9532;"L";1,00538957287007;0,00910370601038459;1
