"";"Vertex";"Label";"Membership";"Modularity";"x";"y";"z";"Hemisphere";"EigenVal";"FiedlerVec";"FiedlerBinary"
"119";11596;"L_7m_ROI";1;0,000366100469131221;-6,08175;-63,8081;31,5912;"L";1,00490093456281;0,00255587426492514;1
"120";11597;"L_7m_ROI";1;0,000374405932978341;-5,92847;-62,8281;32,729;"L";1,00489324246714;0,00633527963778496;1
"121";11609;"L_7m_ROI";1;0,000382911643326795;-5,84498;-62,543;31,6191;"L";1,00488760207133;0,0043119214893237;1
"122";11610;"L_7m_ROI";3;0,000391487466057656;-5,71335;-61,5521;32,7577;"L";1,00488562688436;-0,00546216109021133;0
"123";11621;"L_7m_ROI";3;0,000399986065965524;-5,61504;-61,2512;31,6694;"L";1,00488426813424;-0,00570542750076405;0
"124";24353;"L_7m_ROI";3;0,000408409381427944;-6,96433;-67,3442;26,9791;"L";1,00487759696209;-0,0135369090884075;0
"125";24354;"L_7m_ROI";3;0,000416839622919133;-7,00473;-67,7209;28,1439;"L";1,00487410778868;-0,0140377637081032;0
"126";24367;"L_7m_ROI";3;0,000425458234067555;-6,58713;-65,6737;25,869;"L";1,00487321665808;-0,0177098199620165;0
"127";24368;"L_7m_ROI";3;0,000433985720902523;-6,65102;-66,1198;26,9939;"L";1,00486625632687;-0,0148150184836125;0
"128";24369;"L_7m_ROI";3;0,000442576770089231;-6,70666;-66,5172;28,1373;"L";1,00486231366576;-0,0106485828639806;0
"129";24370;"L_7m_ROI";3;0,000451230707937814;-6,75459;-66,8674;29,2957;"L";1,00485689018445;-0,00586586452881112;0
"130";24381;"L_7m_ROI";3;0,000460014993724432;-6,25749;-64,3946;25,936;"L";1,00485257535568;-0,0132555746848973;0
"131";24382;"L_7m_ROI";3;0,000468767505627814;-6,33763;-64,8638;27,0357;"L";1,00484782552512;-0,0119094431324329;0
"132";24383;"L_7m_ROI";3;0,000477586607599341;-6,40907;-65,2826;28,156;"L";1,00484337663295;-0,00904977262736772;0
"133";24384;"L_7m_ROI";3;0,000486444187278985;-6,47209;-65,6526;29,2932;"L";1,00483894913092;-0,00653532656447486;0
"134";24395;"L_7m_ROI";3;0,000495387091666015;-6,02715;-63,5772;27,1057;"L";1,00483760821911;-0,0129460774365072;0
"135";24396;"L_7m_ROI";3;0,000504579644287203;-6,11454;-64,0179;28,2013;"L";1,00483565108795;-0,0113574548339163;0
"136";24397;"L_7m_ROI";3;0,000513731058406484;-6,19313;-64,408;29,3156;"L";1,0048304684127;-0,00721960169178314;0
"137";24408;"L_7m_ROI";3;0,000522860997910062;-5,82517;-62,724;28,2735;"L";1,00482473779033;-0,0129961917967303;0
"138";24409;"L_7m_ROI";3;0,000532043848045831;-5,91943;-63,1345;29,3637;"L";1,00481591089592;-0,00969055779476979;0
"139";24420;"L_7m_ROI";3;0,000541265337395068;-5,65222;-61,8335;29,4372;"L";1,00481414105085;-0,0111461323445883;0
"140";39815;"R_7m_ROI";3;0,000550517101689334;6,53291;-60,9778;31,5418;"R";1,0048093066239;-0,0170377100280417;0
"141";39816;"R_7m_ROI";3;0,000559989922693047;6,87318;-62,2549;31,5399;"R";1,00480495795126;-0,0197291777655812;0
"142";39817;"R_7m_ROI";3;0,000569248037927798;7,22684;-63,5091;31,5653;"R";1,00480448875056;-0,0186273873420592;0
"143";39818;"R_7m_ROI";3;0,000578549785876;7,59251;-64,7386;31,618;"R";1,00479749436169;-0,0179704051866231;0
"144";39819;"R_7m_ROI";3;0,000588059456310488;7,96823;-65,9425;31,6974;"R";1,0047912863205;-0,0198170448835417;0
"145";39820;"R_7m_ROI";3;0,000597460325274808;8,35151;-67,12;31,8018;"R";1,00478937520446;-0,0138522745625577;0
"146";40919;"R_7m_ROI";3;0,00060688395749031;9,74551;-69,4238;49,0942;"R";1,00478047976499;-0,00613979509663723;0
"147";40949;"R_7m_ROI";1;0,000616360757399704;9,58969;-69,5427;48,0356;"R";1,00477842002278;0,00257698959584591;1
"148";40978;"R_7m_ROI";1;0,000625893928326341;9,45413;-69,6376;46,9633;"R";1,00477304560854;0,00873169093637363;1
"149";40979;"R_7m_ROI";3;0,000635461756907046;9,17586;-68,5388;47,8195;"R";1,00476683659475;-0,00430190265362388;0
"150";40980;"R_7m_ROI";3;0,00064516070582455;8,92678;-67,4214;48,6631;"R";1,00476620933732;-0,00460039349792887;0
"151";41006;"R_7m_ROI";1;0,000655040531254304;9,3373;-69,708;45,8773;"R";1,00476229219123;0,0113757712390095;1
"152";41007;"R_7m_ROI";1;0,000664913017199722;9,05309;-68,6215;46,7476;"R";1,00475601139721;0,00647902081008495;1
"153";41008;"R_7m_ROI";3;0,000674812989226398;8,79722;-67,5141;47,6052;"R";1,00475384452933;-0,00341317342408247;0
"154";41009;"R_7m_ROI";3;0,000684745038561822;8,57278;-66,3889;48,4507;"R";1,00474930667596;-0,0026812984441857;0
"155";41010;"R_7m_ROI";3;0,000694626435845201;8,38179;-65,2487;49,2844;"R";1,0047484535316;-0,00966474152740625;0
"156";41033;"R_7m_ROI";1;0,000704569089178306;9,23757;-69,753;44,7778;"R";1,00474389819774;0,0117077278832943;1
"157";41034;"R_7m_ROI";1;0,000714554829936836;8,94777;-68,6805;45,6629;"R";1,00473911534042;0,00720860316481775;1
"158";41035;"R_7m_ROI";1;0,000724656644729888;8,68546;-67,5847;46,5352;"R";1,00473711008915;-0,000123163429266575;0
"159";41036;"R_7m_ROI";3;0,000734747934472681;8,45397;-66,4686;47,3952;"R";1,00473049211244;-0,00139893086405617;0
"160";41037;"R_7m_ROI";3;0,000744821430606032;8,25554;-65,3354;48,2432;"R";1,00472684730495;-0,00773277586459848;0
"161";41038;"R_7m_ROI";3;0,000755105184029216;8,09144;-64,1882;49,0793;"R";1,0047240063282;-0,0116665500289756;0
"162";41039;"R_7m_ROI";3;0,000765447375813021;7,96203;-63,0301;49,9029;"R";1,00472085006815;-0,00827551985920073;0
"163";41060;"R_7m_ROI";1;0,000775840785771025;8,85812;-68,7147;44,5654;"R";1,00471601371815;0,00720982320878288;1
"164";41061;"R_7m_ROI";3;0,000786125927775918;8,58971;-67,632;45,4531;"R";1,00470782698461;-0,00356466539684253;0
"165";41062;"R_7m_ROI";3;0,000796467671151889;8,35146;-66,5267;46,3284;"R";1,00470280407591;-0,00904151255521644;0
"166";41063;"R_7m_ROI";3;0,000806868964970858;8,14585;-65,4019;47,1915;"R";1,00469920230716;-0,0091628935532939;0
"167";41064;"R_7m_ROI";3;0,000817717570553533;7,97432;-64,2608;48,0423;"R";1,00469749065306;-0,0110268691356208;0
"168";41065;"R_7m_ROI";3;0,000828285731698554;7,83743;-63,1067;48,8804;"R";1,00469523032615;-0,00923871498250564;0
"169";41085;"R_7m_ROI";1;0,000838787401556457;8,78228;-68,7232;43,4554;"R";1,00468915615833;0,00825838164110481;1
"170";41086;"R_7m_ROI";1;0,000849333313329528;8,50805;-67,6552;44,3591;"R";1,00468411538573;-0,00153168686716617;0
"171";41087;"R_7m_ROI";3;0,000859922881514369;8,26335;-66,5622;45,2504;"R";1,00468276007244;-0,0103163207541601;0
"172";41088;"R_7m_ROI";3;0,000870531186558392;8,05081;-65,4473;46,1293;"R";1,00467894407033;-0,0164095725895469;0
"173";41089;"R_7m_ROI";3;0,000881152696871092;7,87205;-64,3137;46,9956;"R";1,00467654818008;-0,01565129791801;0
"174";41090;"R_7m_ROI";3;0,000891735089102424;7,72778;-63,1649;47,8489;"R";1,00467601922342;-0,0124242082272358;0
"175";41091;"R_7m_ROI";3;0,000902437722471697;7,61793;-62,004;48,6885;"R";1,00466953928592;-0,00911792840165112;0
"176";41109;"R_7m_ROI";1;0,000913156492455505;8,7183;-68,7048;42,3329;"R";1,00466366095716;0,0118167676655148;1
"177";41110;"R_7m_ROI";1;0,000923969942902263;8,43852;-67,653;43,2533;"R";1,00465914790412;0,00106382473460371;1
"178";41111;"R_7m_ROI";3;0,000934770988930549;8,18764;-66,5739;44,1612;"R";1,0046547060169;-0,00719804543482627;0
"179";41112;"R_7m_ROI";3;0,000945567070551889;7,96844;-65,4704;45,0566;"R";1,00465176909758;-0,0149110926451676;0
"180";41113;"R_7m_ROI";3;0,000956390757856377;7,78266;-64,3459;45,9392;"R";1,0046485030532;-0,0194120963423843;0
"181";41114;"R_7m_ROI";3;0,000967487462965452;7,63116;-63,2038;46,8084;"R";1,00464434411017;-0,015549325946769;0
"182";41115;"R_7m_ROI";3;0,000978588865686964;7,51398;-62,0473;47,6634;"R";1,00464021391176;-0,0127524399176655;0
"183";41116;"R_7m_ROI";3;0,000989584131341612;7,4305;-60,8797;48,5035;"R";1,0046360792618;-0,00650136138253847;0
"184";41132;"R_7m_ROI";1;0,00100059248756986;8,66416;-68,6584;41,1985;"R";1,00463470030787;0,013637167696673;1
"185";41133;"R_7m_ROI";1;0,00101163359726436;8,37905;-67,6243;42,136;"R";1,0046288169232;0,00215362436476346;1
"186";41134;"R_7m_ROI";3;0,00102270486937976;8,12223;-66,5606;43,061;"R";1,00462246816594;-0,00315252859269973;0
"187";41135;"R_7m_ROI";3;0,00103381139868822;7,89663;-65,4701;43,9735;"R";1,00461933988022;-0,0106375758761097;0
"188";41136;"R_7m_ROI";3;0,00104495151545706;7,70409;-64,3562;44,873;"R";1,00461642052283;-0,0161329043619361;0
"189";41137;"R_7m_ROI";3;0,00105613576521985;7,54555;-63,2221;45,7588;"R";1,00461515733991;-0,0159073715741734;0
"190";41138;"R_7m_ROI";3;0,00106732373664638;7,42114;-62,0714;46,6301;"R";1,00460773171236;-0,00989768862043665;0
"191";41139;"R_7m_ROI";3;0,00107855108638648;7,33035;-60,9073;47,4859;"R";1,00460667615334;-0,00631402713669055;0
"192";41154;"R_7m_ROI";1;0,00108981602864249;8,61784;-68,5827;40,0526;"R";1,00460405490923;0,0106181245953798;1
"193";41155;"R_7m_ROI";1;0,00110112677243585;8,32754;-67,5678;41,0075;"R";1,00459872827529;0,00567917965196775;1
"194";41156;"R_7m_ROI";3;0,00111248205392309;8,06501;-66,5209;41,9501;"R";1,00459658956932;-0,00176417155849613;0
"195";41157;"R_7m_ROI";3;0,00112386856423281;7,83324;-65,445;42,8803;"R";1,00458949819581;-0,00675015568386459;0
"196";41158;"R_7m_ROI";3;0,00113523913509057;7,63418;-64,3432;43,7973;"R";1,00458533240446;-0,0121131340788551;0
"197";41159;"R_7m_ROI";3;0,0011466625863667;7,46881;-63,2188;44,7004;"R";1,00458323685806;-0,014959087819965;0
"198";41160;"R_7m_ROI";3;0,00115812688307249;7,33734;-62,0752;45,5886;"R";1,00457957570848;-0,0112503444828151;0
"199";41161;"R_7m_ROI";3;0,0011695955009541;7,2393;-60,9158;46,4608;"R";1,00457592010863;-0,00455951162830474;0
"200";41162;"R_7m_ROI";1;0,00118122632885579;7,17371;-59,744;47,3159;"R";1,00457253425549;0,00586658446132458;1
