"";"Correlation";"x";"y";"z";"Label";"Hemisphere";"Relation"
"15472";0,1;-60,8076;-22,3892;18,9137;"L_OP1_ROI";"L";"Positive"
"15473";0,08;-60,389;-21,7451;18,259;"L_OP1_ROI";"L";"Positive"
"15474";0,07;-59,9554;-21,0667;17,631;"L_OP1_ROI";"L";"Positive"
"15475";0,04;-59,5091;-20,3526;17,0293;"L_OP1_ROI";"L";"Positive"
"15476";0,03;-59,0523;-19,602;16,4528;"L_OP1_ROI";"L";"Positive"
"15477";0,04;-58,5871;-18,8145;15,9003;"L_OP1_ROI";"L";"Positive"
"15478";0,08;-58,1153;-17,9904;15,3701;"L_OP1_ROI";"L";"Positive"
"15479";0,05;-57,6386;-17,1303;14,8602;"L_OP1_ROI";"L";"Positive"
"15480";0,01;-57,1586;-16,2354;14,3684;"L_OP1_ROI";"L";"Positive"
"15481";0;-56,6763;-15,3075;13,892;"L_OP1_ROI";"L";"Positive"
"15482";-0,04;-56,1928;-14,3488;13,4284;"L_OP1_ROI";"L";"Negative"
"15483";-0,08;-55,7087;-13,3619;12,9746;"L_OP1_ROI";"L";"Negative"
"15484";-0,1;-55,2244;-12,3503;12,5276;"L_OP4_ROI";"L";"Negative"
"15485";0;-58,0123;-39,0317;46,4579;"L_PF_ROI";"L";"Positive"
"15486";0,06;-58,6099;-38,2379;45,7299;"L_PF_ROI";"L";"Positive"
"15487";0,02;-59,1817;-37,4726;44,9678;"L_PF_ROI";"L";"Positive"
"15488";-0,04;-59,7263;-36,7341;44,1744;"L_PF_ROI";"L";"Negative"
"15489";-0,13;-60,2424;-36,0207;43,352;"L_PF_ROI";"L";"Negative"
"15490";-0,13;-60,729;-35,3311;42,5034;"L_PF_ROI";"L";"Negative"
"15491";-0,09;-61,1851;-34,664;41,6311;"L_PF_ROI";"L";"Negative"
"15492";-0,03;-61,6096;-34,0183;40,7377;"L_PF_ROI";"L";"Negative"
"15493";0;-62,0018;-33,3931;39,8258;"L_PF_ROI";"L";"Positive"
"15494";0,01;-62,3609;-32,7876;38,8979;"L_PF_ROI";"L";"Positive"
"15495";0,03;-62,686;-32,201;37,9566;"L_PF_ROI";"L";"Positive"
"15496";0,03;-62,9765;-31,6326;37,0045;"L_PF_ROI";"L";"Positive"
"15497";0,01;-63,2319;-31,0813;36,0441;"L_PF_ROI";"L";"Positive"
"15498";0,02;-63,4515;-30,5465;35,0778;"L_PF_ROI";"L";"Positive"
"15499";0,04;-63,6348;-30,027;34,1081;"L_PF_ROI";"L";"Positive"
"15500";0,06;-63,7816;-29,5216;33,1374;"L_PF_ROI";"L";"Positive"
"15501";0,07;-63,8915;-29,0289;32,1682;"L_PF_ROI";"L";"Positive"
"15502";0,09;-63,9643;-28,5476;31,2026;"L_PF_ROI";"L";"Positive"
"15503";0,14;-64,0001;-28,0756;30,243;"L_PFop_ROI";"L";"Positive"
"15504";0,17;-63,9989;-27,611;29,2917;"L_PFop_ROI";"L";"Positive"
"15505";0,18;-63,961;-27,1516;28,3508;"L_PFop_ROI";"L";"Positive"
"15506";0,18;-63,8869;-26,6949;27,4223;"L_PFop_ROI";"L";"Positive"
"15507";0,16;-63,7773;-26,238;26,5083;"L_PFop_ROI";"L";"Positive"
"15508";0,15;-63,6328;-25,7781;25,6106;"L_PFop_ROI";"L";"Positive"
"15509";0,13;-63,4546;-25,312;24,7311;"L_PFop_ROI";"L";"Positive"
"15510";0,1;-63,2439;-24,8365;23,8713;"L_PFop_ROI";"L";"Positive"
"15511";0,1;-63,002;-24,3481;23,0329;"L_PFcm_ROI";"L";"Positive"
"15512";0,14;-62,7306;-23,8435;22,2171;"L_PFcm_ROI";"L";"Positive"
"15513";0,2;-62,4314;-23,3193;21,4253;"L_PFcm_ROI";"L";"Positive"
"15514";0,21;-62,1062;-22,7722;20,6583;"L_PFcm_ROI";"L";"Positive"
"15515";0,18;-61,757;-22,199;19,917;"L_PFcm_ROI";"L";"Positive"
"15516";0,12;-61,386;-21,5971;19,202;"L_OP1_ROI";"L";"Positive"
"15517";0,08;-60,9954;-20,964;18,5137;"L_OP1_ROI";"L";"Positive"
"15518";0,06;-60,5872;-20,2975;17,8519;"L_OP1_ROI";"L";"Positive"
"15519";0,03;-60,1638;-19,5962;17,2165;"L_OP1_ROI";"L";"Positive"
"15520";0;-59,7272;-18,859;16,6068;"L_OP1_ROI";"L";"Positive"
"15521";0;-59,2795;-18,0852;16,0217;"L_OP1_ROI";"L";"Positive"
"15522";0,02;-58,8225;-17,2747;15,4601;"L_OP1_ROI";"L";"Positive"
"15523";0,04;-58,3581;-16,4281;14,9201;"L_OP1_ROI";"L";"Positive"
"15524";0,04;-57,8877;-15,5463;14,3998;"L_OP1_ROI";"L";"Positive"
"15525";0,01;-57,4126;-14,6305;13,8971;"L_OP1_ROI";"L";"Positive"
"15526";-0,04;-56,934;-13,6826;13,4095;"L_OP1_ROI";"L";"Negative"
"15527";-0,09;-56,4526;-12,705;12,9344;"L_OP4_ROI";"L";"Negative"
"15528";-0,09;-55,969;-11,7005;12,4692;"L_OP4_ROI";"L";"Negative"
"15529";-0,05;-58,1252;-37,8435;46,328;"L_PF_ROI";"L";"Negative"
"15530";0;-58,7215;-37,0462;45,5833;"L_PF_ROI";"L";"Positive"
"15531";-0,03;-59,2914;-36,2771;44,8052;"L_PF_ROI";"L";"Negative"
"15532";-0,1;-59,8338;-35,5348;43,9962;"L_PFt_ROI";"L";"Negative"
"15533";-0,12;-60,3472;-34,8176;43,1591;"L_PFt_ROI";"L";"Negative"
"15534";-0,1;-60,8308;-34,1244;42,2964;"L_PF_ROI";"L";"Negative"
"15535";-0,05;-61,2835;-33,4539;41,4106;"L_PF_ROI";"L";"Negative"
"15536";-0,02;-61,7045;-32,8052;40,5045;"L_PF_ROI";"L";"Negative"
"15537";0,01;-62,0932;-32,1773;39,5807;"L_PF_ROI";"L";"Positive"
"15538";0,03;-62,4487;-31,5693;38,6416;"L_PF_ROI";"L";"Positive"
"15539";0,06;-62,7705;-30,9803;37,69;"L_PF_ROI";"L";"Positive"
"15540";0,1;-63,0581;-30,4095;36,7282;"L_PF_ROI";"L";"Positive"
"15541";0,1;-63,3109;-29,8559;35,7589;"L_PF_ROI";"L";"Positive"
"15542";0,09;-63,5285;-29,3185;34,7844;"L_PF_ROI";"L";"Positive"
"15543";0,09;-63,7106;-28,7962;33,8072;"L_PF_ROI";"L";"Positive"
"15544";0,09;-63,857;-28,2876;32,8296;"L_PFop_ROI";"L";"Positive"
"15545";0,09;-63,9673;-27,7914;31,8538;"L_PFop_ROI";"L";"Positive"
"15546";0,09;-64,0416;-27,3056;30,8822;"L_PFop_ROI";"L";"Positive"
"15547";0,1;-64,0799;-26,8286;29,9169;"L_PFop_ROI";"L";"Positive"
"15548";0,13;-64,0823;-26,358;28,9601;"L_PFop_ROI";"L";"Positive"
"15549";0,07;-64,0491;-25,8916;28,0138;"L_PFop_ROI";"L";"Positive"
"15550";0,06;-63,9807;-25,4268;27,0799;"L_PFop_ROI";"L";"Positive"
"15551";0,09;-63,8777;-24,9605;26,1605;"L_PFop_ROI";"L";"Positive"
"15552";0,11;-63,7409;-24,49;25,2572;"L_PFop_ROI";"L";"Positive"
"15553";0,04;-63,5711;-24,0119;24,3719;"L_PFop_ROI";"L";"Positive"
"15554";0,06;-63,3696;-23,5229;23,506;"L_PFop_ROI";"L";"Positive"
"15555";0,17;-63,1375;-23,0196;22,6612;"L_PFcm_ROI";"L";"Positive"
"15556";0,18;-62,8763;-22,4987;21,8388;"L_PFcm_ROI";"L";"Positive"
"15557";0,17;-62,5876;-21,9568;21,0399;"L_PFcm_ROI";"L";"Positive"
"15558";0,15;-62,2731;-21,3907;20,2655;"L_PFcm_ROI";"L";"Positive"
"15559";0,13;-61,9347;-20,7975;19,5165;"L_PFcm_ROI";"L";"Positive"
"15560";0,1;-61,5743;-20,1746;18,7935;"L_OP1_ROI";"L";"Positive"
"15561";0,07;-61,194;-19,5196;18,0966;"L_OP1_ROI";"L";"Positive"
"15562";0,06;-60,7957;-18,8309;17,426;"L_OP1_ROI";"L";"Positive"
"15563";0,05;-60,3816;-18,1071;16,7813;"L_OP1_ROI";"L";"Positive"
"15564";0,03;-59,9537;-17,3473;16,1618;"L_OP1_ROI";"L";"Positive"
"15565";0,03;-59,5138;-16,5513;15,5666;"L_OP1_ROI";"L";"Positive"
"15566";0,06;-59,0636;-15,7191;14,9942;"L_OP1_ROI";"L";"Positive"
"15567";0,06;-58,6049;-14,8514;14,4431;"L_OP1_ROI";"L";"Positive"
"15568";0,05;-58,1391;-13,9493;13,9114;"L_OP1_ROI";"L";"Positive"
"15569";0,04;-57,6672;-13,0142;13,3969;"L_OP1_ROI";"L";"Positive"
"15570";0,01;-57,1903;-12,0481;12,8974;"L_OP4_ROI";"L";"Positive"
"15571";-0,01;-56,7091;-11,0533;12,4107;"L_OP4_ROI";"L";"Negative"
"15572";-0,1;-58,2331;-36,6597;46,1932;"L_PFt_ROI";"L";"Negative"
"15573";-0,06;-58,8269;-35,8598;45,4319;"L_PFt_ROI";"L";"Negative"
"15574";-0,04;-59,3941;-35,0879;44,638;"L_PFt_ROI";"L";"Negative"
"15575";-0,04;-59,9332;-34,3424;43,8141;"L_PFt_ROI";"L";"Negative"
"15576";-0,06;-60,4432;-33,6221;42,9626;"L_PFt_ROI";"L";"Negative"
"15577";-0,08;-60,9232;-32,9258;42,0863;"L_PFt_ROI";"L";"Negative"
"15578";-0,06;-61,3722;-32,2524;41,1878;"L_PFt_ROI";"L";"Negative"
"15579";0;-61,7895;-31,6007;40,2696;"L_PFt_ROI";"L";"Positive"
"15580";0,06;-62,1746;-30,9699;39,3345;"L_PFt_ROI";"L";"Positive"
"15581";0,11;-62,5268;-30,3591;38,3851;"L_PFt_ROI";"L";"Positive"
"15582";0,12;-62,8457;-29,7673;37,4237;"L_PFt_ROI";"L";"Positive"
"15583";0,12;-63,1309;-29,1935;36,453;"L_PF_ROI";"L";"Positive"
"15584";0,11;-63,3819;-28,6368;35,4753;"L_PF_ROI";"L";"Positive"
"15585";0,09;-63,5985;-28,096;34,4932;"L_PF_ROI";"L";"Positive"
"15586";0,09;-63,7804;-27,5698;33,5088;"L_PFop_ROI";"L";"Positive"
"15587";0,1;-63,9275;-27,057;32,5244;"L_PFop_ROI";"L";"Positive"
"15588";0,1;-64,0395;-26,5557;31,5423;"L_PFop_ROI";"L";"Positive"
"15589";0,11;-64,1166;-26,0644;30,5645;"L_PFop_ROI";"L";"Positive"
"15590";0,14;-64,1586;-25,5808;29,5932;"L_PFop_ROI";"L";"Positive"
"15591";0,15;-64,1659;-25,1028;28,6304;"L_PFop_ROI";"L";"Positive"
"15592";0,09;-64,1386;-24,6279;27,6781;"L_PFop_ROI";"L";"Positive"
"15593";0,05;-64,077;-24,1534;26,738;"L_PFop_ROI";"L";"Positive"
"15594";0,1;-63,9818;-23,6763;25,8121;"L_PFop_ROI";"L";"Positive"
"15595";0,05;-63,8536;-23,1936;24,9022;"L_PFop_ROI";"L";"Positive"
"15596";0,06;-63,6932;-22,702;24,0098;"L_PFop_ROI";"L";"Positive"
"15597";0,16;-63,5015;-22,1982;23,1366;"L_PFop_ROI";"L";"Positive"
"15598";0,15;-63,2797;-21,6787;22,284;"L_PFop_ROI";"L";"Positive"
"15599";0,14;-63,0291;-21,1403;21,4534;"L_PFcm_ROI";"L";"Positive"
"15600";0,16;-62,7511;-20,5797;20,646;"L_PFcm_ROI";"L";"Positive"
"15601";0,14;-62,4472;-19,9938;19,8627;"L_PFcm_ROI";"L";"Positive"
"15602";0,1;-62,1192;-19,3799;19,1045;"L_PFcm_ROI";"L";"Positive"
"15603";0,08;-61,769;-18,7355;18,3719;"L_OP1_ROI";"L";"Positive"
"15604";0,08;-61,3983;-18,0587;17,6652;"L_OP1_ROI";"L";"Positive"
"15605";0,08;-61,009;-17,3479;16,9843;"L_OP1_ROI";"L";"Positive"
"15606";0,08;-60,6032;-16,602;16,3289;"L_OP1_ROI";"L";"Positive"
"15607";0,04;-60,1827;-15,8204;15,6985;"L_OP1_ROI";"L";"Positive"
"15608";0,04;-59,7492;-15,0031;15,0919;"L_OP1_ROI";"L";"Positive"
"15609";0,1;-59,3044;-14,1504;14,5078;"L_OP1_ROI";"L";"Positive"
"15610";0,11;-58,8498;-13,263;13,9448;"L_OP1_ROI";"L";"Positive"
"15611";0,09;-58,3867;-12,3422;13,401;"L_OP4_ROI";"L";"Positive"
"15612";0,06;-57,9162;-11,3894;12,8745;"L_OP4_ROI";"L";"Positive"
"15613";0;-57,4393;-10,4065;12,3632;"L_OP4_ROI";"L";"Positive"
"15614";-0,11;-58,336;-35,4824;46,0583;"L_PFt_ROI";"L";"Negative"
"15615";-0,05;-58,9264;-34,6809;45,2807;"L_PFt_ROI";"L";"Negative"
"15616";0;-59,4898;-33,9068;44,4713;"L_PFt_ROI";"L";"Positive"
"15617";-0,01;-60,025;-33,1589;43,6326;"L_PFt_ROI";"L";"Negative"
"15618";-0,08;-60,5309;-32,436;42,7673;"L_PFt_ROI";"L";"Negative"
"15619";-0,07;-61,0067;-31,7369;41,8779;"L_PFt_ROI";"L";"Negative"
"15620";-0,01;-61,4517;-31,0606;40,9671;"L_PFt_ROI";"L";"Negative"
"15621";0,04;-61,8653;-30,406;40,0375;"L_PFt_ROI";"L";"Positive"
"15622";0,09;-62,2469;-29,7721;39,0917;"L_PFt_ROI";"L";"Positive"
"15623";0,11;-62,596;-29,1581;38,1323;"L_PFt_ROI";"L";"Positive"
"15624";0,11;-62,9124;-28,5629;37,1617;"L_PFt_ROI";"L";"Positive"
"15625";0,09;-63,1957;-27,9855;36,1824;"L_PFt_ROI";"L";"Positive"
"15626";0,06;-63,4457;-27,4248;35,1967;"L_PF_ROI";"L";"Positive"
"15627";0,07;-63,662;-26,8797;34,207;"L_PFop_ROI";"L";"Positive"
"15628";0,09;-63,8447;-26,3487;33,2154;"L_PFop_ROI";"L";"Positive"
"15629";0,12;-63,9934;-25,8303;32,2242;"L_PFop_ROI";"L";"Positive"
"15630";0,14;-64,1082;-25,3229;31,2354;"L_PFop_ROI";"L";"Positive"
"15631";0,16;-64,1891;-24,8246;30,2511;"L_PFop_ROI";"L";"Positive"
"15632";0,18;-64,236;-24,3332;29,2732;"L_PFop_ROI";"L";"Positive"
"15633";0,17;-64,2491;-23,8464;28,3037;"L_PFop_ROI";"L";"Positive"
"15634";0,12;-64,2286;-23,3616;27,3444;"L_PFop_ROI";"L";"Positive"
"15635";0,06;-64,1748;-22,876;26,3971;"L_PFop_ROI";"L";"Positive"
"15636";0,01;-64,0881;-22,3867;25,4638;"L_PFop_ROI";"L";"Positive"
"15637";0,05;-63,9691;-21,8904;24,5459;"L_PFop_ROI";"L";"Positive"
"15638";0,15;-63,8184;-21,3839;23,6453;"L_PFop_ROI";"L";"Positive"
"15639";0,12;-63,6368;-20,8639;22,7635;"L_PFop_ROI";"L";"Positive"
"15640";0,1;-63,4254;-20,327;21,902;"L_PFop_ROI";"L";"Positive"
"15641";0,11;-63,1852;-19,77;21,062;"L_PFop_ROI";"L";"Positive"
"15642";0,12;-62,9176;-19,1896;20,2449;"L_PFcm_ROI";"L";"Positive"
"15643";0,12;-62,6239;-18,5832;19,4517;"L_OP4_ROI";"L";"Positive"
"15644";0,11;-62,3058;-17,9479;18,6832;"L_OP4_ROI";"L";"Positive"
"15645";0,11;-61,9649;-17,2818;17,94;"L_OP4_ROI";"L";"Positive"
"15646";0,11;-61,6029;-16,583;17,2224;"L_OP1_ROI";"L";"Positive"
"15647";0,1;-61,2216;-15,8503;16,5304;"L_OP1_ROI";"L";"Positive"
"15648";0,06;-60,8228;-15,0829;15,8637;"L_OP1_ROI";"L";"Positive"
"15649";0,02;-60,4084;-14,2803;15,2216;"L_OP1_ROI";"L";"Positive"
"15650";0,12;-59,9798;-13,4428;14,6031;"L_OP4_ROI";"L";"Positive"
"15651";0,15;-59,5389;-12,5707;14,0071;"L_OP4_ROI";"L";"Positive"
"15652";0,14;-59,0868;-11,665;13,4319;"L_OP4_ROI";"L";"Positive"
"15653";0,11;-58,6249;-10,7269;12,8761;"L_OP4_ROI";"L";"Positive"
"15654";0,03;-58,1544;-9,75785;12,3378;"L_OP4_ROI";"L";"Positive"
"15655";-0,08;-58,4343;-34,3138;45,9278;"L_PFt_ROI";"L";"Negative"
"15656";-0,05;-59,0202;-33,5112;45,1341;"L_PFt_ROI";"L";"Negative"
"15657";-0,04;-59,579;-32,7356;44,3094;"L_PFt_ROI";"L";"Negative"
"15658";-0,11;-60,1095;-31,9857;43,4563;"L_PFt_ROI";"L";"Negative"
"15659";-0,08;-60,6107;-31,2605;42,5774;"L_PFt_ROI";"L";"Negative"
"15660";-0,05;-61,082;-30,5588;41,6753;"L_PFt_ROI";"L";"Negative"
"15661";-0,01;-61,5228;-29,8797;40,7525;"L_PFt_ROI";"L";"Negative"
"15662";0,03;-61,9324;-29,222;39,8118;"L_PFt_ROI";"L";"Positive"
"15663";0,06;-62,3106;-28,5848;38,8557;"L_PFt_ROI";"L";"Positive"
"15664";0,06;-62,657;-27,9671;37,8865;"L_PFt_ROI";"L";"Positive"
"15665";0,05;-62,9712;-27,368;36,9069;"L_PFt_ROI";"L";"Positive"
"15666";0,02;-63,2532;-26,7862;35,919;"L_PFt_ROI";"L";"Positive"
"15667";0,02;-63,5027;-26,2208;34,9253;"L_PFop_ROI";"L";"Positive"
"15668";0,05;-63,7196;-25,6703;33,9278;"L_PFop_ROI";"L";"Positive"
"15669";0,08;-63,9037;-25,1334;32,9288;"L_PFop_ROI";"L";"Positive"
"15670";0,13;-64,055;-24,6085;31,9303;"L_PFop_ROI";"L";"Positive"
"15671";0,15;-64,1734;-24,0938;30,9342;"L_PFop_ROI";"L";"Positive"
"15672";0,16;-64,2589;-23,5874;29,9425;"L_PFop_ROI";"L";"Positive"
"15673";0,15;-64,3114;-23,0869;28,9572;"L_PFop_ROI";"L";"Positive"
"15674";0,13;-64,3311;-22,5899;27,98;"L_PFop_ROI";"L";"Positive"
"15675";0,09;-64,3179;-22,0939;27,0128;"L_PFop_ROI";"L";"Positive"
"15676";0,03;-64,2723;-21,5959;26,0574;"L_PFop_ROI";"L";"Positive"
"15677";0,04;-64,1944;-21,0929;25,1154;"L_PFop_ROI";"L";"Positive"
"15678";0,11;-64,0848;-20,5817;24,1887;"L_PFop_ROI";"L";"Positive"
"15679";0,07;-63,9438;-20,059;23,2789;"L_PFop_ROI";"L";"Positive"
"15680";0,05;-63,7722;-19,5215;22,3875;"L_PFop_ROI";"L";"Positive"
"15681";0,02;-63,5708;-18,9659;21,5161;"L_PFop_ROI";"L";"Positive"
"15682";0,05;-63,3407;-18,3891;20,666;"L_OP4_ROI";"L";"Positive"
"15683";0,09;-63,0828;-17,7881;19,8386;"L_OP4_ROI";"L";"Positive"
"15684";0,12;-62,7986;-17,1602;19,0348;"L_OP4_ROI";"L";"Positive"
"15685";0,13;-62,4894;-16,5031;18,2555;"L_OP4_ROI";"L";"Positive"
"15686";0,13;-62,1567;-15,8149;17,5013;"L_OP4_ROI";"L";"Positive"
"15687";0,12;-61,8023;-15,0941;16,7726;"L_OP4_ROI";"L";"Positive"
"15688";0,08;-61,4277;-14,3397;16,0692;"L_OP4_ROI";"L";"Positive"
"15689";0,02;-61,0348;-13,5512;15,391;"L_OP4_ROI";"L";"Positive"
"15690";0,12;-60,625;-12,7284;14,7372;"L_OP4_ROI";"L";"Positive"
"15691";0,19;-60,2001;-11,8716;14,1069;"L_OP4_ROI";"L";"Positive"
"15692";0,22;-59,7615;-10,9814;13,499;"L_OP4_ROI";"L";"Positive"
"15693";0,19;-59,3106;-10,0587;12,9122;"L_OP4_ROI";"L";"Positive"
"15694";0,09;-58,8487;-9,10465;12,345;"L_OP4_ROI";"L";"Positive"
"15695";-0,02;-58,5281;-33,1558;45,8056;"L_PFt_ROI";"L";"Negative"
"15696";-0,06;-59,1087;-32,3527;44,9959;"L_PFt_ROI";"L";"Negative"
"15697";-0,11;-59,662;-31,5759;44,1561;"L_PFt_ROI";"L";"Negative"
"15698";-0,12;-60,1871;-30,8243;43,2887;"L_PFt_ROI";"L";"Negative"
"15699";-0,09;-60,6832;-30,097;42,3964;"L_PFt_ROI";"L";"Negative"
"15700";-0,08;-61,1496;-29,3928;41,4817;"L_PFt_ROI";"L";"Negative"
"15701";-0,05;-61,5859;-28,7107;40,5472;"L_PFt_ROI";"L";"Negative"
"15702";-0,04;-61,9916;-28,0497;39,5954;"L_PFt_ROI";"L";"Negative"
"15703";-0,03;-62,3664;-27,4088;38,6289;"L_PFt_ROI";"L";"Negative"
"15704";-0,04;-62,7102;-26,787;37,65;"L_PFt_ROI";"L";"Negative"
"15705";-0,02;-63,0227;-26,1832;36,6611;"L_PFt_ROI";"L";"Negative"
"15706";0;-63,3038;-25,5964;35,6644;"L_PFt_ROI";"L";"Positive"
"15707";0,05;-63,5534;-25,0254;34,6622;"L_PFop_ROI";"L";"Positive"
"15708";0,09;-63,7714;-24,4687;33,6565;"L_PFop_ROI";"L";"Positive"
"15709";0,11;-63,9577;-23,925;32,6494;"L_PFop_ROI";"L";"Positive"
"15710";0,13;-64,1121;-23,3925;31,6427;"L_PFop_ROI";"L";"Positive"
"15711";0,13;-64,2347;-22,8693;30,6385;"L_PFop_ROI";"L";"Positive"
"15712";0,11;-64,3253;-22,3535;29,6386;"L_PFop_ROI";"L";"Positive"
"15713";0,1;-64,3839;-21,8427;28,6449;"L_PFop_ROI";"L";"Positive"
"15714";0,08;-64,4104;-21,3344;27,659;"L_PFop_ROI";"L";"Positive"
"15715";0,04;-64,405;-20,8258;26,6829;"L_PFop_ROI";"L";"Positive"
"15716";0,05;-64,3676;-20,3141;25,7183;"L_PFop_ROI";"L";"Positive"
"15717";0,06;-64,2984;-19,796;24,767;"L_PFop_ROI";"L";"Positive"
"15718";0,05;-64,1979;-19,2685;23,8306;"L_PFop_ROI";"L";"Positive"
"15719";0,05;-64,0662;-18,7282;22,9109;"L_PFop_ROI";"L";"Positive"
"15720";0,02;-63,9041;-18,1719;22,0094;"L_PFop_ROI";"L";"Positive"
"15721";0,01;-63,7121;-17,5963;21,1278;"L_OP4_ROI";"L";"Positive"
"15722";0,05;-63,4911;-16,9986;20,2673;"L_OP4_ROI";"L";"Positive"
"15723";0,08;-63,2421;-16,3759;19,4294;"L_OP4_ROI";"L";"Positive"
"15724";0,1;-62,9662;-15,7258;18,615;"L_OP4_ROI";"L";"Positive"
"15725";0,1;-62,6648;-15,0462;17,8251;"L_OP4_ROI";"L";"Positive"
"15726";0,11;-62,3392;-14,3356;17,0602;"L_OP4_ROI";"L";"Positive"
"15727";0,1;-61,9911;-13,5927;16,3206;"L_OP4_ROI";"L";"Positive"
"15728";0,08;-61,622;-12,8169;15,6064;"L_OP4_ROI";"L";"Positive"
"15729";0,14;-61,2334;-12,0078;14,9171;"L_OP4_ROI";"L";"Positive"
"15730";0,22;-60,8271;-11,1656;14,2522;"L_OP4_ROI";"L";"Positive"
"15731";0,25;-60,4045;-10,2905;13,6109;"L_OP4_ROI";"L";"Positive"
"15732";0,19;-59,9672;-9,38322;12,9921;"L_OP4_ROI";"L";"Positive"
"15733";0,11;-59,5163;-8,44468;12,3945;"L_OP4_ROI";"L";"Positive"
"15734";-0,01;-58,6177;-32,01;45,695;"L_PFt_ROI";"L";"Negative"
"15735";-0,08;-59,192;-31,2067;44,8692;"L_PFt_ROI";"L";"Negative"
"15736";-0,11;-59,7392;-30,4291;44,0143;"L_PFt_ROI";"L";"Negative"
"15737";-0,1;-60,2584;-29,676;43,1327;"L_PFt_ROI";"L";"Negative"
"15738";-0,07;-60,7488;-28,9467;42,2269;"L_PFt_ROI";"L";"Negative"
"15739";-0,06;-61,21;-28,2398;41,2995;"L_PFt_ROI";"L";"Negative"
"15740";-0,06;-61,6416;-27,5546;40,3531;"L_PFt_ROI";"L";"Negative"
"15741";-0,06;-62,0433;-26,89;39,3901;"L_PFt_ROI";"L";"Negative"
"15742";-0,06;-62,4149;-26,2449;38,4128;"L_PFt_ROI";"L";"Negative"
"15743";-0,05;-62,7562;-25,6184;37,4238;"L_PFt_ROI";"L";"Negative"
"15744";-0,02;-63,0673;-25,0095;36,4251;"L_PFt_ROI";"L";"Negative"
"15745";0,01;-63,3479;-24,4169;35,419;"L_PFt_ROI";"L";"Positive"
"15746";0,05;-63,598;-23,8394;34,4076;"L_PFop_ROI";"L";"Positive"
"15747";0,09;-63,8175;-23,2756;33,3928;"L_PFop_ROI";"L";"Positive"
"15748";0,11;-64,0063;-22,7241;32,3767;"L_PFop_ROI";"L";"Positive"
"15749";0,12;-64,1643;-22,1829;31,361;"L_PFop_ROI";"L";"Positive"
"15750";0,1;-64,2914;-21,6503;30,3477;"L_PFop_ROI";"L";"Positive"
"15751";0,08;-64,3874;-21,124;29,3385;"L_PFop_ROI";"L";"Positive"
"15752";0,06;-64,4522;-20,6017;28,3354;"L_PFop_ROI";"L";"Positive"
"15753";0,02;-64,4856;-20,0807;27,34;"L_PFop_ROI";"L";"Positive"
"15754";0,01;-64,4876;-19,5583;26,3542;"L_PFop_ROI";"L";"Positive"
"15755";0,01;-64,4581;-19,0314;25,3797;"L_PFop_ROI";"L";"Positive"
"15756";0,06;-64,3973;-18,4969;24,4184;"L_PFop_ROI";"L";"Positive"
"15757";0,08;-64,3052;-17,9516;23,472;"L_PFop_ROI";"L";"Positive"
"15758";0,06;-64,1822;-17,3923;22,5423;"L_PFop_ROI";"L";"Positive"
"15759";0,02;-64,0285;-16,8157;21,6307;"L_OP4_ROI";"L";"Positive"
"15760";0,03;-63,8449;-16,2189;20,7391;"L_OP4_ROI";"L";"Positive"
"15761";0,05;-63,6319;-15,599;19,8687;"L_OP4_ROI";"L";"Positive"
"15762";0,06;-63,3905;-14,9535;19,0208;"L_OP4_ROI";"L";"Positive"
"15763";0,07;-63,1217;-14,2804;18,1966;"L_OP4_ROI";"L";"Positive"
"15764";0,08;-62,8268;-13,5777;17,3968;"L_OP4_ROI";"L";"Positive"
"15765";0,1;-62,507;-12,8444;16,6222;"L_OP4_ROI";"L";"Positive"
"15766";0,1;-62,1638;-12,0794;15,8728;"L_OP4_ROI";"L";"Positive"
"15767";0,13;-61,7988;-11,2824;15,1487;"L_OP4_ROI";"L";"Positive"
"15768";0,17;-61,4135;-10,4533;14,4496;"L_OP4_ROI";"L";"Positive"
"15769";0,17;-61,0094;-9,59226;13,7749;"L_OP4_ROI";"L";"Positive"
"15770";0,13;-60,5881;-8,69977;13,1238;"L_OP4_ROI";"L";"Positive"
"15771";0,09;-60,151;-7,77648;12,4954;"L_OP4_ROI";"L";"Positive"
"15772";-0,04;-58,7032;-30,878;45,5981;"L_PFt_ROI";"L";"Negative"
"15773";-0,08;-59,2705;-30,0747;44,7562;"L_PFt_ROI";"L";"Negative"
"15774";-0,09;-59,8108;-29,2964;43,8859;"L_PFt_ROI";"L";"Negative"
"15775";-0,07;-60,3234;-28,5419;42,9898;"L_PFt_ROI";"L";"Negative"
"15776";-0,05;-60,8078;-27,8104;42,0703;"L_PFt_ROI";"L";"Negative"
"15777";-0,07;-61,2634;-27,1009;41,1299;"L_PFt_ROI";"L";"Negative"
"15778";-0,08;-61,6902;-26,4122;40,1711;"L_PFt_ROI";"L";"Negative"
"15779";-0,06;-62,0878;-25,7436;39,1963;"L_PFt_ROI";"L";"Negative"
"15780";-0,01;-62,4562;-25,0939;38,2077;"L_PFt_ROI";"L";"Negative"
"15781";0,02;-62,7953;-24,4622;37,2078;"L_PFt_ROI";"L";"Positive"
"15782";0,02;-63,105;-23,8474;36,1986;"L_PFt_ROI";"L";"Positive"
"15783";0,02;-63,3854;-23,2482;35,1822;"L_PFt_ROI";"L";"Positive"
