-5.86	-53.69	44
10.2	-55.45	47.3
27.42	-45.27	67.44
-22.33	-48.47	-10.9
60.28	-25.89	39.79
-17.77	-64.11	20.47
15.39	-58.11	26.28
-22.27	-63.19	-8.55
-2.67	-90.11	26.94
-8.92	-58.77	61.18
-39.02	-79.5	29.81
15.68	-56.17	65.14
17.02	22.33	-7.25
48.63	-74.31	33.95
7.32	36.82	-11.7
-17.52	-86.8	43.56
-16.19	27.87	-15.14
24.16	-84.35	43.99
3.99	48.71	-22.7
3.13	11.33	-10.63
22.21	30.68	-23.62
