1	16	39
66	-37	21
5	-49	50
1	-56	34
4	-56	56
55	-54	14
-3	-57	63
11	-49	-11
11	-26	39
-5	-59	57
-40	-47	-35
-3	-4	39
7	-40	47
5	-45	48
-27	-7	72
1	-74	30
-38	-21	9
-5	-69	41
-40	-44	41
-40	-44	-36
55	-33	39
13	-25	39
-50	-40	39
66	-40	21
5	-42	47
-47	-42	39
-16	-44	-18
-25	-9	72
-3	-57	57
-59	-40	33
-59	-38	30
-11	-68	48
-36	-45	-35
11	-25	39
59	-25	17
43	-42	38
9	-33	45
62	-30	38
-36	-42	41
-44	-11	8
-46	-9	8
-59	-33	27
-1	-74	32
21	-64	20
-5	-73	33
-3	-71	33
5	-49	50
5	-45	48
51	-66	11
59	-28	27
11	-25	41
-42	-45	-35
-43	-42	-35
23	-99	-15
54	-50	0
43	-25	-35
50	-33	-32
