-30	51	0
30	54	-3
36	12	54
-51	-48	57
45	-48	45
3	-66	48
-30	33	-15
30	33	-15
-6	45	-15
-21	-6	-27
24	0	-27
-3	57	30
54	36	9
-39	18	-24
48	-6	54
-18	-51	-9
21	-54	-6
54	-66	6
-42	-42	-24
42	-45	-21
-12	-84	33
12	-84	24
0	-84	12
-21	-72	-3
24	-60	12
-12	9	-9
9	6	-9
-3	-24	-24
6	-24	-9
-27	21	-6
33	24	3
-6	27	39
9	18	39
3	6	27
-3	-18	27
3	-3	30
-27	-6	48
30	-6	54
-9	15	45
-27	-12	57
-9	-18	9
-15	-66	54
39	-81	12
-33	-54	-33
33	-69	-27
