-2	49	-16
-1	54	-3
53	-18	7
-26	-6	61
-30	-27	52
-7	-6	50
34	-30	52
50	-15	40
26	-9	67
-55	39	20
-31	39	25
-35	-3	2
53	6	0
-11	9	-9
33	6	-5
29	-19	-3
-7	-19	3
1	-63	-9
-35	-19	51
-10	12	27
29	-47	43
-47	-43	44
17	10	48
-31	10	7
17	13	-6
-15	9	-6
-3	-24	-7
5	-59	-15
6	54	-3
-12	15	-9
12	13	-6
-62	-37	-1
66	-29	-5
-42	-53	53
48	-53	49
6	-29	-96
2	-4	35
-28	-19	70
32	-20	70
13	-50	-20
3	32	13
-3	-36	37
45	-63	44
5	31	10
