-28	-85	-5
-32	-84	14
34	-82	-4
-18	-89	1
-21	-89	4
29	-85	24
-22	-83	35
-12	-53	22
12	-56	22
-9	-61	64
31	-41	-2
-27	-24	-1
-19	-15	-1
-19	-23	7
-24	-25	17
-14	7	14
-19	-18	27
9	9	16
18	-17	27
-33	2	18
-29	27	17
-1	26	21
10	20	21
-36	-32	52
-38	-17	58
-39	-43	65
-16	-36	66
-27	-38	65
26	-40	-34
26	-53	-24
-19	19	48
17	1	36
16	23	45
45	21	26
