2.96374	3.31737	2.6943
2.22505	2.48433	2.16002
3.11823	2.65187	2.79854
2.56607	2.54815	2.6781
2.09634	1.97785	2.05625
2.23967	2.39254	2.43616
2.4848	2.62766	2.57397
3.26943	3.2261	2.12959
3.29451	2.82802	2.87708
2.99922	2.28632	2.70328
3.39359	3.77061	3.17866
3.07457	2.95274	2.98769
3.05622	2.59053	2.99776
3.17517	2.7542	3.07336
2.8446	2.67476	2.8553
2.2986	2.16863	2.69591
2.15375	1.74916	2.18792
2.08266	1.62538	1.68718
1.94431	1.69311	1.95765
2.08818	2.10534	2.28005
3.12494	3.31252	2.93137
3.29565	3.34417	2.68477
3.53183	3.62817	2.45371
3.65802	3.95704	2.43586
3.70186	3.85827	2.50995
3.70004	3.33272	2.46872
3.80857	2.96932	2.76869
3.59704	2.66104	3.07478
3.4164	2.16961	3.20955
3.53882	1.97217	2.96618
3.73763	1.95125	2.72091
3.69701	2.4981	2.80686
3.58319	2.85077	2.93669
3.29418	2.93059	2.98699
3.15383	3.09842	3.14466
3.10912	3.04818	3.06032
3.09541	2.89947	3.01034
3.33821	3.40547	3.29758
3.35827	3.67671	3.37668
3.22299	3.48075	3.29436
3.0136	3.39936	3.08424
3.07671	3.17172	3.02147
3.23236	3.10232	2.75699
3.36436	2.67028	2.52362
3.36046	2.38034	2.86377
3.45183	2.08415	3.00346
3.54776	2.22511	2.67956
3.62412	2.88489	2.22771
3.57037	3.10909	1.97484
3.0315	2.83479	2.14605
2.91952	2.71239	2.36994
2.74252	2.28093	2.41657
2.49667	2.01125	2.31203
2.27208	1.72509	1.91439
2.05019	1.33174	1.69322
1.84913	1.26024	1.7448
1.72122	1.49505	1.85782
1.51636	1.7399	1.81469
1.50036	1.84227	2.01786
1.51218	1.83756	1.80886
1.79072	1.86062	1.74298
1.47943	1.86468	1.39827
1.34079	1.39683	1.38997
1.65885	1.27723	1.19179
1.91283	1.84701	0.769062
2.61731	1.74274	0.919535
2.62075	1.54657	1.72606
2.63272	2.38867	2.17985
2.59838	2.95098	2.26737
2.31151	2.74127	2.24003
2.11002	2.41956	2.06443
2.09866	2.25169	2.27961
2.33414	2.61932	2.52537
2.6814	3.29948	2.38832
3.16678	3.62575	2.34105
3.50945	3.58531	2.43354
3.10468	2.16923	2.78282
3.29771	2.42654	3.26131
3.39949	3.45653	3.06433
3.00778	3.15738	2.77541
2.11749	2.34565	2.44624
1.9436	1.18062	1.15147
1.83126	2.24725	1.12704
2.51752	3.24582	2.09529
2.75807	2.8445	2.2988
3.55312	2.9154	2.75498
3.38929	2.99715	2.99406
3.0575	2.9447	2.84639
2.96124	3.07259	2.62841
2.84688	3.06496	2.60093
2.57593	3.19204	2.6
2.46928	3.60728	2.67609
2.86145	3.81438	2.42173
3.19828	3.75854	2.27914
3.13799	3.2169	2.80441
3.29268	2.95013	2.85081
3.22985	2.96444	2.8526
2.50263	2.47476	2.87731
2.08168	1.9232	2.65155
1.99601	1.55919	2.02378
1.78379	1.79101	1.72418
1.85864	1.87974	1.98839
3.53846	3.18165	2.58236
3.59102	3.33642	2.69384
3.0244	3.29661	2.93315
2.24684	2.50764	3.14602
1.99136	1.86009	2.90953
1.81043	1.58513	1.99091
1.74489	1.71306	1.96602
3.74191	3.36783	2.53595
3.36147	3.39506	2.72112
2.80051	3.18974	3.03032
2.13519	2.60356	3.41692
1.86604	2.27214	2.61039
1.79736	1.87081	1.99586
1.97343	2.0038	2.19779
3.62717	3.36711	2.66876
3.12882	2.87363	2.85312
2.59038	2.67278	3.10818
