"";"x";"y";"z";"Label";"Hemisphere"
"1";"-3.28442";"-46.0083";"32.2033";"L_d23ab_ROI";"L"
"2";"-19.7871";"-43.5968";"74.9115";"L_2_ROI";"L"
"3";"-53.1246";"1.17295";"48.9119";"L_55b_ROI";"L"
"4";"-10.013";"26.0399";"59.4416";"L_SFL_ROI";"L"
"5";"-21.1246";"-99.7944";"18.7942";"L_V3A_ROI";"L"
"6";"-55.9253";"-53.0052";"46.7325";"L_PFm_ROI";"L"
"7";"-40.6525";"60.6529";"4.25146";"L_a9-46v_ROI";"L"
"8";"-20.781";"-61.287";"-19.1979";"L_VMV1_ROI";"L"
"9";"-61.2742";"-50.0225";"-10.6775";"L_TE1p_ROI";"L"
"10";"-48.4443";"-18.0854";"10.1201";"L_OP2-3_ROI";"L"
"11";"-37.2042";"14.9355";"-36.3865";"L_TGd_ROI";"L"
"12";"-3.12163";"-45.1669";"31.8444";"L_d23ab_ROI";"L"
"13";"-2.94492";"-44.2161";"31.4448";"L_d23ab_ROI";"L"
"14";"-2.76381";"-43.2";"31.0252";"L_d23ab_ROI";"L"
"15";"-2.58259";"-42.1371";"30.5948";"L_d23ab_ROI";"L"
"16";"-2.40348";"-41.0369";"30.1583";"L_RSC_ROI";"L"
"17";"-2.22767";"-39.9048";"29.7185";"L_RSC_ROI";"L"
"18";"-2.05571";"-38.7449";"29.2772";"L_RSC_ROI";"L"
"19";"-1.88772";"-37.56";"28.8354";"L_RSC_ROI";"L"
"20";"-1.72352";"-36.3527";"28.3937";"L_RSC_ROI";"L"
"21";"-3.25359";"-46.5742";"31.4027";"L_d23ab_ROI";"L"
"22";"-3.23092";"-47.2042";"30.4971";"L_d23ab_ROI";"L"
"23";"-3.22059";"-47.8669";"29.5285";"L_d23ab_ROI";"L"
"24";"-3.22531";"-48.5483";"28.5152";"L_d23ab_ROI";"L"
"25";"-3.24737";"-49.2402";"27.4667";"L_d23ab_ROI";"L"
"26";"-3.28889";"-49.9372";"26.3896";"L_d23ab_ROI";"L"
"27";"-3.35199";"-50.6349";"25.2887";"L_d23ab_ROI";"L"
"28";"-3.43864";"-51.3301";"24.1682";"L_d23ab_ROI";"L"
"29";"-3.55069";"-52.0199";"23.0317";"L_v23ab_ROI";"L"
"30";"-3.68981";"-52.7021";"21.883";"L_v23ab_ROI";"L"
"31";"-3.85731";"-53.3751";"20.7255";"L_v23ab_ROI";"L"
"32";"-4.05417";"-54.0377";"19.5624";"L_v23ab_ROI";"L"
"33";"-4.28091";"-54.6887";"18.3971";"L_v23ab_ROI";"L"
"34";"-4.53758";"-55.3276";"17.2326";"L_v23ab_ROI";"L"
"35";"-4.82369";"-55.9537";"16.0721";"L_v23ab_ROI";"L"
"36";"-5.13814";"-56.5665";"14.9185";"L_v23ab_ROI";"L"
"37";"-5.4793";"-57.1656";"13.7748";"L_POS1_ROI";"L"
"38";"-5.84493";"-57.7503";"12.6435";"L_POS1_ROI";"L"
"39";"-6.2322";"-58.3198";"11.5273";"L_POS1_ROI";"L"
"40";"-6.63774";"-58.873";"10.4286";"L_POS1_ROI";"L"
"41";"-7.05761";"-59.4086";"9.3494";"L_POS1_ROI";"L"
"42";"-7.48745";"-59.9249";"8.29173";"L_POS1_ROI";"L"
"43";"-7.92242";"-60.4201";"7.2571";"L_POS1_ROI";"L"
"44";"-8.35739";"-60.8921";"6.2467";"L_POS1_ROI";"L"
"45";"-8.78703";"-61.3385";"5.26129";"L_POS1_ROI";"L"
"46";"-9.2059";"-61.7571";"4.30117";"L_POS1_ROI";"L"
"47";"-9.60867";"-62.1456";"3.36615";"L_ProS_ROI";"L"
"48";"-9.9903";"-62.5017";"2.45555";"L_ProS_ROI";"L"
"49";"-10.3462";"-62.8237";"1.56821";"L_ProS_ROI";"L"
"50";"-10.6726";"-63.1098";"0.702614";"L_ProS_ROI";"L"
"51";"-10.9665";"-63.3587";"-0.143128";"L_ProS_ROI";"L"
"52";"-11.2263";"-63.5696";"-0.971135";"L_ProS_ROI";"L"
"53";"-11.4518";"-63.7421";"-1.7837";"L_ProS_ROI";"L"
"54";"-11.6446";"-63.8763";"-2.58324";"L_ProS_ROI";"L"
"55";"-11.8081";"-63.9731";"-3.37223";"L_ProS_ROI";"L"
"56";"-11.9477";"-64.0341";"-4.15323";"L_V1_ROI";"L"
"57";"-12.0708";"-64.0617";"-4.92879";"L_V1_ROI";"L"
"58";"-12.1863";"-64.0593";"-5.70137";"L_V1_ROI";"L"
"59";"-12.3044";"-64.0313";"-6.47309";"L_V1_ROI";"L"
"60";"-12.4357";"-63.9827";"-7.24553";"L_V1_ROI";"L"
"61";"-12.5908";"-63.9186";"-8.01942";"L_V1_ROI";"L"
"62";"-12.7796";"-63.8439";"-8.79447";"L_V1_ROI";"L"
"63";"-13.0105";"-63.7627";"-9.56938";"L_V1_ROI";"L"
"64";"-13.2899";"-63.6774";"-10.342";"L_V1_ROI";"L"
"65";"-13.6224";"-63.5889";"-11.1097";"L_V1_ROI";"L"
"66";"-14.01";"-63.4963";"-11.8698";"L_V2_ROI";"L"
"67";"-14.453";"-63.3971";"-12.6196";"L_V2_ROI";"L"
"68";"-14.9495";"-63.288";"-13.3572";"L_V2_ROI";"L"
"69";"-15.4962";"-63.1645";"-14.081";"L_VMV1_ROI";"L"
"70";"-16.0884";"-63.0222";"-14.7899";"L_VMV1_ROI";"L"
"71";"-16.72";"-62.8566";"-15.4832";"L_VMV1_ROI";"L"
"72";"-17.3839";"-62.6639";"-16.1603";"L_VMV1_ROI";"L"
"73";"-18.0717";"-62.4414";"-16.8205";"L_VMV1_ROI";"L"
"74";"-18.7735";"-62.1877";"-17.4621";"L_VMV1_ROI";"L"
"75";"-19.4758";"-61.9041";"-18.0814";"L_VMV1_ROI";"L"
"76";"-20.1584";"-61.5971";"-18.6687";"L_VMV2_ROI";"L"
"77";"-19.3551";"-40.8162";"-19.0918";"L_H_ROI";"L"
"78";"-19.4447";"-41.8225";"-19.3032";"L_H_ROI";"L"
"79";"-19.5027";"-42.8364";"-19.5081";"L_H_ROI";"L"
"80";"-19.5422";"-43.8643";"-19.6987";"L_PreS_ROI";"L"
"81";"-19.5752";"-44.9124";"-19.8679";"L_PreS_ROI";"L"
"82";"-19.6114";"-45.9851";"-20.0098";"L_PreS_ROI";"L"
"83";"-19.658";"-47.0855";"-20.1194";"L_PreS_ROI";"L"
"84";"-19.719";"-48.2145";"-20.1938";"L_PHA1_ROI";"L"
"85";"-19.7959";"-49.3718";"-20.2312";"L_PHA1_ROI";"L"
"86";"-19.8876";"-50.5554";"-20.2317";"L_PHA1_ROI";"L"
"87";"-19.9913";"-51.7621";"-20.1969";"L_PHA1_ROI";"L"
"88";"-20.103";"-52.9876";"-20.1297";"L_PHA1_ROI";"L"
"89";"-20.2184";"-54.2265";"-20.0341";"L_PHA1_ROI";"L"
"90";"-20.3331";"-55.4718";"-19.9151";"L_VMV1_ROI";"L"
"91";"-20.443";"-56.7144";"-19.7784";"L_VMV1_ROI";"L"
"92";"-20.545";"-57.9426";"-19.6302";"L_VMV1_ROI";"L"
"93";"-20.6365";"-59.139";"-19.4777";"L_VMV1_ROI";"L"
"94";"-20.7158";"-60.2743";"-19.3295";"L_VMV1_ROI";"L"
"95";"-3.0719";"-45.7033";"30.911";"L_d23ab_ROI";"L"
"96";"-2.88974";"-44.7477";"30.4481";"L_d23ab_ROI";"L"
"97";"-2.70805";"-43.736";"29.9908";"L_d23ab_ROI";"L"
"98";"-2.52814";"-42.6804";"29.5353";"L_d23ab_ROI";"L"
"99";"-2.35099";"-41.588";"29.0811";"L_RSC_ROI";"L"
"100";"-2.17716";"-40.4639";"28.6288";"L_RSC_ROI";"L"
"101";"-2.00682";"-39.3115";"28.1786";"L_RSC_ROI";"L"
"102";"-1.83981";"-38.1339";"27.7308";"L_RSC_ROI";"L"
"103";"-3.04309";"-46.313";"29.9451";"L_d23ab_ROI";"L"
"104";"-2.85771";"-45.3483";"29.435";"L_d23ab_ROI";"L"
"105";"-2.67506";"-44.3328";"28.9446";"L_d23ab_ROI";"L"
"106";"-2.49545";"-43.2766";"28.4656";"L_RSC_ROI";"L"
"107";"-2.31907";"-42.1855";"27.9947";"L_RSC_ROI";"L"
"108";"-2.14595";"-41.0637";"27.5304";"L_RSC_ROI";"L"
"109";"-1.9759";"-39.9144";"27.0719";"L_RSC_ROI";"L"
"110";"-3.03115";"-46.9584";"28.9427";"L_d23ab_ROI";"L"
"111";"-2.84485";"-45.9854";"28.3996";"L_d23ab_ROI";"L"
"112";"-2.66196";"-44.9651";"27.8827";"L_d23ab_ROI";"L"
"113";"-2.48247";"-43.9061";"27.3835";"L_RSC_ROI";"L"
"114";"-2.30623";"-42.8137";"26.8978";"L_RSC_ROI";"L"
"115";"-2.13293";"-41.6916";"26.4228";"L_RSC_ROI";"L"
"116";"-1.96219";"-40.5426";"25.9569";"L_RSC_ROI";"L"
"117";"-3.03635";"-47.625";"27.9075";"L_d23ab_ROI";"L"
"118";"-2.85045";"-46.6443";"27.3408";"L_d23ab_ROI";"L"
"119";"-2.66787";"-45.6189";"26.8034";"L_RSC_ROI";"L"
"120";"-2.48847";"-44.5563";"26.2878";"L_RSC_ROI";"L"
"121";"-2.3119";"-43.4613";"25.7896";"L_RSC_ROI";"L"
"122";"-2.13774";"-42.3374";"25.3056";"L_RSC_ROI";"L"
"123";"-1.96554";"-41.1872";"24.8333";"L_RSC_ROI";"L"
"124";"-3.0599";"-48.304";"26.8436";"L_d23ab_ROI";"L"
"125";"-2.87507";"-47.3158";"26.2598";"L_d23ab_ROI";"L"
"126";"-2.69302";"-46.2852";"25.7068";"L_RSC_ROI";"L"
"127";"-2.51355";"-45.2186";"25.1783";"L_RSC_ROI";"L"
"128";"-2.33626";"-44.1203";"24.67";"L_RSC_ROI";"L"
"129";"-2.1607";"-42.9936";"24.1786";"L_RSC_ROI";"L"
"130";"-3.10338";"-48.9895";"25.7551";"L_d23ab_ROI";"L"
"131";"-2.91983";"-47.9938";"25.1587";"L_d23ab_ROI";"L"
"132";"-2.73828";"-46.9577";"24.5939";"L_RSC_ROI";"L"
"133";"-2.5585";"-45.8866";"24.0555";"L_RSC_ROI";"L"
"134";"-2.38008";"-44.7845";"23.5395";"L_RSC_ROI";"L"
"135";"-3.16853";"-49.6766";"24.6456";"L_d23ab_ROI";"L"
"136";"-2.98619";"-48.6734";"24.0399";"L_d23ab_ROI";"L"
"137";"-2.80493";"-47.6316";"23.4664";"L_RSC_ROI";"L"
"138";"-2.62449";"-46.5556";"22.9206";"L_RSC_ROI";"L"
"139";"-2.44457";"-45.4492";"22.3989";"L_RSC_ROI";"L"
"140";"-3.25712";"-50.3618";"23.5188";"L_d23ab_ROI";"L"
"141";"-3.07574";"-49.3511";"22.9063";"L_RSC_ROI";"L"
"142";"-2.89443";"-48.3032";"22.3264";"L_RSC_ROI";"L"
"143";"-2.71299";"-47.222";"21.7754";"L_RSC_ROI";"L"
"144";"-2.53124";"-46.1109";"21.2496";"L_RSC_ROI";"L"
"145";"-3.37084";"-51.042";"22.3778";"L_d23ab_ROI";"L"
"146";"-3.19008";"-50.0239";"21.7605";"L_RSC_ROI";"L"
"147";"-3.00836";"-48.9697";"21.1763";"L_RSC_ROI";"L"
"148";"-2.82558";"-47.8829";"20.6217";"L_RSC_ROI";"L"
"149";"-3.51125";"-51.7152";"21.226";"L_RSC_ROI";"L"
"150";"-3.33073";"-50.6896";"20.6055";"L_RSC_ROI";"L"
"151";"-3.14825";"-49.6288";"20.0185";"L_RSC_ROI";"L"
"152";"-2.96385";"-48.5363";"19.4618";"L_RSC_ROI";"L"
"153";"-3.67968";"-52.3795";"20.0665";"L_v23ab_ROI";"L"
"154";"-3.49903";"-51.3463";"19.4442";"L_RSC_ROI";"L"
"155";"-3.31548";"-50.279";"18.8557";"L_RSC_ROI";"L"
"156";"-3.12925";"-49.1804";"18.298";"L_RSC_ROI";"L"
"157";"-3.8771";"-53.0335";"18.9026";"L_v23ab_ROI";"L"
"158";"-3.69601";"-51.9929";"18.2795";"L_RSC_ROI";"L"
"159";"-3.51116";"-50.9188";"17.6906";"L_RSC_ROI";"L"
"160";"-3.32302";"-49.8141";"17.133";"L_RSC_ROI";"L"
"161";"-3.13234";"-48.6814";"16.6033";"L_RSC_ROI";"L"
"162";"-4.10411";"-53.6763";"17.7373";"L_v23ab_ROI";"L"
"163";"-3.92233";"-52.6282";"17.1145";"L_RSC_ROI";"L"
"164";"-3.73606";"-51.5473";"16.5261";"L_RSC_ROI";"L"
"165";"-3.546";"-50.4362";"15.9692";"L_RSC_ROI";"L"
"166";"-4.36082";"-54.307";"16.5737";"L_v23ab_ROI";"L"
"167";"-4.17823";"-53.2515";"15.9519";"L_RSC_ROI";"L"
"168";"-3.99049";"-52.1636";"15.3648";"L_RSC_ROI";"L"
"169";"-3.7986";"-51.0459";"14.8093";"L_RSC_ROI";"L"
"170";"-4.64683";"-54.9251";"15.4149";"L_v23ab_ROI";"L"
"171";"-4.46337";"-53.862";"14.7949";"L_v23ab_ROI";"L"
"172";"-4.27424";"-52.7669";"14.2096";"L_RSC_ROI";"L"
"173";"-4.08073";"-51.6423";"13.6561";"L_RSC_ROI";"L"
"174";"-3.88457";"-50.491";"13.131";"L_RSC_ROI";"L"
"175";"-4.96116";"-55.5299";"14.2637";"L_v23ab_ROI";"L"
"176";"-4.77688";"-54.459";"13.646";"L_v23ab_ROI";"L"
"177";"-4.5865";"-53.3563";"13.0632";"L_RSC_ROI";"L"
"178";"-4.39164";"-52.2244";"12.512";"L_RSC_ROI";"L"
"179";"-4.19437";"-51.0662";"11.9892";"L_RSC_ROI";"L"
"180";"-5.30225";"-56.1207";"13.1229";"L_v23ab_ROI";"L"
"181";"-5.11728";"-55.0416";"12.5082";"L_v23ab_ROI";"L"
"182";"-4.92589";"-53.9308";"11.9282";"L_RSC_ROI";"L"
"183";"-4.73001";"-52.7911";"11.3797";"L_RSC_ROI";"L"
"184";"-4.53208";"-51.6254";"10.8592";"L_RSC_ROI";"L"
"185";"-5.66792";"-56.6966";"11.9952";"L_POS1_ROI";"L"
"186";"-5.48247";"-55.6088";"11.3839";"L_POS1_ROI";"L"
"187";"-5.29035";"-54.4893";"10.8071";"L_POS1_ROI";"L"
"188";"-5.09387";"-53.341";"10.2614";"L_RSC_ROI";"L"
"189";"-4.89579";"-52.1672";"9.74342";"L_RSC_ROI";"L"
"190";"-6.05541";"-57.2566";"10.8831";"L_POS1_ROI";"L"
"191";"-5.86972";"-56.1592";"10.2756";"L_POS1_ROI";"L"
"192";"-5.67724";"-55.0302";"9.70214";"L_POS1_ROI";"L"
"193";"-5.4806";"-53.8726";"9.15944";"L_RSC_ROI";"L"
"194";"-5.28294";"-52.6899";"8.64379";"L_RSC_ROI";"L"
"195";"-5.08776";"-51.4857";"8.15103";"L_RSC_ROI";"L"
"196";"-6.46138";"-57.7994";"9.78887";"L_POS1_ROI";"L"
"197";"-6.27575";"-56.6914";"9.18542";"L_POS1_ROI";"L"
"198";"-6.08329";"-55.5519";"8.61544";"L_POS1_ROI";"L"
"199";"-5.88702";"-54.3841";"8.07561";"L_RSC_ROI";"L"
"200";"-5.69041";"-53.1917";"7.56213";"L_RSC_ROI";"L"
"201";"-5.49734";"-51.9786";"7.07075";"L_RSC_ROI";"L"
"202";"-5.31194";"-50.749";"6.5968";"L_RSC_ROI";"L"
"203";"-6.88194";"-58.3234";"8.71452";"L_POS1_ROI";"L"
"204";"-6.6967";"-57.2037";"8.11525";"L_POS1_ROI";"L"
"205";"-6.50473";"-56.0525";"7.54873";"L_POS1_ROI";"L"
"206";"-6.30941";"-54.8735";"7.01156";"L_POS1_ROI";"L"
"207";"-6.1146";"-53.6705";"6.49988";"L_RSC_ROI";"L"
"208";"-5.92453";"-52.4478";"6.00937";"L_RSC_ROI";"L"
"209";"-5.74361";"-51.2098";"5.53529";"L_RSC_ROI";"L"
"210";"-7.31272";"-58.8268";"7.6618";"L_POS1_ROI";"L"
"211";"-7.12826";"-57.694";"7.06668";"L_POS1_ROI";"L"
"212";"-6.93731";"-56.53";"6.5034";"L_POS1_ROI";"L"
"213";"-6.74364";"-55.3386";"5.96852";"L_POS1_ROI";"L"
"214";"-6.5515";"-54.1241";"5.45812";"L_RSC_ROI";"L"
"215";"-6.36546";"-52.8912";"4.96781";"L_RSC_ROI";"L"
"216";"-6.19023";"-51.6445";"4.49281";"L_RSC_ROI";"L"
"217";"-6.03054";"-50.3889";"4.02797";"L_RSC_ROI";"L"
"218";"-7.74894";"-59.3075";"6.6321";"L_POS1_ROI";"L"
"219";"-7.56574";"-58.1602";"6.0409";"L_POS1_ROI";"L"
"220";"-7.37644";"-56.982";"5.48048";"L_POS1_ROI";"L"
"221";"-7.18526";"-55.7773";"4.94733";"L_POS1_ROI";"L"
"222";"-6.99682";"-54.5505";"4.43749";"L_RSC_ROI";"L"
"223";"-6.81604";"-53.3067";"3.94654";"L_RSC_ROI";"L"
"224";"-6.64792";"-52.0509";"3.46966";"L_RSC_ROI";"L"
"225";"-6.49743";"-50.7882";"3.00168";"L_RSC_ROI";"L"
"226";"-8.18555";"-59.7633";"5.6264";"L_POS1_ROI";"L"
"227";"-8.00416";"-58.6";"5.0387";"L_POS1_ROI";"L"
"228";"-7.81731";"-57.4064";"4.48054";"L_POS1_ROI";"L"
"229";"-7.62963";"-56.1873";"3.94837";"L_POS1_ROI";"L"
"230";"-7.44614";"-54.9476";"3.4382";"L_POS1_ROI";"L"
"231";"-7.27208";"-53.6925";"2.94559";"L_RSC_ROI";"L"
"232";"-7.11277";"-52.4274";"2.46572";"L_RSC_ROI";"L"
"233";"-6.97332";"-51.1577";"1.99341";"L_RSC_ROI";"L"
"234";"-6.85856";"-49.8886";"1.52321";"L_RSC_ROI";"L"
"235";"-6.7727";"-48.6252";"1.04943";"L_RSC_ROI";"L"
"236";"-8.61731";"-60.1919";"4.64524";"L_POS1_ROI";"L"
"237";"-8.43845";"-59.0111";"4.06041";"L_POS1_ROI";"L"
"238";"-8.25503";"-57.801";"3.5037";"L_POS1_ROI";"L"
"239";"-8.0721";"-56.5666";"2.97156";"L_POS1_ROI";"L"
"240";"-7.89505";"-55.3133";"2.45997";"L_POS1_ROI";"L"
"241";"-7.72948";"-54.0467";"1.96451";"L_RSC_ROI";"L"
"242";"-7.58092";"-52.7724";"1.48039";"L_RSC_ROI";"L"
"243";"-7.45468";"-51.4959";"1.00246";"L_RSC_ROI";"L"
"244";"-7.35564";"-50.2225";"0.525295";"L_RSC_ROI";"L"
"245";"-9.03894";"-60.591";"3.68869";"L_POS1_ROI";"L"
"246";"-8.86357";"-59.3915";"3.10587";"L_POS1_ROI";"L"
"247";"-8.68481";"-58.1638";"2.5496";"L_POS1_ROI";"L"
"248";"-8.50814";"-56.9135";"2.01632";"L_POS1_ROI";"L"
"249";"-8.33936";"-55.6463";"1.50206";"L_POS1_ROI";"L"
"250";"-8.18432";"-54.3681";"1.00243";"L_RSC_ROI";"L"
"251";"-8.04877";"-53.0847";"0.512673";"L_RSC_ROI";"L"
"252";"-7.93818";"-51.8018";"0.0277184";"L_RSC_ROI";"L"
"253";"-7.85743";"-50.5247";"-0.457766";"L_RSC_ROI";"L"
"254";"-7.81074";"-49.2586";"-0.949298";"L_RSC_ROI";"L"
"255";"-7.80142";"-48.0079";"-1.45245";"L_RSC_ROI";"L"
"256";"-9.44536";"-60.9585";"2.75632";"L_ProS_ROI";"L"
"257";"-9.27468";"-59.7391";"2.17444";"L_POS1_ROI";"L"
"258";"-9.10212";"-58.4931";"1.6174";"L_POS1_ROI";"L"
"259";"-8.93358";"-57.2264";"1.08166";"L_POS1_ROI";"L"
"260";"-8.77519";"-55.9451";"0.563314";"L_POS1_ROI";"L"
"261";"-8.63306";"-54.6555";"0.0580316";"L_POS1_ROI";"L"
"262";"-8.51312";"-53.3635";"-0.43884";"L_RSC_ROI";"L"
"263";"-8.42087";"-52.0748";"-0.93227";"L_RSC_ROI";"L"
"264";"-8.36121";"-50.7947";"-1.42747";"L_RSC_ROI";"L"
"265";"-8.33823";"-49.5283";"-1.92979";"L_RSC_ROI";"L"
"266";"-8.35506";"-48.2796";"-2.44467";"L_RSC_ROI";"L"
"267";"-9.83181";"-61.2925";"1.84725";"L_ProS_ROI";"L"
"268";"-9.66736";"-60.0523";"1.26503";"L_ProS_ROI";"L"
"269";"-9.5029";"-58.7874";"0.70582";"L_ProS_ROI";"L"
"270";"-9.34472";"-57.5042";"0.166148";"L_POS1_ROI";"L"
"271";"-9.19922";"-56.2091";"-0.357833";"L_POS1_ROI";"L"
"272";"-9.07273";"-54.9085";"-0.870327";"L_POS1_ROI";"L"
"273";"-8.97125";"-53.6084";"-1.37586";"L_RSC_ROI";"L"
"274";"-8.90031";"-52.3147";"-1.87925";"L_RSC_ROI";"L"
"275";"-8.86472";"-51.0324";"-2.38553";"L_RSC_ROI";"L"
"276";"-8.86839";"-49.7663";"-2.89988";"L_RSC_ROI";"L"
"277";"-8.91421";"-48.5203";"-3.4275";"L_RSC_ROI";"L"
"278";"-10.1941";"-61.5913";"0.960144";"L_ProS_ROI";"L"
"279";"-10.0378";"-60.3298";"0.376148";"L_ProS_ROI";"L"
"280";"-9.88376";"-59.0459";"-0.186772";"L_ProS_ROI";"L"
"281";"-9.73855";"-57.7463";"-0.731995";"L_ProS_ROI";"L"
"282";"-9.6088";"-56.4378";"-1.26324";"L_POS1_ROI";"L"
"283";"-9.50097";"-55.1269";"-1.78457";"L_POS1_ROI";"L"
"284";"-9.42109";"-53.8196";"-2.30033";"L_POS1_ROI";"L"
"285";"-9.37461";"-52.5217";"-2.81515";"L_RSC_ROI";"L"
"286";"-9.36618";"-51.2381";"-3.33384";"L_RSC_ROI";"L"
"287";"-9.39948";"-49.9731";"-3.86135";"L_RSC_ROI";"L"
"288";"-9.47709";"-48.7302";"-4.40262";"L_PreS_ROI";"L"
"289";"-9.60038";"-47.512";"-4.96246";"L_PreS_ROI";"L"
"290";"-10.5288";"-61.8537";"0.0932983";"L_ProS_ROI";"L"
"291";"-10.3831";"-60.5707";"-0.494051";"L_ProS_ROI";"L"
"292";"-10.2422";"-59.268";"-1.06234";"L_ProS_ROI";"L"
"293";"-10.1129";"-57.9526";"-1.61481";"L_ProS_ROI";"L"
"294";"-10.0021";"-56.6315";"-2.15501";"L_ProS_ROI";"L"
"295";"-9.91625";"-55.3111";"-2.68681";"L_ProS_ROI";"L"
"296";"-9.8613";"-53.9977";"-3.21433";"L_PreS_ROI";"L"
"297";"-9.84255";"-52.6965";"-3.74197";"L_PreS_ROI";"L"
"298";"-9.8644";"-51.4124";"-4.27429";"L_PreS_ROI";"L"
"299";"-9.93026";"-50.1491";"-4.81596";"L_PreS_ROI";"L"
"300";"-10.0423";"-48.9097";"-5.37164";"L_PreS_ROI";"L"
"301";"-10.2016";"-47.6962";"-5.94583";"L_PreS_ROI";"L"
"302";"-10.4077";"-46.5094";"-6.54274";"L_PreS_ROI";"L"
"303";"-10.8335";"-62.0789";"-0.755281";"L_ProS_ROI";"L"
"304";"-10.7012";"-60.7748";"-1.34767";"L_ProS_ROI";"L"
"305";"-10.5766";"-59.4538";"-1.92305";"L_ProS_ROI";"L"
"306";"-10.4667";"-58.1235";"-2.48449";"L_ProS_ROI";"L"
"307";"-10.3783";"-56.7908";"-3.03533";"L_ProS_ROI";"L"
"308";"-10.318";"-55.4622";"-3.57918";"L_ProS_ROI";"L"
"309";"-10.2914";"-54.1436";"-4.11993";"L_ProS_ROI";"L"
"310";"-10.3036";"-52.8403";"-4.66168";"L_PreS_ROI";"L"
"311";"-10.3588";"-51.5564";"-5.20871";"L_PreS_ROI";"L"
"312";"-10.46";"-50.2953";"-5.76538";"L_PreS_ROI";"L"
"313";"-10.6089";"-49.0595";"-6.33606";"L_PreS_ROI";"L"
"314";"-10.8062";"-47.8503";"-6.9249";"L_PreS_ROI";"L"
"315";"-11.0511";"-46.668";"-7.5358";"L_PreS_ROI";"L"
"316";"-11.3413";"-45.5119";"-8.17213";"L_H_ROI";"L"
"317";"-11.1071";"-62.2665";"-1.5878";"L_ProS_ROI";"L"
"318";"-10.9915";"-60.942";"-2.18697";"L_ProS_ROI";"L"
"319";"-10.8867";"-59.604";"-2.7712";"L_ProS_ROI";"L"
"320";"-10.7999";"-58.2599";"-3.34332";"L_ProS_ROI";"L"
"321";"-10.7377";"-56.9169";"-3.90641";"L_ProS_ROI";"L"
"322";"-10.7064";"-55.5814";"-4.46381";"L_ProS_ROI";"L"
"323";"-10.7117";"-54.2589";"-5.01909";"L_ProS_ROI";"L"
"324";"-10.7581";"-52.9543";"-5.57607";"L_ProS_ROI";"L"
"325";"-10.8495";"-51.6712";"-6.13871";"L_PreS_ROI";"L"
"326";"-10.9884";"-50.4126";"-6.71104";"L_PreS_ROI";"L"
"327";"-11.1763";"-49.1803";"-7.29709";"L_PreS_ROI";"L"
"328";"-11.4133";"-47.9748";"-7.90071";"L_PreS_ROI";"L"
"329";"-11.698";"-46.796";"-8.52544";"L_PreS_ROI";"L"
"330";"-12.0281";"-45.6422";"-9.17434";"L_H_ROI";"L"
"331";"-12.3996";"-44.5112";"-9.84981";"L_H_ROI";"L"
"332";"-11.3498";"-62.4167";"-2.40661";"L_ProS_ROI";"L"
"333";"-11.2547";"-61.0732";"-3.01429";"L_ProS_ROI";"L"
"334";"-11.1737";"-59.7195";"-3.60907";"L_ProS_ROI";"L"
"335";"-11.1138";"-58.3633";"-4.1935";"L_ProS_ROI";"L"
"336";"-11.0816";"-57.0116";"-4.77033";"L_ProS_ROI";"L"
"337";"-11.0831";"-55.6705";"-5.34259";"L_ProS_ROI";"L"
"338";"-11.1234";"-54.3453";"-5.91354";"L_ProS_ROI";"L"
"339";"-11.207";"-53.0402";"-6.48665";"L_ProS_ROI";"L"
"340";"-11.3371";"-51.7585";"-7.06557";"L_PreS_ROI";"L"
"341";"-11.5159";"-50.5024";"-7.65399";"L_PreS_ROI";"L"
"342";"-11.7443";"-49.273";"-8.25561";"L_PreS_ROI";"L"
"343";"-12.0221";"-48.0704";"-8.87396";"L_PreS_ROI";"L"
"344";"-12.3474";"-46.8935";"-9.51223";"L_H_ROI";"L"
"345";"-12.7175";"-45.7403";"-10.1732";"L_H_ROI";"L"
"346";"-11.5637";"-62.5303";"-3.21409";"L_ProS_ROI";"L"
"347";"-11.4932";"-61.1695";"-3.83197";"L_ProS_ROI";"L"
"348";"-11.44";"-59.8021";"-4.43891";"L_ProS_ROI";"L"
"349";"-11.4111";"-58.4356";"-5.03709";"L_ProS_ROI";"L"
"350";"-11.4127";"-57.0769";"-5.62895";"L_ProS_ROI";"L"
"351";"-11.4503";"-55.7317";"-6.21715";"L_ProS_ROI";"L"
"352";"-11.5288";"-54.4048";"-6.80463";"L_ProS_ROI";"L"
"353";"-11.6521";"-53.1";"-7.39453";"L_ProS_ROI";"L"
"354";"-11.823";"-51.8198";"-7.99014";"L_ProS_ROI";"L"
"355";"-12.0432";"-50.5658";"-8.59487";"L_PreS_ROI";"L"
"356";"-12.3132";"-49.3385";"-9.21207";"L_PreS_ROI";"L"
"357";"-12.6323";"-48.1373";"-9.84495";"L_PreS_ROI";"L"
"358";"-12.9982";"-46.9606";"-10.4964";"L_H_ROI";"L"
"359";"-13.4078";"-45.8058";"-11.1688";"L_H_ROI";"L"
"360";"-13.8565";"-44.6695";"-11.8641";"L_H_ROI";"L"
"361";"-14.3387";"-43.5474";"-12.5831";"L_H_ROI";"L"
"362";"-11.7526";"-62.6087";"-4.01266";"L_ProS_ROI";"L"
"363";"-11.7109";"-61.2329";"-4.64229";"L_ProS_ROI";"L"
"364";"-11.6898";"-59.854";"-5.26277";"L_ProS_ROI";"L"
