"";"x";"y";"z";"Label";"Hemisphere"
"21157";"-34.8112";"-41.6479";"-32.6193";"L_PHA3_ROI";"L"
"21158";"-34.9867";"-43.5285";"-32.1479";"L_PHA3_ROI";"L"
"21159";"-35.123";"-45.461";"-31.6603";"L_PHA3_ROI";"L"
"21160";"-35.2212";"-47.4349";"-31.1596";"L_PHA3_ROI";"L"
"21161";"-35.2832";"-49.439";"-30.6484";"L_VVC_ROI";"L"
"21162";"-35.312";"-51.4617";"-30.1293";"L_VVC_ROI";"L"
"21163";"-35.3109";"-53.4917";"-29.6046";"L_VVC_ROI";"L"
"21164";"-35.2836";"-55.5183";"-29.0763";"L_VVC_ROI";"L"
"21165";"-35.2336";"-57.5315";"-28.5466";"L_VVC_ROI";"L"
"21166";"-35.1646";"-59.5225";"-28.0171";"L_VVC_ROI";"L"
"21167";"-35.0801";"-61.4837";"-27.4893";"L_VVC_ROI";"L"
"21168";"-34.9829";"-63.4087";"-26.9647";"L_VVC_ROI";"L"
"21169";"-32.2568";"-32.3405";"-34.4295";"L_PHA2_ROI";"L"
"21170";"-32.6063";"-33.737";"-34.1566";"L_PHA2_ROI";"L"
"21171";"-32.939";"-35.2133";"-33.8434";"L_PHA3_ROI";"L"
"21172";"-33.2489";"-36.7702";"-33.4942";"L_PHA3_ROI";"L"
"21173";"-33.5302";"-38.4069";"-33.1128";"L_PHA3_ROI";"L"
"21174";"-33.7785";"-40.1205";"-32.703";"L_PHA3_ROI";"L"
"21175";"-33.9903";"-41.906";"-32.2685";"L_PHA3_ROI";"L"
"21176";"-34.1634";"-43.7565";"-31.8127";"L_PHA3_ROI";"L"
"21177";"-34.297";"-45.6632";"-31.339";"L_PHA3_ROI";"L"
"21178";"-34.3913";"-47.6159";"-30.8505";"L_PHA3_ROI";"L"
"21179";"-34.4479";"-49.6035";"-30.3502";"L_PHA3_ROI";"L"
"21180";"-34.4692";"-51.6142";"-29.8411";"L_VVC_ROI";"L"
"21181";"-34.4583";"-53.6361";"-29.3256";"L_VVC_ROI";"L"
"21182";"-34.4189";"-55.6579";"-28.8062";"L_VVC_ROI";"L"
"21183";"-34.3547";"-57.669";"-28.2853";"L_VVC_ROI";"L"
"21184";"-34.2696";"-59.6596";"-27.7648";"L_VVC_ROI";"L"
"21185";"-34.1672";"-61.6217";"-27.2465";"L_VVC_ROI";"L"
"21186";"-34.0509";"-63.5481";"-26.7321";"L_VVC_ROI";"L"
"21187";"-31.8388";"-34.1956";"-33.6525";"L_PHA2_ROI";"L"
"21188";"-32.1567";"-35.6318";"-33.3668";"L_PHA2_ROI";"L"
"21189";"-32.4558";"-37.1477";"-33.0427";"L_PHA2_ROI";"L"
"21190";"-32.7301";"-38.7435";"-32.6842";"L_PHA3_ROI";"L"
"21191";"-32.974";"-40.4173";"-32.295";"L_PHA3_ROI";"L"
"21192";"-33.1833";"-42.1655";"-31.8789";"L_PHA3_ROI";"L"
"21193";"-33.3549";"-43.9819";"-31.4394";"L_PHA3_ROI";"L"
"21194";"-33.4869";"-45.8587";"-30.9799";"L_PHA3_ROI";"L"
"21195";"-33.5787";"-47.7861";"-30.5039";"L_PHA3_ROI";"L"
"21196";"-33.6313";"-49.7532";"-30.0145";"L_PHA3_ROI";"L"
"21197";"-33.6464";"-51.748";"-29.515";"L_VVC_ROI";"L"
"21198";"-33.6269";"-53.7584";"-29.0083";"L_VVC_ROI";"L"
"21199";"-33.5762";"-55.7724";"-28.4971";"L_VVC_ROI";"L"
"21200";"-33.4983";"-57.7787";"-27.984";"L_VVC_ROI";"L"
"21201";"-33.3972";"-59.7668";"-27.4714";"L_VVC_ROI";"L"
"21202";"-33.2768";"-61.7279";"-26.9613";"L_VVC_ROI";"L"
"21203";"-33.1408";"-63.6541";"-26.4557";"L_VVC_ROI";"L"
"21204";"-31.3891";"-36.0597";"-32.8504";"L_PHA2_ROI";"L"
"21205";"-31.6764";"-37.5337";"-32.5525";"L_PHA2_ROI";"L"
"21206";"-31.9428";"-39.0868";"-32.2178";"L_PHA2_ROI";"L"
"21207";"-32.1822";"-40.7186";"-31.8503";"L_PHA3_ROI";"L"
"21208";"-32.3893";"-42.4262";"-31.4535";"L_PHA3_ROI";"L"
"21209";"-32.5601";"-44.2049";"-31.031";"L_PHA3_ROI";"L"
"21210";"-32.6917";"-46.0476";"-30.5865";"L_PHA3_ROI";"L"
"21211";"-32.7826";"-47.9454";"-30.1234";"L_PHA3_ROI";"L"
"21212";"-32.8328";"-49.8877";"-29.6453";"L_PHA3_ROI";"L"
"21213";"-32.8435";"-51.8626";"-29.1554";"L_PHA3_ROI";"L"
"21214";"-32.8169";"-53.8577";"-28.6571";"L_PHA3_ROI";"L"
"21215";"-32.7564";"-55.8606";"-28.1534";"L_VVC_ROI";"L"
"21216";"-32.6658";"-57.8592";"-27.6474";"L_VVC_ROI";"L"
"21217";"-32.5493";"-59.8424";"-27.1416";"L_VVC_ROI";"L"
"21218";"-32.4111";"-61.8004";"-26.6385";"L_VVC_ROI";"L"
"21219";"-32.2553";"-63.7248";"-26.1402";"L_VMV3_ROI";"L"
"21220";"-30.9095";"-37.9269";"-32.0255";"L_PHA2_ROI";"L"
"21221";"-31.1672";"-39.4363";"-31.716";"L_PHA2_ROI";"L"
"21222";"-31.4016";"-41.0238";"-31.3712";"L_PHA2_ROI";"L"
"21223";"-31.6068";"-42.6881";"-30.995";"L_PHA3_ROI";"L"
"21224";"-31.7775";"-44.4255";"-30.5908";"L_PHA3_ROI";"L"
"21225";"-31.9099";"-46.2303";"-30.1623";"L_PHA3_ROI";"L"
"21226";"-32.0015";"-48.0942";"-29.713";"L_PHA3_ROI";"L"
"21227";"-32.0512";"-50.0072";"-29.2466";"L_PHA3_ROI";"L"
"21228";"-32.0595";"-51.9579";"-28.7666";"L_PHA3_ROI";"L"
"21229";"-32.0279";"-53.9337";"-28.2767";"L_PHA3_ROI";"L"
"21230";"-31.9594";"-55.9218";"-27.7802";"L_PHA3_ROI";"L"
"21231";"-31.8577";"-57.9096";"-27.2804";"L_VVC_ROI";"L"
"21232";"-31.7269";"-59.8851";"-26.7805";"L_VVC_ROI";"L"
"21233";"-31.5717";"-61.8378";"-26.2831";"L_VMV3_ROI";"L"
"21234";"-31.3965";"-63.7585";"-25.7907";"L_VMV3_ROI";"L"
"21235";"-30.4019";"-39.7909";"-31.1807";"L_PHA2_ROI";"L"
"21236";"-30.6307";"-41.3328";"-30.8603";"L_PHA2_ROI";"L"
"21237";"-30.8337";"-42.9514";"-30.5061";"L_PHA2_ROI";"L"
"21238";"-31.0049";"-44.6444";"-30.1216";"L_PHA3_ROI";"L"
"21239";"-31.1393";"-46.4072";"-29.7105";"L_PHA3_ROI";"L"
"21240";"-31.2333";"-48.2329";"-29.2762";"L_PHA3_ROI";"L"
"21241";"-31.2846";"-50.1123";"-28.8225";"L_PHA3_ROI";"L"
"21242";"-31.2927";"-52.0343";"-28.3531";"L_PHA3_ROI";"L"
"21243";"-31.2586";"-53.9866";"-27.8718";"L_PHA3_ROI";"L"
"21244";"-31.1844";"-55.956";"-27.3824";"L_PHA3_ROI";"L"
"21245";"-31.0736";"-57.9294";"-26.8885";"L_PHA3_ROI";"L"
"21246";"-30.9304";"-59.8943";"-26.3936";"L_VVC_ROI";"L"
"21247";"-30.7594";"-61.8391";"-25.9007";"L_VMV3_ROI";"L"
"21248";"-30.5656";"-63.7538";"-25.4128";"L_VMV3_ROI";"L"
"21249";"-29.8677";"-41.6452";"-30.3194";"L_PHA2_ROI";"L"
"21250";"-30.0683";"-43.2162";"-29.989";"L_PHA2_ROI";"L"
"21251";"-30.2402";"-44.862";"-29.6261";"L_PHA2_ROI";"L"
"21252";"-30.3775";"-46.5794";"-29.2341";"L_PHA3_ROI";"L"
"21253";"-30.4754";"-48.3628";"-28.8164";"L_PHA3_ROI";"L"
"21254";"-30.5304";"-50.2039";"-28.3769";"L_PHA3_ROI";"L"
"21255";"-30.5409";"-52.0927";"-27.9192";"L_PHA3_ROI";"L"
"21256";"-30.5068";"-54.0169";"-27.4473";"L_PHA3_ROI";"L"
"21257";"-30.4296";"-55.9635";"-26.9652";"L_PHA3_ROI";"L"
"21258";"-30.3123";"-57.9188";"-26.477";"L_PHA3_ROI";"L"
"21259";"-30.1589";"-59.8696";"-25.9864";"L_VMV3_ROI";"L"
"21260";"-29.9742";"-61.8037";"-25.4971";"L_VMV3_ROI";"L"
"21261";"-29.7633";"-63.7102";"-25.0123";"L_VMV3_ROI";"L"
"21262";"-29.3083";"-43.483";"-29.4456";"L_PHA2_ROI";"L"
"21263";"-29.481";"-45.0793";"-29.1062";"L_PHA2_ROI";"L"
"21264";"-29.6218";"-46.7481";"-28.7354";"L_PHA3_ROI";"L"
"21265";"-29.725";"-48.4851";"-28.3364";"L_PHA3_ROI";"L"
"21266";"-29.7857";"-50.2836";"-27.9129";"L_PHA3_ROI";"L"
"21267";"-29.8012";"-52.1343";"-27.4685";"L_PHA3_ROI";"L"
"21268";"-29.77";"-54.0258";"-27.0072";"L_PHA3_ROI";"L"
"21269";"-29.6928";"-55.9451";"-26.5332";"L_PHA3_ROI";"L"
"21270";"-29.572";"-57.8783";"-26.0509";"L_VMV3_ROI";"L"
"21271";"-29.4112";"-59.8116";"-25.5644";"L_VMV3_ROI";"L"
"21272";"-29.2152";"-61.7319";"-25.0779";"L_VMV3_ROI";"L"
"21273";"-28.9893";"-63.6274";"-24.5951";"L_VMV3_ROI";"L"
"21274";"-28.7249";"-45.2974";"-28.5633";"L_PHA2_ROI";"L"
"21275";"-28.8696";"-46.9148";"-28.216";"L_PHA2_ROI";"L"
"21276";"-28.9791";"-48.6018";"-27.8382";"L_PHA3_ROI";"L"
"21277";"-29.0475";"-50.3532";"-27.4331";"L_PHA3_ROI";"L"
"21278";"-29.0704";"-52.1611";"-27.0042";"L_PHA3_ROI";"L"
"21279";"-29.0452";"-54.015";"-26.5553";"L_PHA3_ROI";"L"
"21280";"-28.9714";"-55.9023";"-26.0907";"L_PHA3_ROI";"L"
"21281";"-28.8504";"-57.809";"-25.615";"L_PHA3_ROI";"L"
"21282";"-28.6854";"-59.7209";"-25.1329";"L_VMV3_ROI";"L"
"21283";"-28.481";"-61.624";"-24.6488";"L_VMV3_ROI";"L"
"21284";"-28.2427";"-63.5058";"-24.1669";"L_VMV3_ROI";"L"
"21285";"-28.1183";"-47.0817";"-27.6769";"L_PHA2_ROI";"L"
"21286";"-28.2349";"-48.7154";"-27.323";"L_PHA3_ROI";"L"
"21287";"-28.3126";"-50.4154";"-26.9391";"L_PHA3_ROI";"L"
"21288";"-28.3454";"-52.1756";"-26.5283";"L_PHA3_ROI";"L"
"21289";"-28.3293";"-53.9867";"-26.0943";"L_PHA3_ROI";"L"
"21290";"-28.2623";"-55.837";"-25.6412";"L_PHA3_ROI";"L"
"21291";"-28.1448";"-57.7127";"-25.1735";"L_PHA3_ROI";"L"
"21292";"-27.9791";"-59.599";"-24.6964";"L_VMV3_ROI";"L"
"21293";"-27.7696";"-61.4813";"-24.2147";"L_VMV3_ROI";"L"
"21294";"-27.5219";"-63.3461";"-23.7334";"L_VMV3_ROI";"L"
"21295";"-27.4896";"-48.8287";"-26.7908";"L_PHA2_ROI";"L"
"21296";"-27.5778";"-50.4735";"-26.4313";"L_PHA3_ROI";"L"
"21297";"-27.6228";"-52.1811";"-26.0421";"L_PHA3_ROI";"L"
"21298";"-27.6188";"-53.9441";"-25.6261";"L_PHA3_ROI";"L"
"21299";"-27.5623";"-55.752";"-25.1872";"L_PHA3_ROI";"L"
"21300";"-27.4522";"-57.5916";"-24.7297";"L_PHA3_ROI";"L"
"21301";"-27.2898";"-59.4479";"-24.2589";"L_PHA3_ROI";"L"
"21302";"-27.079";"-61.3055";"-23.7803";"L_VMV3_ROI";"L"
"21303";"-26.8252";"-63.1498";"-23.2994";"L_VMV3_ROI";"L"
"21304";"-26.8402";"-50.5317";"-25.9091";"L_PHA2_ROI";"L"
"21305";"-26.8992";"-52.1819";"-25.5451";"L_PHA2_ROI";"L"
"21306";"-26.9104";"-53.8912";"-25.1511";"L_PHA3_ROI";"L"
"21307";"-26.8682";"-55.6509";"-24.73";"L_PHA3_ROI";"L"
"21308";"-26.7697";"-57.4488";"-24.2859";"L_PHA3_ROI";"L"
"21309";"-26.6148";"-59.27";"-23.8237";"L_VMV2_ROI";"L"
"21310";"-26.4067";"-61.0985";"-23.3495";"L_VMV3_ROI";"L"
"21311";"-26.1507";"-62.9186";"-22.8694";"L_VMV3_ROI";"L"
"21312";"-26.1715";"-52.1837";"-25.0359";"L_PHA2_ROI";"L"
"21313";"-26.2006";"-53.8334";"-24.6684";"L_PHA3_ROI";"L"
"21314";"-26.1766";"-55.5382";"-24.2698";"L_VMV2_ROI";"L"
"21315";"-26.0943";"-57.2881";"-23.843";"L_VMV2_ROI";"L"
"21316";"-25.9517";"-59.0687";"-23.3928";"L_VMV2_ROI";"L"
"21317";"-25.7506";"-60.8633";"-22.9252";"L_VMV2_ROI";"L"
"21318";"-25.4962";"-62.655";"-22.4471";"L_VMV2_ROI";"L"
"21319";"-25.4857";"-53.778";"-24.175";"L_VMV2_ROI";"L"
"21320";"-25.4838";"-55.4207";"-23.8044";"L_VMV2_ROI";"L"
"21321";"-25.4227";"-57.1149";"-23.4007";"L_VMV2_ROI";"L"
"21322";"-25.2977";"-58.848";"-22.9672";"L_VMV2_ROI";"L"
"21323";"-25.1088";"-60.6032";"-22.5096";"L_VMV2_ROI";"L"
"21324";"-24.8603";"-62.3619";"-22.0355";"L_VMV2_ROI";"L"
"21325";"-24.7856";"-55.3076";"-23.3299";"L_VMV2_ROI";"L"
"21326";"-24.7512";"-56.9369";"-22.9562";"L_VMV2_ROI";"L"
"21327";"-24.6502";"-58.6139";"-22.546";"L_VMV2_ROI";"L"
"21328";"-24.4793";"-60.3226";"-22.1035";"L_VMV2_ROI";"L"
"21329";"-24.2416";"-62.0428";"-21.6366";"L_VMV2_ROI";"L"
"21330";"-24.0748";"-56.7654";"-22.5041";"L_VMV2_ROI";"L"
"21331";"-24.0055";"-58.3746";"-22.1262";"L_VMV2_ROI";"L"
"21332";"-23.8603";"-60.0275";"-21.7065";"L_VMV2_ROI";"L"
"21333";"-23.6393";"-61.7023";"-21.2519";"L_VMV2_ROI";"L"
"21334";"-23.3578";"-58.144";"-21.7008";"L_VMV2_ROI";"L"
"21335";"-23.2491";"-59.7264";"-21.3157";"L_VMV2_ROI";"L"
"21336";"-23.0531";"-61.346";"-20.8815";"L_VMV2_ROI";"L"
"21337";"-22.64";"-59.4345";"-20.9237";"L_VMV2_ROI";"L"
"21338";"-22.4828";"-60.9821";"-20.5243";"L_VMV2_ROI";"L"
"21339";"-21.9261";"-60.6251";"-20.1754";"L_VMV2_ROI";"L"
"21340";"-20.6815";"-99.988";"18.0889";"L_V3A_ROI";"L"
"21341";"-20.1946";"-100.164";"17.3014";"L_V3A_ROI";"L"
"21342";"-19.69";"-100.31";"16.466";"L_V3_ROI";"L"
"21343";"-19.1811";"-100.419";"15.5961";"L_V3_ROI";"L"
"21344";"-18.6764";"-100.489";"14.6976";"L_V3_ROI";"L"
"21345";"-18.182";"-100.52";"13.774";"L_V3_ROI";"L"
"21346";"-17.7031";"-100.513";"12.828";"L_V2_ROI";"L"
"21347";"-17.2437";"-100.467";"11.8618";"L_V2_ROI";"L"
"21348";"-16.8071";"-100.385";"10.878";"L_V2_ROI";"L"
"21349";"-16.3956";"-100.267";"9.87961";"L_V2_ROI";"L"
"21350";"-16.011";"-100.114";"8.86963";"L_V2_ROI";"L"
"21351";"-15.6541";"-99.9283";"7.85156";"L_V2_ROI";"L"
"21352";"-15.325";"-99.7098";"6.82919";"L_V2_ROI";"L"
"21353";"-15.0232";"-99.4595";"5.80653";"L_V2_ROI";"L"
"21354";"-14.7476";"-99.1779";"4.78781";"L_V1_ROI";"L"
"21355";"-14.4964";"-98.865";"3.77737";"L_V1_ROI";"L"
"21356";"-14.2675";"-98.5209";"2.77961";"L_V1_ROI";"L"
"21357";"-14.0586";"-98.1454";"1.79893";"L_V1_ROI";"L"
"21358";"-13.8672";"-97.7381";"0.839645";"L_V1_ROI";"L"
"21359";"-13.6906";"-97.2985";"-0.0941245";"L_V1_ROI";"L"
"21360";"-13.5266";"-96.8261";"-0.99847";"L_V1_ROI";"L"
"21361";"-13.3732";"-96.3207";"-1.86983";"L_V1_ROI";"L"
"21362";"-13.2288";"-95.7817";"-2.70503";"L_V1_ROI";"L"
"21363";"-13.0926";"-95.209";"-3.50139";"L_V1_ROI";"L"
"21364";"-12.9644";"-94.6028";"-4.2568";"L_V1_ROI";"L"
"21365";"-12.8449";"-93.9632";"-4.96977";"L_V1_ROI";"L"
"21366";"-12.7354";"-93.2911";"-5.63954";"L_V1_ROI";"L"
"21367";"-12.6382";"-92.5873";"-6.26608";"L_V1_ROI";"L"
"21368";"-12.5562";"-91.8531";"-6.85017";"L_V1_ROI";"L"
"21369";"-12.4926";"-91.09";"-7.39332";"L_V1_ROI";"L"
"21370";"-12.4513";"-90.2998";"-7.89786";"L_V1_ROI";"L"
"21371";"-12.4359";"-89.4844";"-8.36683";"L_V1_ROI";"L"
"21372";"-12.4502";"-88.6454";"-8.8039";"L_V1_ROI";"L"
"21373";"-12.4974";"-87.7846";"-9.21336";"L_V1_ROI";"L"
"21374";"-12.5804";"-86.9033";"-9.59991";"L_V2_ROI";"L"
"21375";"-12.7013";"-86.0022";"-9.96861";"L_V2_ROI";"L"
"21376";"-12.8612";"-85.0815";"-10.3247";"L_V2_ROI";"L"
"21377";"-13.0608";"-84.1409";"-10.6735";"L_V2_ROI";"L"
"21378";"-13.2998";"-83.1792";"-11.0201";"L_V2_ROI";"L"
"21379";"-13.577";"-82.1948";"-11.3694";"L_V2_ROI";"L"
"21380";"-13.8909";"-81.1854";"-11.7258";"L_V2_ROI";"L"
"21381";"-14.2389";"-80.1487";"-12.093";"L_V2_ROI";"L"
"21382";"-14.6183";"-79.0819";"-12.4743";"L_V2_ROI";"L"
"21383";"-15.0256";"-77.9827";"-12.872";"L_V2_ROI";"L"
"21384";"-15.457";"-76.8487";"-13.2876";"L_V2_ROI";"L"
"21385";"-15.9084";"-75.6786";"-13.7218";"L_V2_ROI";"L"
"21386";"-16.3753";"-74.4713";"-14.1748";"L_V3_ROI";"L"
"21387";"-16.8529";"-73.2271";"-14.6456";"L_V3_ROI";"L"
"21388";"-17.3364";"-71.9473";"-15.133";"L_V3_ROI";"L"
"21389";"-17.8207";"-70.6345";"-15.6349";"L_V3_ROI";"L"
"21390";"-18.3007";"-69.2928";"-16.1487";"L_V3_ROI";"L"
"21391";"-18.7713";"-67.9285";"-16.6712";"L_V3_ROI";"L"
"21392";"-19.2276";"-66.5499";"-17.1984";"L_V3_ROI";"L"
"21393";"-19.6642";"-65.169";"-17.7253";"L_VMV1_ROI";"L"
"21394";"-20.0755";"-63.8038";"-18.2447";"L_VMV2_ROI";"L"
"21395";"-20.4532";"-62.4865";"-18.7443";"L_VMV2_ROI";"L"
"21396";"-60.7387";"-51.7825";"-10.9499";"L_TE1p_ROI";"L"
"21397";"-60.3676";"-53.242";"-10.6997";"L_TE1p_ROI";"L"
"21398";"-59.9558";"-54.745";"-10.4253";"L_TE1p_ROI";"L"
"21399";"-59.5046";"-56.2829";"-10.1324";"L_PHT_ROI";"L"
"21400";"-59.0162";"-57.8478";"-9.82388";"L_PHT_ROI";"L"
"21401";"-58.4933";"-59.4329";"-9.50188";"L_PHT_ROI";"L"
"21402";"-57.9387";"-61.0325";"-9.16841";"L_PHT_ROI";"L"
"21403";"-57.3557";"-62.6417";"-8.82546";"L_PHT_ROI";"L"
"21404";"-56.7477";"-64.2559";"-8.47509";"L_PHT_ROI";"L"
"21405";"-56.1183";"-65.871";"-8.11939";"L_PHT_ROI";"L"
"21406";"-55.4714";"-67.483";"-7.76042";"L_PHT_ROI";"L"
"21407";"-54.8106";"-69.088";"-7.40018";"L_FST_ROI";"L"
"21408";"-54.1396";"-70.6823";"-7.04052";"L_FST_ROI";"L"
"21409";"-53.4618";"-72.2622";"-6.6831";"L_FST_ROI";"L"
"21410";"-52.7798";"-73.8241";"-6.32931";"L_FST_ROI";"L"
"21411";"-52.0959";"-75.3647";"-5.98023";"L_FST_ROI";"L"
"21412";"-51.4115";"-76.8807";"-5.63665";"L_FST_ROI";"L"
"21413";"-50.727";"-78.3691";"-5.29896";"L_FST_ROI";"L"
"21414";"-50.0422";"-79.827";"-4.96724";"L_MST_ROI";"L"
"21415";"-49.3559";"-81.2519";"-4.64119";"L_MST_ROI";"L"
"21416";"-48.6661";"-82.6416";"-4.32018";"L_MST_ROI";"L"
"21417";"-47.9703";"-83.9942";"-4.00322";"L_V4t_ROI";"L"
"21418";"-47.2657";"-85.3078";"-3.68905";"L_V4t_ROI";"L"
"21419";"-46.5491";"-86.5809";"-3.37607";"L_V4t_ROI";"L"
"21420";"-45.8177";"-87.8121";"-3.06243";"L_V4t_ROI";"L"
"21421";"-45.0688";"-89.0002";"-2.74602";"L_V4t_ROI";"L"
"21422";"-44.3001";"-90.1438";"-2.42451";"L_V4t_ROI";"L"
"21423";"-43.5104";"-91.242";"-2.09535";"L_LO2_ROI";"L"
"21424";"-42.6987";"-92.2937";"-1.75583";"L_LO2_ROI";"L"
"21425";"-41.8649";"-93.2979";"-1.40311";"L_LO1_ROI";"L"
"21426";"-41.0098";"-94.2537";"-1.03425";"L_LO1_ROI";"L"
"21427";"-40.1346";"-95.1602";"-0.64626";"L_LO1_ROI";"L"
"21428";"-39.2411";"-96.0165";"-0.236143";"L_LO1_ROI";"L"
"21429";"-38.3316";"-96.8216";"0.199053";"L_LO1_ROI";"L"
"21430";"-37.4084";"-97.5746";"0.66216";"L_V4_ROI";"L"
"21431";"-36.4744";"-98.2742";"1.15586";"L_V4_ROI";"L"
"21432";"-35.5325";"-98.9192";"1.68262";"L_V4_ROI";"L"
"21433";"-34.5857";"-99.5082";"2.24459";"L_V4_ROI";"L"
"21434";"-33.6372";"-100.04";"2.84362";"L_V4_ROI";"L"
"21435";"-32.69";"-100.512";"3.48113";"L_V4_ROI";"L"
"21436";"-31.7475";"-100.923";"4.15808";"L_V4_ROI";"L"
"21437";"-30.8132";"-101.272";"4.87492";"L_V3_ROI";"L"
"21438";"-29.8906";"-101.558";"5.63158";"L_V4_ROI";"L"
"21439";"-28.9834";"-101.778";"6.42737";"L_V3_ROI";"L"
"21440";"-28.0953";"-101.934";"7.26105";"L_V3_ROI";"L"
"21441";"-27.2302";"-102.025";"8.13081";"L_V3_ROI";"L"
"21442";"-26.3921";"-102.053";"9.03429";"L_V3_ROI";"L"
"21443";"-25.5845";"-102.019";"9.96862";"L_V3_ROI";"L"
"21444";"-24.8114";"-101.927";"10.9305";"L_V3_ROI";"L"
"21445";"-24.0761";"-101.779";"11.9161";"L_V3_ROI";"L"
"21446";"-23.3821";"-101.579";"12.9213";"L_V3_ROI";"L"
"21447";"-22.7327";"-101.334";"13.9414";"L_V3_ROI";"L"
"21448";"-22.1314";"-101.048";"14.9711";"L_V3_ROI";"L"
"21449";"-21.5826";"-100.726";"16.0051";"L_V4_ROI";"L"
"21450";"-21.093";"-100.373";"17.0403";"L_V3A_ROI";"L"
"21451";"-60.4346";"-52.2828";"-11.501";"L_TE1p_ROI";"L"
"21452";"-60.0205";"-53.8215";"-11.2615";"L_TE1p_ROI";"L"
"21453";"-59.5705";"-55.3849";"-10.9956";"L_TE1p_ROI";"L"
"21454";"-59.0848";"-56.9708";"-10.7097";"L_PHT_ROI";"L"
"21455";"-58.5651";"-58.5755";"-10.4074";"L_PHT_ROI";"L"
"21456";"-58.0135";"-60.1946";"-10.0915";"L_PHT_ROI";"L"
"21457";"-57.4328";"-61.824";"-9.76425";"L_PHT_ROI";"L"
"21458";"-56.8261";"-63.4596";"-9.42822";"L_PHT_ROI";"L"
"21459";"-56.1969";"-65.0974";"-9.08577";"L_PHT_ROI";"L"
"21460";"-55.5487";"-66.7336";"-8.73926";"L_PHT_ROI";"L"
"21461";"-54.8852";"-68.3643";"-8.39098";"L_PH_ROI";"L"
"21462";"-54.2099";"-69.9859";"-8.04307";"L_PH_ROI";"L"
"21463";"-53.526";"-71.5947";"-7.69743";"L_FST_ROI";"L"
"21464";"-52.8364";"-73.187";"-7.3557";"L_FST_ROI";"L"
"21465";"-52.1434";"-74.7592";"-7.01917";"L_FST_ROI";"L"
"21466";"-51.4486";"-76.3079";"-6.68876";"L_FST_ROI";"L"
"21467";"-50.7527";"-77.8299";"-6.36499";"L_FST_ROI";"L"
"21468";"-50.0555";"-79.3222";"-6.04798";"L_FST_ROI";"L"
"21469";"-49.3563";"-80.782";"-5.73739";"L_FST_ROI";"L"
"21470";"-48.6533";"-82.2067";"-5.43253";"L_FST_ROI";"L"
"21471";"-47.9442";"-83.594";"-5.13231";"L_V4t_ROI";"L"
"21472";"-47.2264";"-84.9421";"-4.83526";"L_V4t_ROI";"L"
"21473";"-46.4969";"-86.249";"-4.5396";"L_V4t_ROI";"L"
"21474";"-45.7528";"-87.5132";"-4.24324";"L_V4t_ROI";"L"
"21475";"-44.9915";"-88.7332";"-3.94382";"L_V4t_ROI";"L"
"21476";"-44.2109";"-89.9076";"-3.63878";"L_V4t_ROI";"L"
"21477";"-43.4092";"-91.0353";"-3.32531";"L_LO2_ROI";"L"
"21478";"-42.5856";"-92.115";"-3.0005";"L_LO2_ROI";"L"
"21479";"-41.74";"-93.1459";"-2.66128";"L_LO2_ROI";"L"
"21480";"-40.8729";"-94.1268";"-2.30454";"L_LO1_ROI";"L"
"21481";"-39.9854";"-95.057";"-1.92713";"L_LO1_ROI";"L"
"21482";"-39.0794";"-95.9354";"-1.5259";"L_LO1_ROI";"L"
"21483";"-38.1569";"-96.7615";"-1.0978";"L_V4_ROI";"L"
"21484";"-37.2206";"-97.5341";"-0.639902";"L_V4_ROI";"L"
"21485";"-36.2733";"-98.2522";"-0.14943";"L_V4_ROI";"L"
"21486";"-35.3178";"-98.9149";"0.376122";"L_V4_ROI";"L"
"21487";"-34.3572";"-99.5209";"0.938981";"L_V4_ROI";"L"
"21488";"-33.3947";"-100.069";"1.541";"L_V4_ROI";"L"
"21489";"-32.4335";"-100.557";"2.18364";"L_V4_ROI";"L"
"21490";"-31.4769";"-100.985";"2.86786";"L_V3_ROI";"L"
"21491";"-30.5283";"-101.349";"3.59414";"L_V3_ROI";"L"
"21492";"-29.5913";"-101.651";"4.36237";"L_V3_ROI";"L"
"21493";"-28.6695";"-101.887";"5.17189";"L_V3_ROI";"L"
"21494";"-27.7666";"-102.059";"6.02145";"L_V3_ROI";"L"
"21495";"-26.8866";"-102.165";"6.90927";"L_V3_ROI";"L"
"21496";"-26.0333";"-102.208";"7.83304";"L_V3_ROI";"L"
"21497";"-25.2105";"-102.187";"8.79003";"L_V3_ROI";"L"
"21498";"-24.422";"-102.107";"9.77714";"L_V3_ROI";"L"
"21499";"-23.6714";"-101.97";"10.791";"L_V3_ROI";"L"
"21500";"-22.9624";"-101.779";"11.8283";"L_V3_ROI";"L"
"21501";"-22.2983";"-101.54";"12.8854";"L_V3_ROI";"L"
"21502";"-21.683";"-101.256";"13.9598";"L_V3_ROI";"L"
"21503";"-21.1209";"-100.93";"15.0501";"L_V3_ROI";"L"
"21504";"-20.6193";"-100.567";"16.1593";"L_V3A_ROI";"L"
"21505";"-60.0952";"-52.7841";"-12.0782";"L_TE1p_ROI";"L"
"21506";"-59.6425";"-54.387";"-11.8448";"L_TE1p_ROI";"L"
"21507";"-59.1567";"-56.0054";"-11.5846";"L_PHT_ROI";"L"
"21508";"-58.638";"-57.6382";"-11.3038";"L_PHT_ROI";"L"
"21509";"-58.0879";"-59.2833";"-11.0063";"L_PHT_ROI";"L"
