0.0228874	0.200753	0.275313
-0.0883147	0.0148116	0.073752
0.159991	0.188579	-0.0823692
-0.167764	0.0888179	0.0843671
0.0125055	-0.236714	0.0798096
0.129003	0.167212	0.0640666
0.29469	-0.185461	-0.11077
-0.170697	0.137625	-0.0802043
0.156405	0.0713492	0.230142
-0.0596765	-0.0944122	-0.139952
-0.0354167	-0.0155495	-0.116693
0.0584042	0.192114	0.218956
0.127792	0.218305	0.164379
0.20132	0.265485	0.14867
0.248616	0.225549	0.167993
0.208264	0.130209	0.18329
0.128794	0.0682304	0.155704
0.0318797	0.00534288	0.0401145
-0.0952844	-0.0583029	-0.162766
-0.233807	-0.1624	-0.35736
0.0650442	0.236276	0.22847
0.105117	0.240339	0.0420982
0.160896	0.205321	-0.0393952
0.203179	0.12236	-0.0218666
0.235042	0.040872	-0.0111283
0.233375	0.0177623	0.0423997
0.201521	0.0338908	0.12967
0.143114	0.113367	0.166573
0.0529729	0.237979	0.115236
-0.0685702	0.312609	0.0224065
-0.131289	0.297564	-0.110241
-0.137337	0.221505	-0.173733
-0.144955	0.14846	-0.117971
-0.112408	0.104367	0.00124825
-0.0509563	0.113334	0.0568902
0.0929948	0.165667	0.033227
0.190392	0.229066	-0.0298599
0.241945	0.164106	-0.103902
0.248808	0.0843112	-0.0906314
0.234435	0.10995	0.00921327
0.196451	0.123045	0.110013
0.13875	0.108545	0.174515
0.0193161	0.0723602	0.214932
-0.09445	0.152212	0.210454
-0.128729	0.221268	0.0343589
-0.117869	0.221271	-0.0748628
-0.0826242	0.128606	-0.12683
-0.0232588	-0.041325	-0.131129
0.0340499	-0.151585	-0.13357
0.0996827	-0.189202	-0.141827
0.014398	-0.173368	-0.177773
-0.111074	-0.135574	-0.22383
-0.178882	-0.109239	-0.215341
-0.210134	-0.0992379	-0.15313
-0.191557	-0.0919356	-0.0738129
-0.14396	-0.0657917	-0.010682
-0.0994697	-0.0415173	0.018426
-0.0377546	-0.0335009	0.00772802
0.0378426	-0.0305725	-0.056916
0.173212	-0.0122733	-0.143388
0.334312	0.025853	-0.186056
0.381258	0.100328	-0.118278
0.280053	0.250501	0.0212737
0.132318	0.443064	0.256249
0.0549162	0.327943	0.38747
0.0845117	0.0857771	0.252747
