"Vertex","Label","Membership","Modularity","x","y","z","Hemisphere","EigenVal","FiedlerVec","FiedlerBinary","Strength"
10101,"L_7m_ROI",2,-0.000180001143272994,-5.50805,-60.904,30.594,"L",1.00716756070391,-0.0168591513715638,"0",5992.19166202689
10102,"L_7m_ROI",2,-0.000178332337618371,-5.753,-62.2126,30.5207,"L",1.00703343564545,-0.0179140883870199,"0",5963.99462457122
10103,"L_7m_ROI",2,-0.000177191975606505,-6.00486,-63.495,30.4708,"L",1.00678360664294,-0.0137721777326387,"0",5874.22665509803
10104,"L_7m_ROI",2,-0.000176123301828836,-6.26322,-64.7496,30.4452,"L",1.00675444502352,-0.00680203109092825,"0",5711.78389376781
10105,"L_7m_ROI",2,-0.000175289498904607,-6.52723,-65.9755,30.4437,"L",1.00666366551081,-0.00720771451368085,"0",5704.40965580832
10106,"L_7m_ROI",2,-0.00017445684202821,-6.79558,-67.172,30.4658,"L",1.00663800608362,-0.00670691028387866,"0",5724.36135626921
11205,"L_7m_ROI",1,-0.000173666824224516,-8.03953,-68.7946,48.0335,"L",1.00662632936624,-0.00402355320423324,"0",5624.49663115993
11235,"L_7m_ROI",1,-0.000173011919511025,-7.86782,-68.9185,46.9301,"L",1.00660297968812,-0.00330735789640729,"0",5366.91103830467
11264,"L_7m_ROI",2,-0.00017237274977717,-7.72029,-69.0267,45.8138,"L",1.00659169561117,-0.00590302977717238,"0",5490.26050135357
11265,"L_7m_ROI",2,-0.000171433603404231,-7.58205,-67.9177,46.7704,"L",1.00658089890378,-0.00774907699430639,"0",5509.34359589543
11266,"L_7m_ROI",2,-0.000170113043291132,-7.47071,-66.8001,47.7119,"L",1.00656037777381,-0.0124077583113471,"0",5503.59582015008
11267,"L_7m_ROI",2,-0.000169252275348838,-7.38782,-65.6766,48.6385,"L",1.00655460696515,-0.00816518414445007,"0",5462.39346254956
11292,"L_7m_ROI",2,-0.000167974564633998,-7.59514,-69.1183,44.6853,"L",1.00655139779188,-0.0152431747463846,"0",5682.11314738051
11293,"L_7m_ROI",2,-0.0001665715576418,-7.4478,-68.0153,45.6553,"L",1.00654209990141,-0.00831350986227679,"0",5468.36182303808
11294,"L_7m_ROI",2,-0.000165512529800491,-7.32701,-66.9013,46.6104,"L",1.00652316215834,-0.0120199336486704,"0",5505.11856722381
11295,"L_7m_ROI",2,-0.000164384322962767,-7.23455,-65.7793,47.5507,"L",1.00650620116762,-0.0101064392253206,"0",5487.58379373496
11296,"L_7m_ROI",2,-0.0001631028484065,-7.17135,-64.6523,48.476,"L",1.00648619895275,-0.00805639439243557,"0",5435.95977649709
11297,"L_7m_ROI",2,-0.000161705894651793,-7.1376,-63.5229,49.3857,"L",1.00648257588627,-0.00474827342788271,"0",5345.0187894262
11298,"L_7m_ROI",3,-0.000160469661638106,-7.13284,-62.3934,50.2792,"L",1.00647517052268,-0.00236035540967522,"0",5416.4732643583
11319,"L_7m_ROI",2,-0.000158698064116076,-7.49046,-69.1922,43.5451,"L",1.00645453853188,-0.0218559015776572,"0",5815.18384713638
11320,"L_7m_ROI",2,-0.000156800664073994,-7.33438,-68.0967,44.529,"L",1.00644832958243,-0.0173734609247954,"0",5596.64151934633
