"Vertex","Label","Membership","Modularity","x","y","z","Hemisphere","EigenVal","FiedlerVec","FiedlerBinary","Strength"
10101,"L_7m_ROI",1,-0.000180182057373764,-5.50805,-60.904,30.594,"L",1.00637642342833,0.0138369007636231,"1",6090.22712168643
10102,"L_7m_ROI",1,-0.000179543047556558,-5.753,-62.2126,30.5207,"L",1.0062285883392,0.00169597606775669,"1",5921.25474002238
10103,"L_7m_ROI",2,-0.000178936796300994,-6.00486,-63.495,30.4708,"L",1.00617083975133,-0.00156395150912114,"0",5877.88741527288
10104,"L_7m_ROI",1,-0.000178034829959617,-6.26322,-64.7496,30.4452,"L",1.00615326938569,0.00523516849838424,"1",6032.33239194476
10105,"L_7m_ROI",1,-0.000177004834086519,-6.52723,-65.9755,30.4437,"L",1.00613184161037,0.00888381473300123,"1",6165.42992104165
10106,"L_7m_ROI",1,-0.000175855239275061,-6.79558,-67.172,30.4658,"L",1.00611387897925,0.00568178076733158,"1",6210.27236255259
11205,"L_7m_ROI",2,-0.000174541245786488,-8.03953,-68.7946,48.0335,"L",1.00609866013123,-0.0141060980288983,"0",5794.16420098403
11235,"L_7m_ROI",2,-0.000172899875346618,-7.86782,-68.9185,46.9301,"L",1.00607522358969,-0.0160355779896214,"0",5773.61897504874
11264,"L_7m_ROI",2,-0.000171209943728101,-7.72029,-69.0267,45.8138,"L",1.00605000498466,-0.0174266220518533,"0",5875.35620818236
11265,"L_7m_ROI",2,-0.000169562596856605,-7.58205,-67.9177,46.7704,"L",1.00604259818298,-0.0147124493086399,"0",5692.76804307304
11266,"L_7m_ROI",2,-0.000167690052428244,-7.47071,-66.8001,47.7119,"L",1.00602907065086,-0.00541216054079137,"0",5986.62687463073
11267,"L_7m_ROI",2,-0.000165774954074587,-7.38782,-65.6766,48.6385,"L",1.00601292232366,-0.000375944735693915,"0",5814.12129280957
11292,"L_7m_ROI",2,-0.000163931428475839,-7.59514,-69.1183,44.6853,"L",1.00600407014314,-0.0175246549336256,"0",5774.68827317369
11293,"L_7m_ROI",2,-0.000161980280595451,-7.4478,-68.0153,45.6553,"L",1.00598906474462,-0.0166273829608882,"0",5599.34746510368
11294,"L_7m_ROI",2,-0.000159901688281602,-7.32701,-66.9013,46.6104,"L",1.00597858808744,-0.0080835415181402,"0",5943.73332887858
11295,"L_7m_ROI",2,-0.000157683883690956,-7.23455,-65.7793,47.5507,"L",1.00597322545927,0.000787254996989459,"1",5936.70473471055
11296,"L_7m_ROI",1,-0.000155225772179232,-7.17135,-64.6523,48.476,"L",1.00595118838851,0.00648553983262977,"1",5896.25768337119
11297,"L_7m_ROI",1,-0.000152851198578759,-7.1376,-63.5229,49.3857,"L",1.00594266418989,0.00303415523607091,"1",5737.88609441855
11298,"L_7m_ROI",1,-0.000150401205609347,-7.13284,-62.3934,50.2792,"L",1.0059303616818,0.00442367705957125,"1",5826.86584388608
11319,"L_7m_ROI",2,-0.000147853933496975,-7.49046,-69.1922,43.5451,"L",1.0059255153957,-0.0164690442412824,"0",5875.99514653095
11320,"L_7m_ROI",2,-0.00014518749682269,-7.33438,-68.0967,44.529,"L",1.00591245698193,-0.0158885019249581,"0",5717.50387997542
