"Vertex","Label","Membership","Modularity","x","y","z","Hemisphere","EigenVal","FiedlerVec","FiedlerBinary","Strength","slideFlexibility","slidePropDMN","slideFiedVec_mean","slideFiedVec_sd","Myelin","Curvature","Thickness"
10101,"L_7m_ROI",3,-0.000180294200253222,-5.50805,-60.904,30.594,"L",1.0059825415157,0.0105637533726627,"1",6156.77368229699,0.138888888888889,0.648648648648649,-0.00270775724536801,0.00999006355052631,1.40021,0.0633445,3.42603
10102,"L_7m_ROI",3,-0.000179574480485795,-5.753,-62.2126,30.5207,"L",1.00578011732412,0.00390321101567478,"1",5997.77009537195,0.138888888888889,0.648648648648649,-0.00269959572610671,0.00336556615674423,1.38421,0.146839,3.28104
10103,"L_7m_ROI",3,-0.000178626697839627,-6.00486,-63.495,30.4708,"L",1.00572569876326,0.00294410008409118,"1",6076.3951286451,0.166666666666667,0.837837837837838,-0.00323628666594291,0.00367698513054215,1.46051,0.127008,2.72182
10104,"L_7m_ROI",3,-0.000177998533961614,-6.26322,-64.7496,30.4452,"L",1.00570053724515,0.00407038334876186,"1",6146.82866318852,0.25,0.702702702702703,-0.00300363213668175,0.00341380122225662,1.46286,0.0797851,2.26788
10105,"L_7m_ROI",3,-0.00017737657337721,-6.52723,-65.9755,30.4437,"L",1.00567994774284,0.00336571228349114,"1",6192.8309523946,0.0833333333333333,0.918918918918919,-0.0038157126705244,0.00355585954912169,1.38333,0.146942,2.70226
10106,"L_7m_ROI",1,-0.000176757168432468,-6.79558,-67.172,30.4658,"L",1.00566121322218,-0.000822407208406893,"0",6006.18754684761,0.166666666666667,0.864864864864865,-0.00399143401984948,0.00327892707516852,1.45896,0.247472,2.63763
11205,"L_7m_ROI",3,-0.000176146784918348,-8.03953,-68.7946,48.0335,"L",1.00564599922099,0.00821551825975696,"1",6048.67197582814,0.138888888888889,0.648648648648649,-0.000974461121072394,0.00835184597899941,1.24343,0.214949,2.44792
11235,"L_7m_ROI",3,-0.000175409401885142,-7.86782,-68.9185,46.9301,"L",1.00563085425632,0.0140852468699755,"1",6135.76051589586,0.138888888888889,0.648648648648649,-0.00542924397556001,0.0111624795504074,1.23932,0.248069,2.50255
11264,"L_7m_ROI",3,-0.00017469247523026,-7.72029,-69.0267,45.8138,"L",1.00561220202178,0.012069398410435,"1",6086.35718586906,0.138888888888889,0.648648648648649,-0.00568278258991344,0.00998524343951685,1.24199,0.264185,2.83502
11265,"L_7m_ROI",3,-0.000173755475871075,-7.58205,-67.9177,46.7704,"L",1.00560813951811,0.012082726794532,"1",6007.4122709702,0.138888888888889,0.648648648648649,-0.00657495137939891,0.00910547409100954,1.28848,0.198533,2.55327
11266,"L_7m_ROI",3,-0.000172761840444036,-7.47071,-66.8001,47.7119,"L",1.00559428443754,0.00526469544502925,"1",5760.93449754467,0.166666666666667,0.621621621621622,-0.00161196849104453,0.00442708216532699,1.32591,0.115723,2.24839
11267,"L_7m_ROI",3,-0.000171429233686098,-7.38782,-65.6766,48.6385,"L",1.00558631769788,0.00122457761291223,"1",5434.95537534642,0.222222222222222,0.162162162162162,0.00185595496286671,0.00243461032589752,1.24737,-0.0209123,2.10486
11292,"L_7m_ROI",3,-0.000170068010127416,-7.59514,-69.1183,44.6853,"L",1.00555739485461,0.00961844955734649,"1",5957.39753967287,0.138888888888889,0.648648648648649,-0.00304011398981168,0.00846694549694292,1.2376,0.250177,2.86134
11293,"L_7m_ROI",3,-0.000168629289527104,-7.4478,-68.0153,45.6553,"L",1.00555564098504,0.0140258746124568,"1",6000.03256783795,0.138888888888889,0.648648648648649,-0.0064553017980033,0.0118334131716367,1.28019,0.205201,2.83688
