"Vertex","Label","Membership","Modularity","x","y","z","Hemisphere","EigenVal","FiedlerVec","FiedlerBinary","Strength"
11597,"L_7m_ROI",2,0.000176582290804856,-5.92847,-62.8281,32.729,"L",1.00555839377442,-0.0200884831718618,"0",5957.63132358237
11609,"L_7m_ROI",2,0.000181177968697088,-5.84498,-62.543,31.6191,"L",1.00555537080333,-0.0193754907910133,"0",5919.73041325906
11610,"L_7m_ROI",2,0.000185767900276414,-5.71335,-61.5521,32.7577,"L",1.0055511078586,-0.0220029314364557,"0",6086.32063265729
11621,"L_7m_ROI",2,0.000190413863657644,-5.61504,-61.2512,31.6694,"L",1.00554652593545,-0.0212670532741416,"0",6026.9588377972
24353,"L_7m_ROI",1,0.00019504918763759,-6.96433,-67.3442,26.9791,"L",1.00554251434682,0.000544533523332891,"1",5515.74240871329
24354,"L_7m_ROI",1,0.000199716375467089,-7.00473,-67.7209,28.1439,"L",1.00554102710571,0.00178756113170026,"1",5508.50594273566
24367,"L_7m_ROI",2,0.000204362833635654,-6.58713,-65.6737,25.869,"L",1.00553447699472,-0.0105842469084552,"0",5750.47205591891
24368,"L_7m_ROI",2,0.000209034252251959,-6.65102,-66.1198,26.9939,"L",1.0055289187514,-0.00771432412208448,"0",5614.91778820077
24369,"L_7m_ROI",2,0.000213622110076975,-6.70666,-66.5172,28.1373,"L",1.00552535927516,-0.00354024740951724,"0",5632.74785221411
24370,"L_7m_ROI",2,0.000218257160444953,-6.75459,-66.8674,29.2957,"L",1.00552340044739,-0.00463470844288575,"0",5752.86520077382
24381,"L_7m_ROI",2,0.000222881906565252,-6.25749,-64.3946,25.936,"L",1.00551981805441,-0.0153968711453685,"0",5857.85379051774
24382,"L_7m_ROI",2,0.000227586996804958,-6.33763,-64.8638,27.0357,"L",1.00551451835331,-0.00907568895349474,"0",5741.02527791409
24383,"L_7m_ROI",2,0.000232424622194333,-6.40907,-65.2826,28.156,"L",1.00550866354834,-0.00559214067643983,"0",5613.40841787343
24384,"L_7m_ROI",2,0.000237178474930161,-6.47209,-65.6526,29.2932,"L",1.00550624005993,-0.00745229837366971,"0",5643.51027876042
24395,"L_7m_ROI",2,0.000242000959152297,-6.02715,-63.5772,27.1057,"L",1.00550109504918,-0.0118915498632412,"0",5780.20936305299
24396,"L_7m_ROI",2,0.000246916086226074,-6.11454,-64.0179,28.2013,"L",1.00549478461077,-0.00916307675726667,"0",5778.05816755582
24397,"L_7m_ROI",2,0.000251816639107647,-6.19313,-64.408,29.3156,"L",1.0054931237853,-0.0103677292029467,"0",5834.17893945234
24408,"L_7m_ROI",2,0.000256639350132046,-5.82517,-62.724,28.2735,"L",1.005488340984,-0.0140035453388931,"0",5871.55347545707
24409,"L_7m_ROI",2,0.000261502661994605,-5.91943,-63.1345,29.3637,"L",1.00548168699647,-0.0144739395378956,"0",5914.31394937662
24420,"L_7m_ROI",2,0.000266387487644431,-5.65222,-61.8335,29.4372,"L",1.00547865175917,-0.0159824747781451,"0",5925.14625161417
39815,"R_7m_ROI",2,0.000271231472287057,6.53291,-60.9778,31.5418,"R",1.00547635253555,-0.0155039069609094,"0",5888.41416842931
39816,"R_7m_ROI",2,0.000276346109428548,6.87318,-62.2549,31.5399,"R",1.00546985880539,-0.0108824244479728,"0",5776.03951604757
39817,"R_7m_ROI",2,0.000281766759796811,7.22684,-63.5091,31.5653,"R",1.00546423826172,-0.00868798757859027,"0",5734.61820282375
39818,"R_7m_ROI",2,0.000287501632736154,7.59251,-64.7386,31.618,"R",1.0054609738871,-0.00835863324035081,"0",5758.67750988338
39819,"R_7m_ROI",2,0.000293578983000482,7.96823,-65.9425,31.6974,"R",1.00545575294657,-0.00857468093034369,"0",5665.20136376364
39820,"R_7m_ROI",2,0.000299499264210544,8.35151,-67.12,31.8018,"R",1.00545326692015,-0.00775534042942181,"0",5684.10250512638
40919,"R_7m_ROI",2,0.000305486938539363,9.74551,-69.4238,49.0942,"R",1.00544903722469,-0.0208697418668555,"0",6098.03565105573
40949,"R_7m_ROI",2,0.000311525811866502,9.58969,-69.5427,48.0356,"R",1.00544278587876,-0.0199661737830957,"0",6140.25018734272
40978,"R_7m_ROI",2,0.0003175092364816,9.45413,-69.6376,46.9633,"R",1.00543928305899,-0.0185531325343538,"0",6030.62017750626
40979,"R_7m_ROI",2,0.000323337656420513,9.17586,-68.5388,47.8195,"R",1.00543528661238,-0.0235837782493524,"0",6099.39981382203
40980,"R_7m_ROI",2,0.000328969261600847,8.92678,-67.4214,48.6631,"R",1.00543406118571,-0.0232782103967893,"0",6130.92374666535
41006,"R_7m_ROI",2,0.000334685146439502,9.3373,-69.708,45.8773,"R",1.00542937328591,-0.0104801140276393,"0",5800.35765457506
41007,"R_7m_ROI",2,0.000340395727785027,9.05309,-68.6215,46.7476,"R",1.00542585133526,-0.023286308701315,"0",5913.35308402678
41008,"R_7m_ROI",2,0.000346064198336622,8.79722,-67.5141,47.6052,"R",1.00542316193855,-0.0240396994205407,"0",6001.44939054008
41009,"R_7m_ROI",2,0.00035183834309595,8.57278,-66.3889,48.4507,"R",1.005421292347,-0.0243460563332035,"0",5979.9518223995
41010,"R_7m_ROI",2,0.000357860987598887,8.38179,-65.2487,49.2844,"R",1.00541565557893,-0.0210729399488525,"0",5886.07614734869
41033,"R_7m_ROI",2,0.000363643742331143,9.23757,-69.753,44.7778,"R",1.00541153271233,-0.0065487675116941,"0",5743.36656405889
41034,"R_7m_ROI",2,0.000369413727440685,8.94777,-68.6805,45.6629,"R",1.00539946983362,-0.0200021138132959,"0",5950.42393679377
41035,"R_7m_ROI",2,0.000375027215399215,8.68546,-67.5847,46.5352,"R",1.00539779265495,-0.02068391599776,"0",5955.68247198558
41036,"R_7m_ROI",2,0.000380663639689343,8.45397,-66.4686,47.3952,"R",1.00539316890024,-0.0230423208614538,"0",5983.96138473863
41037,"R_7m_ROI",2,0.000386345129065519,8.25554,-65.3354,48.2432,"R",1.00539234248583,-0.0197092678166562,"0",5895.86626631951
41038,"R_7m_ROI",2,0.000392085534284307,8.09144,-64.1882,49.0793,"R",1.00538900963359,-0.022308998134406,"0",5935.9313873661
41039,"R_7m_ROI",2,0.000397794358490123,7.96203,-63.0301,49.9029,"R",1.00538582051423,-0.0244385855877024,"0",6083.24919005727
41060,"R_7m_ROI",2,0.000403525017165871,8.85812,-68.7147,44.5654,"R",1.00538010450943,-0.0172244985707847,"0",5834.60349539418
41061,"R_7m_ROI",2,0.000409284632658828,8.58971,-67.632,45.4531,"R",1.00537605238001,-0.0189344784897051,"0",5976.54933311151
41062,"R_7m_ROI",2,0.000415061508528905,8.35146,-66.5267,46.3284,"R",1.00537437001675,-0.0175389846535899,"0",5782.20109213824
41063,"R_7m_ROI",2,0.000421063546627726,8.14585,-65.4019,47.1915,"R",1.0053690976907,-0.0190259216007929,"0",5900.52246805534
41064,"R_7m_ROI",2,0.000427269765317035,7.97432,-64.2608,48.0423,"R",1.00536490039283,-0.0243813266514775,"0",6017.71038946366
41065,"R_7m_ROI",2,0.000433419544243073,7.83743,-63.1067,48.8804,"R",1.00535856857124,-0.0259459936268212,"0",6115.90036066733
41085,"R_7m_ROI",2,0.000439563063827718,8.78228,-68.7232,43.4554,"R",1.00535713040269,-0.0139702601866484,"0",5946.18755978414
41086,"R_7m_ROI",2,0.000445514769723144,8.50805,-67.6552,44.3591,"R",1.00535348340102,-0.0198041327088662,"0",5919.71975339058
41087,"R_7m_ROI",2,0.000451589707304752,8.26335,-66.5622,45.2504,"R",1.00534244607421,-0.0191672420689912,"0",5870.80214355066
41088,"R_7m_ROI",2,0.000457816284752022,8.05081,-65.4473,46.1293,"R",1.0053409396539,-0.0230581144632868,"0",5898.66775530388
41089,"R_7m_ROI",2,0.000464101827148575,7.87205,-64.3137,46.9956,"R",1.00533857550317,-0.0263946431383439,"0",6032.03296625302
41090,"R_7m_ROI",2,0.000470117136437678,7.72778,-63.1649,47.8489,"R",1.00533008298735,-0.0276093868752084,"0",6162.00480140166
41091,"R_7m_ROI",2,0.000476076326351166,7.61793,-62.004,48.6885,"R",1.00532867859779,-0.0284066119968451,"0",6100.05777206155
41109,"R_7m_ROI",2,0.000482039558476686,8.7183,-68.7048,42.3329,"R",1.00532499578322,-0.0150286155893348,"0",5958.64498294908
41110,"R_7m_ROI",2,0.000488029942334002,8.43852,-67.653,43.2533,"R",1.00532229028886,-0.0182494733204843,"0",5892.1212697347
41111,"R_7m_ROI",2,0.000494024115687696,8.18764,-66.5739,44.1612,"R",1.00532039670091,-0.0209529513273213,"0",5923.5527108572
41112,"R_7m_ROI",2,0.000500043715936266,7.96844,-65.4704,45.0566,"R",1.00531485624241,-0.0270565602158382,"0",6050.69587914484
41113,"R_7m_ROI",2,0.000506075447208696,7.78266,-64.3459,45.9392,"R",1.00531206211587,-0.0284433989192617,"0",6123.00234897854
41114,"R_7m_ROI",2,0.000512129776087763,7.63116,-63.2038,46.8084,"R",1.00530851156724,-0.0297888256142095,"0",6175.41551192873
41115,"R_7m_ROI",2,0.000518316723354251,7.51398,-62.0473,47.6634,"R",1.00530650949447,-0.0277060417557764,"0",6165.39473389157
41116,"R_7m_ROI",2,0.000524412605453535,7.4305,-60.8797,48.5035,"R",1.00529826765668,-0.0186532763288424,"0",5890.78970002265
41132,"R_7m_ROI",2,0.000530578700008834,8.66416,-68.6584,41.1985,"R",1.00529694296167,-0.0139219363199043,"0",6031.44833000119
41133,"R_7m_ROI",2,0.000536732372683522,8.37905,-67.6243,42.136,"R",1.00529570255103,-0.0158036912888791,"0",5993.5522989534
41134,"R_7m_ROI",2,0.000543003284051991,8.12223,-66.5606,43.061,"R",1.00528971694194,-0.0198517872287131,"0",6080.15396566813
41135,"R_7m_ROI",2,0.000549230584246529,7.89663,-65.4701,43.9735,"R",1.00528238527636,-0.0269034030269908,"0",6148.46584872975
41136,"R_7m_ROI",2,0.000555441137834607,7.70409,-64.3562,44.873,"R",1.00527591045497,-0.0292145231837172,"0",6260.65528947313
41137,"R_7m_ROI",2,0.000561597568664501,7.54555,-63.2221,45.7588,"R",1.00527290431431,-0.0304361608590422,"0",6222.05606090258
