"SubjID","Type","Density"
"163836","Overall",0.908954818440603
"163836","Day 1",0.94813658612789
"163836","Day 2",0.948083645768243
"163836","Session 1",0.97082231132403
"163836","Session 2",0.972767392209956
"163836","Session 3",0.971725508574603
"163836","Session 4",0.971464278275359
