"SubjID","Type","Density"
"789373","Overall",0.957381187946956
"789373","Day 1",0.970316253558286
"789373","Day 2",0.974246945080886
"789373","Session 1",0.978570523502048
"789373","Session 2",0.985313736721516
"789373","Session 3",0.985825435673124
"789373","Session 4",0.983351037978199
