"SubjID","Type","Density"
"193239","Overall",0.955092168298271
"193239","Day 1",0.971295563424287
"193239","Day 2",0.971194369228633
"193239","Session 1",0.981112702214816
"193239","Session 2",0.98438658612789
"193239","Session 3",0.982966743039645
"193239","Session 4",0.981603658959939
