"SubjID","Type","Density"
"196750","Overall",0.955650906061237
"196750","Day 1",0.971464191487884
"196750","Day 2",0.96995868916198
"196750","Session 1",0.981873568006665
"196750","Session 2",0.983691244879539
"196750","Session 3",0.982694490731098
"196750","Session 4",0.980902155800875
