"SubjID","Type","Density"
"255639","Overall",0.935073335416233
"255639","Day 1",0.95636065403041
"255639","Day 2",0.962399326529195
"255639","Session 1",0.973398076789558
"255639","Session 2",0.975425692564049
"255639","Session 3",0.979267687287371
"255639","Session 4",0.97690472471013
