"SubjID","Type","Density"
"143325","Overall",0.954473807540096
"143325","Day 1",0.972727036034159
"143325","Day 2",0.971340085398875
"143325","Session 1",0.983034524057488
"143325","Session 2",0.984617701173367
"143325","Session 3",0.985377265153093
"143325","Session 4",0.981535877942095
