"SubjID","Type","Density"
"756055","Overall",0.957663334027633
"756055","Day 1",0.972037683121572
"756055","Day 2",0.972356106366729
"756055","Session 1",0.983620947024925
"756055","Session 2",0.98225499895855
"756055","Session 3",0.984880146497258
"756055","Session 4",0.982028830799139
