"SubjID","Type","Density"
"169444","Overall",0.94593817260293
"169444","Day 1",0.968135544678192
"169444","Day 2",0.962002187044366
"169444","Session 1",0.980425866138999
"169444","Session 2",0.979690429077276
"169444","Session 3",0.978066635423176
"169444","Session 4",0.977328594737208
