"SubjID","Type","Density"
"395958","Overall",0.937835346802749
"395958","Day 1",0.958024369922933
"395958","Day 2",0.966283326390335
"395958","Session 1",0.977884294938554
"395958","Session 2",0.976821408734291
"395958","Session 3",0.980401392071096
"395958","Session 4",0.980459800041658
