"SubjID","Type","Density"
"894673","Overall",0.954654499062695
"894673","Day 1",0.968602721655211
"894673","Day 2",0.972868152468236
"894673","Session 1",0.980261317086718
"894673","Session 2",0.981977886551413
"894673","Session 3",0.984614837186697
"894673","Session 4",0.981387731722558
