"SubjID","Type","Density"
"638049","Overall",0.95912092966743
"638049","Day 1",0.975082795250989
"638049","Day 2",0.97050527667847
"638049","Session 1",0.982332934110949
"638049","Session 2",0.985559258487815
"638049","Session 3",0.981705113518017
"638049","Session 4",0.981013330556134
