"SubjID","Type","Density"
"568963","Overall",0.954341543428452
"568963","Day 1",0.96943579462612
"568963","Day 2",0.971334531000486
"568963","Session 1",0.982760796361869
"568963","Session 2",0.979660140248559
"568963","Session 3",0.984416441019232
"568963","Session 4",0.98052593209748
